,description,size,TNR,prevalence_threshold_UB,FNR,prevalence_LB,R2_LB,fp,jaccard_UB,recall,ConfusionMatrix,tn,AP,accuracy_LB,p,explained_variance,recall_UB,phi_UB,R2,prevalence_threshold_LB,AP_LB,tp,FNR_UB,jaccard_complement,TPR_LB,balanced_informedness_markedness_LB,markedness_UB,sensitivity_LB,LR-,balanced_informedness_markedness_UB,pn,explained_variance_UB,phi_LB,R2_UB,markedness,accuracy,FNR_LB,explained_variance_LB,phi,specificity_LB,F1_complement_LB,n,markedness_LB,NPV_LB,TPR,balanced_accuracy,LR+_LB,balanced_accuracy_LB,specificity_UB,F1,specificity,AUC_LB,jaccard_LB,prevalence,informedness_LB,balanced_informedness_markedness,prevalence_threshold,NPV,pp,prevalence_UB,informedness,jaccard_complement_UB,precision,LR-_UB,jaccard,FPR_UB,LR+_UB,sensitivity,balanced_accuracy_UB,AUC_UB,TPR_UB,F1_complement_UB,LR-_LB,FPR,jaccard_complement_LB,DOR,fn,LR+,AP_UB,DOR_LB,FPR_LB,DOR_UB,F1_complement,accuracy_UB,sensitivity_UB,informedness_UB,AUC,precision_LB,recall_LB,precision_UB,NPV_UB,degree,DisparateImpact,TPR_Disparity_UB,EqualOpportunityDifference_LB,DisparateImpact_LB,AverageOddsDifference_LB,TPR_Disparity,StatisticalParityDifference_UB,AverageOddsDifference_UB,StatisticalParityDifference_LB,AverageOddsDifference,EqualOpportunityDifference_UB,predicted_prevalence,EqualOpportunityDifference,DisparateImpact_UB,StatisticalParityDifference,TPR_Disparity_LB,Hispanic,age_first_child,age_group,bmi,density,ethnicity,hrt,lastmamm,menopause,nrelbc,rstproc,surgmeno,FNR_CI_diff,recall_CI_diff,AP_CI_diff,explained_variance_CI_diff,R2_CI_diff,jaccard_complement_CI_diff,LR-_CI_diff,markedness_CI_diff,accuracy_CI_diff,phi_CI_diff,TPR_CI_diff,balanced_accuracy_CI_diff,specificity_CI_diff,prevalence_CI_diff,balanced_informedness_markedness_CI_diff,prevalence_threshold_CI_diff,NPV_CI_diff,informedness_CI_diff,precision_CI_diff,jaccard_CI_diff,sensitivity_CI_diff,FPR_CI_diff,DOR_CI_diff,LR+_CI_diff,F1_complement_CI_diff,AUC_CI_diff,DisparateImpact_CI_diff,TPR_Disparity_CI_diff,AverageOddsDifference_CI_diff,EqualOpportunityDifference_CI_diff,StatisticalParityDifference_CI_diff,sensitivity_CI_diff_impact,specificity_CI_diff_impact,sort_on_sensitivity,sort_on_specificity,sort_on_sensitivity_impact,sort_on_specificity_impact
20,density:1,16065,0.9400823867182624,0.2723060384754526,0.37209302325581395,0.0019377442475230922,-32.4982003583501,960,0.0007832434375839875,0.627906976744186,True,15062,0.01817274053499568,0.9353532524120759,43,-20.465113376084616,0.7702483037007124,0.14203831932443883,-21.75859065877441,0.21905550587330289,0.012828174813004745,27,0.5327490545855,0.9391445317371243,0.46725094541449996,3.4803149907371216,-0.9620653419799782,0.46725094541449996,0.39580895090988255,5.7757848238288165,15078,-16.98158422026755,0.08759877348094855,-17.815052043733917,-0.9715832282062354,0.9392468098350452,0.22975169629928763,-26.769870834578953,0.12220876311019008,0.936295630276219,0.9670655513546252,16022,-0.9806099100257761,0.9982773314882069,0.627906976744186,0.7839946817312242,8.523611958511287,0.7192420183920393,0.9437083761039746,0.05242718446601941,0.9400823867182624,0.7108800887295658,0.0004978348444600558,0.0026766262060379706,8.786323924731182,4.753961292873626,0.23600454780723149,0.9989388513065394,987,0.0036037230852758568,10.479505813953487,0.942475473674164,0.02735562310030395,0.5137109613805189,0.0006540697674418605,0.06370436972378112,13.400706655819715,0.627906976744186,0.8353204400556427,0.8571092747328825,0.7702483037007124,0.9701215097801948,0.2574087839573762,0.059917613281737614,0.9349549739002071,26.476171875,16,10.479505813953487,0.024690465630827666,16.10685316596562,0.056291623896025295,45.203121506386935,0.9686173633440515,0.9423482726423903,0.7702483037007124,13.467727315485774,0.7839946817312242,0.01810322887996251,0.46725094541449996,0.03955273945782802,0.9993933440310269,1,0.19929323755694014,0.029992896714406303,-0.49480569082561143,-5.055222253931463,-0.322571665707906,-0.15694343700501823,-0.24054557240958785,-0.0907649181951369,-0.2546191253256054,-0.20027732664186568,0.018714458502089942,0.06143790849673202,-0.15694343700501823,5.393743974705643,-0.24684103387921574,-0.44330313058293164,,,,,1,,,,,,,,-0.33339038616943717,-0.0105773708638639,-0.004139296933010513,-5.145291348023299,-13.483462202459734,-0.22641353160469613,-0.22994861665585747,-0.010982957627920342,-0.22500638781368643,-0.04009479694335051,-0.0105773708638639,-0.09836895083638009,-0.2268794315015028,0.005163925649381172,-4.922214636817281,0.10052902853310369,-0.002530992665825016,-10.758664552340843,-0.01573798761305893,-0.0007676089221119979,-0.0105773708638639,0.2152323490644777,-37.03194897326688,-10.679932743698638,-0.13559327410889255,-0.11745182214013317,,,,,,0,0,89,115,,
21,ethnicity:white,160493,0.6953759043724441,0.3859552173341413,0.2119248217757615,0.00914249151118276,-32.652785830738736,48420,1.6530397999361552e-05,0.7880751782242384,True,110530,0.02134401198449361,0.6946982111369343,1543,-21.4684783179962,0.8082268058547751,0.10586439456766052,-30.899033906283485,0.38069845481749787,0.020144761469138177,1216,0.23317872840518497,0.6939482787847586,0.766821271594815,0.7783684512850841,-0.9714929942330486,0.766821271594815,0.30476296409352477,0.8382277646205125,110857,-20.240366512115962,0.09770659135763188,-29.450751076803396,-0.9725519059574944,0.6962671269151925,0.1917731941452249,-22.245179163755097,0.10206710987838542,0.6931065998871913,0.817699746324074,158950,-0.9740795647139028,0.9967131318265403,0.7880751782242384,0.7417255412983412,2.5207910451637385,0.7302324429159146,0.6976380806389755,0.04751949041599093,0.6953759043724441,0.7314641508761789,1.6024035255719342e-05,0.009614126472805667,2.501100004196418,0.8072447985572162,0.38337262753341533,0.9970502539307396,49636,0.01010360099524283,2.587041503071927,0.695565529027604,0.024498347973245224,0.3325783872545071,1.6275819459401868e-05,0.3068934001128087,2.66102582588165,0.7880751782242384,0.7503084905362787,0.7519869317205038,0.8082268058547751,0.8205830883277548,0.2795984765293987,0.3046240956275558,0.6915560610268046,8.488700425810347,327,2.587041503071927,0.022614979924407624,7.481568991145944,0.3023619193610281,9.511443044309699,0.8193264073949157,0.6987374838778015,0.8082268058547751,2.66005711206146,0.7417255412983413,0.02315615889357249,0.766821271594815,0.02589653191267869,0.9973609392372085,1,10.740108863095001,0.2822588114542358,0.02919493707612829,-0.14615191639214942,0.1612877480634632,0.16835686836508357,0.28483822190649694,0.2695447413140974,0.2754967764761551,0.22352071075448962,0.27378825355892034,0.3092720554790552,0.16835686836508357,21.643954551838963,0.2804760665909191,0.07188906681110879,,,,,,white,,,,,,,-0.0338200599891221,-0.04855587301792663,-0.002063811226590471,-1.8865090561748872,-1.8477631693902552,0.02049641304186378,-0.04881604252984573,-0.0015553053748499357,0.018604400950902322,-0.003920872186572194,-0.04855587301792663,-0.013357001317016115,0.01919086396349634,-0.0013359522605858008,0.015342422391023014,-0.013120150325585,-0.0004985878720066284,0.04900565108347266,-0.0020817800679095964,-8.958825273719457e-07,-0.04855587301792663,-0.02795668132454987,-1.3402705111896385,0.05974808623942618,0.01394514734354746,-0.012329479127754506,,,,,,0,1,36,19,,19.0
22,ethnicity:Native_American,1713,1.0,,1.0,0.00036130866331418924,-0.003676700861427867,0,,0.0,True,1710,0.0017513134851138354,0.9960157618213661,3,0.0,0.7075982261787133,0.0,-0.0017543859649120641,,0.00042323409223584394,0,1.0,0.9982486865148862,0.0,,,0.0,1.0,,1713,0.2749999999999986,0.0,-0.0005841121495328505,,0.9982486865148862,0.2924017738212867,0.0,0.0,0.9978450857219917,0.9982456140350877,1710,,0.9948905281810728,0.0,0.5,,0.5,1.0,,1.0,,,0.0017513134851138354,,,,0.9982486865148862,0,0.005109471818927122,,1.0,,,,0.002154914278008339,,0.0,0.5,,0.7075982261787133,1.0,,0.0,0.9953298307063632,,3,,0.003079392877991826,,0.0,,0.9991235758106924,0.9995767659077641,0.7075982261787133,,,,0.0,,0.9996386913366858,1,0.0,,,,-0.5405955742276023,-0.7821229050279329,-0.28714093085704073,-0.5231174004623992,-0.2903724811137554,-0.5329842341434858,,0.0,-0.7821229050279329,,-0.288471179389071,,,,,,,Native_American,,,,,,,-0.8006413315839371,0.05207270665813524,0.017471775819825328,-22.401875568290848,-31.29793013404412,-0.2839380579305322,,,-0.28223488107906025,0.10194352238108832,0.05207270665813524,0.23695148921926257,-0.2831710553975282,0.003658176915729907,,,-0.0027763399714839654,,,,0.05207270665813524,0.2767818045102505,,,-0.1654717643286977,,,,,,,1,0,114,152,114.0,
23,ethnicity:black,3880,0.9906784049715174,0.12563362588024307,0.3333333333333333,0.0027517167507613723,-2.8500238654484282,36,0.025109126984126984,0.6666666666666666,True,3826,0.16821305841924397,0.9858440721649485,18,-1.3312618677714476,0.8665725974936761,0.5262392981888698,-1.3442085275332296,0.09041454210740436,0.06087311373338453,12,0.5900747618279256,0.9891416752843847,0.4099252381720744,23.94676469001772,-0.6483826927011584,0.4099252381720744,0.33646976825230873,51.971921032961816,3832,-0.32121605754705407,0.2700720376939354,-0.3293523316062181,-0.7484342379958246,0.9891752577319588,0.13342740250632387,-2.102582092813942,0.40411263525500285,0.9871181291744502,0.9933381498656714,3862,-0.8541426562034605,0.9965951336678817,0.6666666666666666,0.8286725358190921,51.30606582125605,0.7286183094339498,0.9934629706291602,0.36363636363636365,0.9906784049715174,0.7166186024349639,0.008227676205617382,0.004639175257731959,45.63332148829432,35.38504214026134,0.10574331922114302,0.9984342379958246,48,0.007322023726929705,71.5185185185185,0.9925064599483204,0.25,0.5773994908404212,0.018518518518518517,0.012881870825549846,93.45806420607457,0.6666666666666666,0.91094991123697,0.94072646920322,0.8665725974936761,0.9958840028363678,0.14458639413815869,0.009321595028482652,0.9868247666272103,212.55555555555554,6,71.5185185185185,0.2834790097145123,114.81000000000003,0.006537029370839719,2192.2591025641022,0.9945412009357941,0.9933698453608247,0.8665725974936761,103.7446757164404,0.828672535819092,0.13637227742058014,0.4099252381720744,0.3959593100271184,0.9994251830167185,1,0.04239029811012023,0.21913379030719302,-0.46471690354105355,-23.8092055878397,-0.4209967320747292,-0.11528822055137844,-0.2717883373964922,0.07237631389538993,-0.28616598355844036,-0.19659901816150444,0.3164887470344899,0.012371134020618556,-0.11528822055137844,23.56208642304855,-0.2794676727856275,-0.5786047496796002,,,,,,black,,,,,,,-0.39071609341186275,-0.1069016646568276,-0.26292784101669514,-21.805659510743794,-30.969161914587435,-0.2764445178788526,-0.2936371461157598,-0.32466560690674007,-0.27602796053212086,-0.4242957758077815,-0.1069016646568276,-0.17399842201770743,-0.2766340260266884,0.0014456250077273239,-51.11835084595028,0.24720144112831322,-0.002562831651516606,-101.03561295329547,-0.3721445581823493,-0.025093492468654995,-0.1069016646568276,0.26605484796270895,-2184.087930030982,-90.73729029395349,-0.1613557671650655,-0.20106901661047072,,,,,,0,0,114,144,,
24,ethnicity:Asian/Pacific_Islander,6619,0.9521857923497268,0.24561330451292698,0.41935483870967744,0.0031843540455638716,-14.283226819665035,315,0.002227262853526149,0.5806451612903226,True,6273,0.03335026784139554,0.9451427708113008,31,-9.183853340384278,0.7545240492613491,0.21086236606178738,-9.630432653700769,0.20274539811724127,0.019004224184701178,18,0.6092407775079334,0.9503105590062112,0.3907592224920667,4.072681010947327,-0.9205330491120133,0.3907592224920667,0.4404128291757301,7.307319421282209,6286,-6.489846888765736,0.11549972823228159,-6.716764112520934,-0.9438778581317557,0.9504456866596163,0.24547595073865097,-12.861398075243244,0.16643236454333643,0.9467537207865596,0.9727286115802252,6588,-0.9632837821961336,0.9964661033314673,0.5806451612903226,0.7664154768200246,9.502904041639322,0.685002805580831,0.9572129334083606,0.09890109890109891,0.9521857923497268,0.6780894815127765,0.001276695173922381,0.004683486931560659,9.348065856777493,5.599950471855782,0.22297575616242243,0.9979319121858098,333,0.006641303529642128,12.14377880184332,0.9551179750367743,0.05405405405405406,0.5546661544401092,0.0018433179723502306,0.05324627921344044,17.250155523104457,0.5806451612903226,0.8649055775437415,0.854741472127273,0.7545240492613491,0.9762923351158646,0.33961157615419707,0.04781420765027322,0.9451348958774866,27.57362637362638,13,12.14377880184332,0.048597182214460743,11.561208728517016,0.04278706659163899,67.06748258513932,0.9745222929936305,0.9553142468650854,0.7545240492613491,15.343669149286049,0.7664154768200246,0.0323468514031445,0.3907592224920667,0.08408538908170816,0.9988983851970112,1,0.17060565633565708,-0.0030291293109916545,-0.5834138987603962,-5.90788913140029,-0.36780822684008735,-0.20394106738939943,-0.23467524529001996,-0.07898368458805623,-0.25623629050164887,-0.2231876441766568,0.06653781249746281,0.0503097144583774,-0.20394106738939943,6.175135731538533,-0.24457918629058634,-0.6903007259069089,,,,,,Asian/Pacific_Islander,,,,,,,-0.4098821090918705,0.005146883575499417,-0.02804601351664359,-15.637028679525113,-24.581750133672717,-0.2390560329673065,-0.27090380971544786,-0.052515250495885235,-0.2379723620363815,-0.10891884368069905,0.005146883575499417,-0.12795408832447897,-0.24038398880588874,0.002126345205014901,-6.453749234270673,0.1272217624956293,-0.002036033831809392,-12.634606386141115,-0.06027063723693907,-0.002211628338054159,0.005146883575499417,0.22569043957481838,-58.89631005201926,-14.52938161098338,-0.14176409944456225,-0.11508401953452374,,,,,,1,0,103,133,103.0,
25,ethnicity:other/mixed,2547,0.9881329113924051,0.130822195847488,0.2631578947368421,0.00449706151967771,-2.0613625592417053,30,0.04291365669074646,0.7368421052631579,True,2498,0.23641285460143557,0.9815371024734982,19,-0.8429380413057963,0.9085342150927965,0.5552196339896164,-0.8559501998667558,0.08720202496000212,0.11751242188458244,14,0.5120293453458727,0.9861823924200552,0.48797065465412726,20.21730268000875,-0.5217161702127661,0.48797065465412726,0.26631831781214443,46.41506651266264,2503,-0.149426754391974,0.300570513412859,-0.17192863528009567,-0.6798205789416336,0.9862583431488026,0.0914657849072035,-1.8615211600128752,0.4787751630537702,0.9831020203668641,0.9909734125893599,2528,-0.8103763715596608,0.9953444682858051,0.7368421052631579,0.8624875083277814,40.11754072681705,0.7797209373217635,0.9919793950169885,0.44444444444444436,0.9881329113924051,0.7607524167877316,0.016976536843185553,0.00745975657636435,40.2333610056926,30.7057037456169,0.11261516506009785,0.9980023971234518,44,0.011624922389788244,62.09122807017543,0.9903370819566432,0.3181818181818182,0.3937936474593716,0.02456140350877193,0.016897979633136037,88.20808662280702,0.7368421052631579,0.9550278807621707,0.9642225998678314,0.9085342150927965,0.995238281805012,0.0,0.011867088607594937,0.9831608386808963,233.14666666666665,5,62.09122807017543,0.3712284323202572,63.06726726726727,0.008020604983011449,,0.9930431325780165,0.9897232037691402,0.9085342150927965,91.45465494399615,0.8624875083277815,0.18609883717486997,0.48797065465412726,0.4757814214972277,0.9993510756086263,1,0.0596500762571507,0.3403887739146127,-0.5880197858524443,-16.952416741828028,-0.2883048941657152,-0.04434911730737501,-0.2620348350452259,0.023210317322323662,-0.27993556969912664,-0.15875460210045983,0.2764585492227448,0.017275225755791126,-0.04434911730737501,16.806850222507254,-0.27233422388376766,-0.7914846317549855,,,,,,other/mixed,,,,,,,-0.3126706769298099,-0.14886328225594803,-0.35067726362244006,-21.977448813898874,-31.126585610913555,-0.27427513988717533,-0.11003130273471023,-0.45133212939513245,-0.2723813189404364,-0.45327611160852804,-0.14886328225594803,-0.21807639154290814,-0.2751504504145167,-0.0028572736551312154,-45.561496325651106,0.2420128711610683,-0.0024887242434245005,-88.74559218085122,-0.4519666696524586,-0.04289802217527447,-0.14886328225594803,0.26203873915512277,,-85.48731271068594,-0.16071004613370965,-0.22456514727508214,,,,,,0,0,124,144,,
26,hrt:no,92618,0.741751545225037,0.37478278229906664,0.24930747922437674,0.007239122080871018,-34.29060758125749,23732,3.2598790785588835e-05,0.7506925207756233,True,68164,0.01870524253296917,0.740366883327215,722,-24.019022346590997,0.7818628591645277,0.10574762769950732,-32.37932076414456,0.3649556719778896,0.016920019207550267,542,0.2825413924548566,0.7403014900734176,0.7174586075451433,0.9151433376521693,-0.973505784409656,0.7174586075451433,0.33610645077758533,1.0424211684589764,68344,-22.351393861237376,0.09164477656797133,-30.810397447030407,-0.9750378475416316,0.7418212442505776,0.21813714083547225,-25.91705175319731,0.09848111133574751,0.7389087534821004,0.8488977153908477,91896,-0.9765756355451202,0.9969527760455977,0.7506925207756233,0.7462220330003302,2.751763324724599,0.7334186643087519,0.7445790702371382,0.043366938710193634,0.741751545225037,0.7303699624686756,3.0413790202867423e-05,0.007795460925522036,2.787913591610452,0.9659118846144168,0.3696923154550487,0.997366264778181,24274,0.00838294905355386,2.906861616770465,0.7420895397661796,0.022328417236549394,0.3682453315411623,3.163207992481136e-05,0.26109124651789956,3.0330485297352143,0.7506925207756233,0.7596879060565356,0.7620741035319846,0.7818628591645277,0.8525514019663569,0.3058615346121829,0.258248454774963,0.7381542366083516,8.64863381837931,180,2.906861616770465,0.020522026857890018,7.804747833039137,0.25542092976286185,10.854794300944944,0.8507738392411383,0.7449769483253795,0.7818628591645277,3.0212346777140606,0.7462220330003301,0.02050650647390763,0.7174586075451433,0.024265896192666035,0.997736575866265,1,0.8398542119687139,0.01574686226447671,-0.1284966171785665,-1.2195875730785595,-0.08709593165656603,-0.05424021465038564,-0.04215238576716057,-0.019497495054640344,-0.05610212316086037,-0.05133810302987937,0.0002457112249383067,0.26208728324947633,-0.05424021465038564,2.865609708842954,-0.049975548030626316,-0.12355133753782967,,,,,,,no,,,,,,-0.08318272403879373,-0.02219192632767919,2.9141839927134677e-05,0.22451829294652725,-0.4881167991632438,-0.026027597696711813,-0.0844829868165009,0.0004574848017574462,-0.02763506349667566,-0.0038041053184190016,-0.02219192632767919,-0.02273641683727301,-0.02775012563466639,0.00038469968110316916,-0.18885098144744084,-0.0019477152905103545,-0.0008742245010631144,-0.3121719145691282,-0.00045114434789694097,-1.696427531359923e-05,-0.02219192632767919,0.017845472270359264,-2.6836217678248833,-0.312274617614138,-0.018023166295054627,-0.022416650939235283,,,,,,0,0,42,43,,
27,hrt:yes,82634,0.6933155538156639,0.3852689401067581,0.19506726457399104,0.010101197571759125,-28.45253763773192,25069,3.2897441116104e-05,0.804932735426009,True,56673,0.024517804966789944,0.6919004283950916,892,-19.108233970428444,0.8304554957310655,0.11781033281125206,-27.60814044911952,0.37963501453217924,0.022838058182429444,718,0.2226214822719643,0.6918428634210655,0.7773785177280357,0.7940077655473811,-0.967125561577056,0.7773785177280357,0.28135423112958863,0.8701953992915478,56847,-18.362078641721517,0.10505959829327557,-26.109467586936756,-0.9690956654335238,0.6945204153254109,0.16954450426893442,-20.358810249682396,0.1111211398829886,0.6901415276804426,0.8162048036245113,81742,-0.9706979339148769,0.9964499064430699,0.804932735426009,0.7491241446208364,2.551297196257278,0.7358572394427574,0.6964758553052777,0.053825105888526556,0.6933155538156639,0.736019262339752,3.111042550651477e-05,0.010794588184040468,2.566089306493087,0.8277664131485065,0.38166911620738453,0.9969391524618714,25787,0.011522636348107337,2.6246284917305367,0.6942338272919011,0.027843487028347616,0.3277990383168915,3.210868943420196e-05,0.30985847231955743,2.6975178354450517,0.804932735426009,0.7604016186846065,0.7622290269019211,0.8304554957310655,0.8195284097952272,0.24734448881557458,0.3066844461843361,0.6894502427090118,9.328555256457694,174,2.6246284917305367,0.02598672419733156,8.378144785284805,0.30352414469472233,10.366286933492617,0.8178571170872148,0.6973748699082701,0.8304554957310655,2.680135761523696,0.7491241446208364,0.02586938031654693,0.7773785177280357,0.029924927341985583,0.9973765115737679,1,1.19068284203265,0.10698213122315892,-0.004487277930950842,-0.8597675138196477,0.020311568594542903,0.05424021465038564,0.05712639243076591,0.0716559985322824,0.04363997294716125,0.05133810302987937,0.12450183162936546,0.31206283128010265,0.05424021465038564,3.2268253510341545,0.049975548030626316,-0.01979095937738275,,,,,,,yes,,,,,,-0.023262813855901426,-0.07078456289421697,-0.005435555499514407,-3.764796926569332,-5.189046659256896,0.021828114777566743,-0.044036693592230114,-0.005922738030842534,0.019967014920433734,-0.015866810430163733,-0.07078456289421697,-0.023450129465343972,0.02035308929719415,-0.0027549876134503083,-0.016625212280012236,-0.01243387309820182,-0.0005141602085660946,0.028927001621236403,-0.006110175497216489,-1.7262925644114392e-05,-0.07078456289421697,-0.030921753531298612,-2.1951144003725567,0.023256076676024584,0.014999825876075068,-0.022571574309171782,,,,,,0,1,59,34,,34.0
28,lastmamm:negative,171292,0.7126938013046783,0.3802667266783613,0.21692789968652038,0.008862144300223763,-31.89728631266856,48755,1.6410207568938285e-05,0.7830721003134796,True,120942,0.021579518853961616,0.7107858218714243,1595,-21.415675348186053,0.8030766415742389,0.10911691307776207,-30.073671145711423,0.3739045347986542,0.020568623823036078,1249,0.23797977053584835,0.7112436266120923,0.7620202294641519,0.8516007669519626,-0.9707646229369465,0.7620202294641519,0.3043774188710576,0.9118740540032837,121288,-20.55739333523936,0.10051034105504758,-28.931606050574715,-0.9721692840392305,0.7133491348107326,0.19692335842576117,-22.3114884931452,0.10473281785201502,0.7105342790392086,0.8299982392758485,169697,-0.9733152828119278,0.9968307924643642,0.7830721003134796,0.747882950809079,2.6438488379607215,0.7408131859627419,0.7148460551674137,0.04841179092618074,0.7126938013046783,0.7377092870065416,1.580233700635878e-05,0.009311584895967121,2.666670936483933,0.8766985208036497,0.37722625808594895,0.9971472857990897,50004,0.00977774832540253,2.72556632564653,0.7129532976336013,0.02497800175985921,0.3292831056231365,1.6061370122315244e-05,0.2894657209607914,2.802296662869246,0.7830721003134796,0.7568526930816323,0.7580566146116163,0.8030766415742389,0.8324955665310871,0.2849324704923261,0.28730619869532165,0.7090421526926989,8.954561530075765,346,2.72556632564653,0.0226161936690158,8.002401388083358,0.2851539448325828,10.201374649194571,0.8312593432651166,0.7149377962777013,0.8030766415742389,2.8122004952038564,0.747882950809079,0.023627802746329835,0.7620202294641519,0.02638372048936173,0.9974396234104231,1,20.28093609312261,0.4405067613560334,0.0022187674238079436,-0.2361698354535271,0.12823195813968433,0.20412473189242697,0.283576450353221,0.3558425214778234,0.27165755256617663,0.2398793830812379,0.4352765672758658,0.29192256497676483,0.20412473189242697,40.749994686169316,0.27752862558282543,0.010869578376046435,,,,,,,,negative,,,,,-0.03862110211978548,-0.04340570873739036,-0.002065024971198648,-1.5694822330514882,-2.3669081956189366,0.003108644435866559,-0.04552076089847512,-0.002283676670951973,0.0024040885510026033,-0.007173390696673748,-0.04340570873739036,-0.01990120386236971,0.0019828894350580883,-0.0010100995907455015,-0.058303866991748166,-0.007431659669805024,-0.0005772720452212887,-0.10313773205892396,-0.0025689686445926375,-7.756920969486788e-07,-0.04340570873739036,-0.010529002172532553,-2.030202116074511,-0.0815227507481695,0.0020326691402151598,-0.018399162018867043,,,,,,0,1,26,15,,15.0
29,lastmamm:false_positive,3960,0.9883278355747273,0.16232723655621095,0.42105263157894735,0.0028910945266293207,-3.6444089173363783,46,0.01976902173913043,0.5789473684210527,True,3895,0.11374688715408937,0.9845265151515151,19,-1.8365229236501546,0.7974785610223619,0.4508077416240707,-1.8558073692223456,0.1002170249149571,0.045240340799551325,11,0.6650021559882682,0.9863256520638136,0.33499784401173177,15.467029139650444,-0.7188907644525827,0.33499784401173177,0.4260252685629349,32.91694475848496,3903,-1.0113211513608258,0.19444698556588402,-0.8014248947870904,-0.8049678385047938,0.9863636363636363,0.20252143897763808,-3.8164908279435057,0.3291069965092165,0.9844613491728275,0.9910763815682299,3941,-0.8868359789050384,0.9959652791368886,0.5789473684210527,0.7836376019978899,36.279966940816,0.7232781675710526,0.991442184194295,0.2894736842105263,0.9883278355747273,0.6695820266002402,0.005854472936715671,0.004797979797979798,31.772282063399743,24.39785933017552,0.12433518779165587,0.9979502946451447,57,0.007482542433908475,49.600686498855836,0.9889012243744235,0.19298245614035087,0.6824194680517065,0.012585812356979406,0.015538650827172934,74.98462406015038,0.5789473684210527,0.8796015362665764,0.8976931773955396,0.7974785610223619,0.9941895908005917,0.26938962172263736,0.011672164425272774,0.9833456954318276,116.42663043478262,8,49.600686498855836,0.20369231530996235,45.063614617940196,0.008557815805705036,380.3272081367924,0.9931157572667006,0.9889583333333334,0.7974785610223619,73.69242327365728,0.7836376019978899,0.10047222859745224,0.33499784401173177,0.3191097862685582,0.9991146803685126,1,0.049307388742233955,0.424775682913864,-0.5859646776545906,-20.444753984842176,-0.4179010616696682,-0.20412473189242697,-0.27042088108869505,-0.05080145016409238,-0.28526147599758417,-0.2398793830812379,0.2772218092894135,0.014393939393939395,-0.20412473189242697,20.244799615641252,-0.27752862558282543,-0.6830282368602599,,,,,,,,false_positive,,,,,-0.4656434875722053,-0.03780762818551342,-0.1831411466121452,-21.115554416930024,-30.49708935140656,-0.2728392823049557,-0.3986571233270451,-0.2541575351553158,-0.2716164485046295,-0.3488642192429824,-0.03780762818551342,-0.14265004704731388,-0.27461323959182316,0.001285106300748554,-32.063374571473425,0.21050783045234533,-0.002252329003310738,-70.98336051051236,-0.29529503442378907,-0.019753387223658443,-0.03780762818551342,0.2633980679610859,-372.15603560367236,-72.2638501480293,-0.15966135512928936,-0.15803572480279027,,,,,,0,0,106,140,,
30,menopause:postmenopausal_or_age_>=_55,175252,0.718949769059768,0.3792894769815362,0.21933085501858737,0.008767648734657029,-31.4771982326931,48801,1.632704496415512e-05,0.7806691449814126,True,124837,0.02166883922388383,0.7176879579120352,1614,-21.36346661008325,0.8006413315839374,0.11002787686778057,-29.73847928975511,0.37227558512821673,0.020300024913826823,1260,0.24032906716315147,0.7174870108970527,0.7596709328368485,0.8771998720408993,-0.9711043748749355,0.7596709328368485,0.30507118084956764,0.935223175086125,125191,-20.542491724765764,0.10159614680451065,-28.396137787395187,-0.9720030272320033,0.7195181795357543,0.19935866841606287,-22.502231751759705,0.10565175342854372,0.7168289446024718,0.8342150203779531,173638,-0.9730756693774819,0.9968623513652018,0.7806691449814126,0.7498094570205903,2.713552381177575,0.7386406996453514,0.7210632812117445,0.04876632801161103,0.718949769059768,0.7396574525927493,1.567573857772645e-05,0.009209595325588295,2.711277181752071,0.902841225224212,0.3750038939831388,0.9971723206939797,50061,0.00966788946455436,2.777685477680427,0.7187796998044552,0.02516929346197639,0.3381428875641565,1.5996990737513832e-05,0.2831710553975283,2.846911039520452,0.7806691449814126,0.7590374863786389,0.7599614614484316,0.8006413315839374,0.8366896118417311,0.2876520876659612,0.28105023094023196,0.7153597546244224,9.105040567729404,354,2.777685477680427,0.02276227210452641,8.319094734326535,0.2789367187882588,10.160572082563851,0.8355079326303672,0.720950545500194,0.8006413315839374,2.8483372587868696,0.7498094570205903,0.023814751844769094,0.7596709328368485,0.02657926698986562,0.9974588908889493,1,,,,,,,,,,,,,,,,,,,,,,,,,postmenopausal_or_age_>=_55,,,,-0.040970398747088604,-0.040970398747088854,-0.0022111034067092555,-1.5843838435250852,-2.9023764587984644,-0.0027177577349873916,-0.054380542839495116,-0.0019439247329630094,-0.003608660671490127,-0.008084354486692244,-0.040970398747088854,-0.022085997159376314,-0.0042343366092726376,-0.0009002407298973301,-0.08165298807458943,-0.006454409972979913,-0.0005965395237474969,-0.13927449564193717,-0.002764515145096527,-6.925294921655123e-07,-0.040970398747088854,-0.004234336609269473,-1.9893995494437906,-0.12613712739937588,-0.002161376170428775,-0.020304008855682287,,,,,,0,0,22,14,,
