,description,size,TNR,prevalence_threshold_UB,FNR,prevalence_LB,R2_LB,fp,jaccard_UB,recall,ConfusionMatrix,tn,AP,accuracy_LB,p,explained_variance,recall_UB,phi_UB,R2,prevalence_threshold_LB,AP_LB,tp,FNR_UB,jaccard_complement,TPR_LB,balanced_informedness_markedness_LB,markedness_UB,sensitivity_LB,LR-,balanced_informedness_markedness_UB,pn,explained_variance_UB,phi_LB,R2_UB,markedness,accuracy,FNR_LB,explained_variance_LB,phi,specificity_LB,F1_complement_LB,n,markedness_LB,NPV_LB,TPR,balanced_accuracy,LR+_LB,balanced_accuracy_LB,specificity_UB,F1,specificity,AUC_LB,jaccard_LB,prevalence,informedness_LB,balanced_informedness_markedness,prevalence_threshold,NPV,pp,prevalence_UB,informedness,jaccard_complement_UB,precision,LR-_UB,jaccard,FPR_UB,LR+_UB,sensitivity,balanced_accuracy_UB,AUC_UB,TPR_UB,F1_complement_UB,LR-_LB,FPR,jaccard_complement_LB,DOR,fn,LR+,AP_UB,DOR_LB,FPR_LB,DOR_UB,F1_complement,accuracy_UB,sensitivity_UB,informedness_UB,AUC,precision_LB,recall_LB,precision_UB,NPV_UB,degree,DisparateImpact,TPR_Disparity_UB,EqualOpportunityDifference_LB,DisparateImpact_LB,AverageOddsDifference_LB,TPR_Disparity,StatisticalParityDifference_UB,AverageOddsDifference_UB,StatisticalParityDifference_LB,AverageOddsDifference,EqualOpportunityDifference_UB,predicted_prevalence,EqualOpportunityDifference,DisparateImpact_UB,StatisticalParityDifference,TPR_Disparity_LB,Hispanic,age_first_child,age_group,bmi,density,ethnicity,hrt,lastmamm,menopause,nrelbc,rstproc,surgmeno,FNR_CI_diff,recall_CI_diff,AP_CI_diff,explained_variance_CI_diff,R2_CI_diff,jaccard_complement_CI_diff,LR-_CI_diff,markedness_CI_diff,accuracy_CI_diff,phi_CI_diff,TPR_CI_diff,balanced_accuracy_CI_diff,specificity_CI_diff,prevalence_CI_diff,balanced_informedness_markedness_CI_diff,prevalence_threshold_CI_diff,NPV_CI_diff,informedness_CI_diff,precision_CI_diff,jaccard_CI_diff,sensitivity_CI_diff,FPR_CI_diff,DOR_CI_diff,LR+_CI_diff,F1_complement_CI_diff,AUC_CI_diff,DisparateImpact_CI_diff,TPR_Disparity_CI_diff,AverageOddsDifference_CI_diff,EqualOpportunityDifference_CI_diff,StatisticalParityDifference_CI_diff,sensitivity_CI_diff_impact,specificity_CI_diff_impact,sort_on_sensitivity,sort_on_specificity,sort_on_sensitivity_impact,sort_on_specificity_impact
10,age_group:75-79,15164,0.7391478029294274,0.39282771448504433,0.3125,0.00801424422636323,-32.468324277234736,3918,0.0001891816050424075,0.6875,True,11102,0.019911169372687842,0.7326381561593247,144,-19.8494243786063,0.7620797237935774,0.10580196468567958,-26.78468153573014,0.36882780542805427,0.017137042323124078,99,0.39498195395521396,0.7369399269830733,0.605018046044786,0.723776179986128,-0.9670847368213622,0.605018046044786,0.4227841830300847,0.9625220324127589,11147,-16.72904655233563,0.08070286064617954,-23.912255788671334,-0.9713177817278272,0.7386573463466104,0.23792027620642267,-24.154972451670233,0.09376824970786923,0.7320463827935484,0.8451274657645295,15020,-0.9757560614061955,0.9946019171565272,0.6875,0.7133239014647137,2.364901827591491,0.6824301379313709,0.7461564875056158,0.04758471521268926,0.7391478029294274,0.6751770217604462,0.00015681558378850366,0.00949617515167502,2.342095389469063,0.8321371785592615,0.38117735709046807,0.9959630393827936,4017,0.0111705703956813,2.6355921388463504,0.7437379839582015,0.024645257654966394,0.4986300826134403,0.000175472179683512,0.2679536172064522,3.004427328923124,0.6875,0.7582679966683523,0.7514707811689811,0.7620797237935774,0.8510945157201663,0.34144439612104555,0.26085219707057256,0.7315180137276146,6.23389484430832,45,2.6355921388463504,0.025252109107237217,4.864148305802522,0.25384351249438414,8.763214192088084,0.8485497000038217,0.7443814297019257,0.7620797237935774,2.9495119846930797,0.7133239014647137,0.020074519222928473,0.605018046044786,0.029923971457489332,0.9970539349681217,1,0.9210300282543729,0.03425735552647384,-0.24114696051688111,-1.11668981403328,-0.11476140619596781,-0.10229591836734697,-0.014428342485766535,0.011611458295958145,-0.032613871391545875,-0.06220328142030465,0.01568173154819255,0.26490371933526774,-0.10229591836734697,2.94046858611497,-0.0227130914188175,-0.2570072370539802,,,75-79,,,,,,,,,,-0.1956232855391511,-0.002408790956728857,-0.0047009404094200645,-5.397829015955217,-7.386258457522317,-0.027676041888733627,-0.2148677378887789,-0.005963562786536314,-0.0270395448732218,-0.0038584423045912586,-0.002408790956728857,-0.02131650744908975,-0.029327542903143988,-0.0024029216610242706,-0.10895184540122338,-0.019992647476488046,-0.00019158360291982035,-0.2404492215481473,-0.006109219612720238,-0.0001735470895704179,-0.002408790956728857,0.010983101581806598,-0.5920416589680233,-0.2836534168020477,-0.016566280048863957,-0.011813328576231852,,,,,,0,0,89,96,,
11,age_group:80-84,6744,0.7822508231068542,0.373431862935269,0.27419354838709675,0.007055552075799613,-31.618136497591745,1455,0.0005517182842184873,0.7258064516129032,True,5227,0.024294952741744154,0.7705960854092527,62,-17.970860569078212,0.8314570550700291,0.14244655706878978,-22.962228809222655,0.34478258780648185,0.01744887885209865,45,0.4023161574050402,0.7802657113001941,0.5976838425949598,0.8535904811216332,-0.9572252876932472,0.5976838425949598,0.3505187086899905,1.4214823458546617,5244,-15.276018077781472,0.08345802293045687,-18.94480611785875,-0.9667581998474447,0.7817319098457889,0.1685429449299708,-22.45015656460992,0.11659630393326961,0.7721582272584138,0.8709571948738004,6682,-0.9757610466849651,0.994814621602068,0.7258064516129032,0.7540286373598788,2.7383833249350964,0.7096283940973935,0.7920965146650286,0.057618437900128036,0.7822508231068542,0.6978355941676332,0.0004139941597979465,0.009193357058125741,2.7463952381018046,1.1832321405152533,0.35389316992705666,0.9967581998474447,1500,0.011770173539642846,3.3332224808779514,0.7865785621976378,0.03,0.5815525622775134,0.0004988360492184902,0.22784177274158643,3.7965296210961563,0.7258064516129032,0.8009762598058973,0.8102216805521242,0.8314570550700291,0.8813676637005342,0.207974228183962,0.21774917689314577,0.771011230159831,9.509399636143117,17,3.3332224808779514,0.03199857825922672,6.378337026827682,0.20790348533497094,17.42539002568946,0.8765721952037565,0.792048487544484,0.8314570550700291,3.7721881944723488,0.7540286373598787,0.021964578541777458,0.5976838425949598,0.039938005279664256,0.9981104327880361,1,0.7718032447138247,0.14283797298706535,-0.26643006335717334,-1.3315392221605333,-0.19460829941701374,-0.05705437312936479,-0.045970356890456546,0.04129718559793334,-0.08327405008522372,-0.06144444746763872,0.11351559706002969,0.22241992882562278,-0.05705437312936479,2.849692919400499,-0.06576223463249198,-0.3599656952580499,,,80-84,,,,,,,,,,-0.2029574889889773,-0.0717861222331806,-0.01144740956140957,-6.850857490509377,-12.353708128334901,-0.07051662012816995,-0.297790217552852,-0.015823011914651297,-0.07470660271578011,-0.04050303468770146,-0.0717861222331806,-0.0640247705866347,-0.0752675700625568,-0.003002524804985817,-0.5679121588431262,-0.0005967959267126899,-0.0012480814228342796,-1.0631254313274163,-0.016123253434895162,-0.0005360837687464977,-0.0717861222331806,0.05109494604667239,-9.2542174925694,-1.07575570897508,-0.04683942802923191,-0.07056422795937489,,,,,,0,0,107,116,,
12,age_group:65-69,22360,0.6754628162766487,0.3962094594197341,0.19850187265917604,0.010558610440795315,-29.830538028956724,7170,0.00011726347255369988,0.8014981273408239,True,14923,0.025598987653349357,0.6726252236135957,267,-17.792637219137156,0.8476287588134175,0.11916466769069124,-26.37937059054583,0.3822236457055459,0.0234230782780593,214,0.25146294226757926,0.67384629278425,0.7485370577324209,0.6872764922857004,-0.9639843050372661,0.7485370577324209,0.293875351649077,0.8391942137187007,14976,-16.285594820138197,0.09816056899682808,-23.833348663199196,-0.9674794224750211,0.6769677996422182,0.15237124118658257,-20.638038788385067,0.11015952006505801,0.6692435874189321,0.8012228101535684,22093,-0.9715633956742606,0.9953734307642899,0.8014981273408239,0.7384804718087363,2.36900348489667,0.7171672601152883,0.6816358516939839,0.05594039994771925,0.6754628162766487,0.7143156417265463,0.00010676817909452409,0.011940966010733453,2.3233257137539587,0.7510927941558523,0.38887554815258135,0.9964610042735043,7384,0.01345227298503067,2.4696650107867257,0.6778839969870372,0.028981581798483206,0.3452501469014771,0.00011178495499872021,0.33075641258106786,2.5813074416078283,0.8014981273408239,0.7572809073147577,0.7626453018909266,0.8476287588134175,0.8100219558939973,0.2324580409251504,0.3245371837233513,0.6678563354275379,8.403784110944448,53,2.4696650107867257,0.029270467818292144,5.723864973459412,0.3183641483060161,13.13221854397307,0.8051471580026438,0.6848199910554562,0.8476287588134175,2.5743446515727886,0.7384804718087363,0.025274469609104743,0.7485370577324209,0.033066453273163085,0.9973479594784093,1,1.1830708878100562,0.11832206931294306,-0.08515353531162134,-0.8720777488362337,-0.01453884594832765,0.024957667058715494,0.06189326439051557,0.07769293569746569,0.03883554545289864,0.037392184373513826,0.11060586437376843,0.3302325581395349,0.024957667058715494,3.2213369081459877,0.051100883493379434,-0.04951614351015304,,,65-69,,,,,,,,,,-0.05210427385151639,-0.08795782597656898,-0.008719299120474991,-5.841280748152652,-7.465165582994455,0.038177945082430664,-0.06148780217681571,-0.00906399457063245,0.032521893773247657,-0.01722114530960292,-0.08795782597656898,-0.020329418095495155,0.03519309290848793,-0.00468462425037364,0.014375973292834798,-0.023374392411177836,-0.00048560811320741415,0.13471811157214386,-0.009251701428393991,-0.00010162895708171028,-0.08795782597656898,-0.05181969379280904,-4.961046010853009,0.139466470513248,0.024506279777305018,-0.02298784929817732,,,,,,0,1,97,73,,73.0
13,"bmi:[25,30[",74102,0.7130963249621868,0.38055817391672053,0.2097902097902098,0.008957539147383184,-31.477617221214487,21055,3.8644684975551544e-05,0.7902097902097902,True,52332,0.022674955247001166,0.7111957167147985,715,-20.617629634867026,0.8195052937764726,0.11424943433237765,-28.94629029111976,0.37099741353308324,0.02114369728108195,565,0.24150240416765234,0.7116417585705155,0.7584975958323478,0.8592769995749753,-0.9693206929134895,0.7584975958323478,0.29419617300837203,0.9424374924304029,52482,-19.02868823835975,0.1029073065426913,-27.439033505816287,-0.9710086672242959,0.7138403821759197,0.18049470622352726,-21.544114452009655,0.10823351478094664,0.7098086245458791,0.8295377838043637,73387,-0.9729802833518495,0.9966469739346716,0.7902097902097902,0.7516530575859885,2.666814978808345,0.7373974678528142,0.7163671707247462,0.05059323931049922,0.7130963249621868,0.7366311667410738,3.625894792456837e-05,0.00964886237888316,2.6901573560758387,0.8916299782882527,0.3759965410506015,0.9971418772150452,21620,0.01037897426063796,2.7542686238008014,0.7144152083392885,0.026133209990749307,0.32495209295181005,3.753074282639707e-05,0.2901913754541182,2.8500934182475546,0.7902097902097902,0.7615945168613116,0.7666749484309033,0.8195052937764726,0.8337246645702824,0.2531692515481539,0.2869036750378132,0.7088512237860313,9.362013773450487,150,2.7542686238008014,0.024706951822390393,8.312718700294322,0.2836328292752538,11.384239038830035,0.8315311951314462,0.7165410515235756,0.8195052937764726,2.8463784812172204,0.7516530575859884,0.02404748041665582,0.7584975958323478,0.02834762569757742,0.997580449543653,1,1.0376401904013568,0.07624316522028605,-0.049002728720951065,-0.9784211721009719,-0.01566787599657574,0.017128588874973705,0.017318064009758827,0.0434515288945911,0.003744391973779893,0.013633472431800187,0.07019516838394327,0.29176000647755795,0.017128588874973705,3.0384955402247393,0.010583535889322648,-0.03898111518917007,,,,"[25,30[",,,,,,,,,-0.04214373575158947,-0.05983436093962413,-0.00415578312457324,-3.0981873299311005,-3.8594807403773643,0.0016467337301793172,-0.04118974822714866,-0.003727606694408969,0.0008008333051282568,-0.012305911951289328,-0.05983436093962413,-0.024643027642049065,0.00046177387772561307,-0.001611325525980931,-0.08886730541886734,-0.007723106908164246,-0.0007180981784511431,-0.13731571807228793,-0.004532873852808327,-2.3010169503561938e-05,-0.05983436093962413,-0.011254656665859397,-3.2130665057099748,-0.12931950612647825,0.0008035711010199176,-0.02701749583815405,,,,,,0,1,61,46,,46.0
14,"bmi:[30,35[",57418,0.6722624148345859,0.4023083165740838,0.2297872340425532,0.0074648285341549206,-43.25687923177581,18664,4.3715952369954875e-05,0.7702127659574468,True,38284,0.016535469762815714,0.66875326552649,470,-26.4055749253892,0.807508008253823,0.09062327611208662,-39.27005958403262,0.39139542496345203,0.014549682166098376,362,0.2705213244800625,0.6709899046550757,0.7294786755199375,0.6377767160159313,-0.9764216534384623,0.7294786755199375,0.34181181183406434,0.7498426341439466,38392,-25.161843561088894,0.07471549299187684,-35.84891986125783,-0.9781603187548686,0.6730641958967571,0.19249199174617707,-28.57879413386758,0.08469991370582086,0.6683897791433929,0.800316290400214,56948,-0.9795710734045083,0.9966046399000852,0.7702127659574468,0.7212375903960164,2.2409219504911144,0.711431152282812,0.6761174880907899,0.03713582273286828,0.6722624148345859,0.7021031859494681,3.928111375207609e-05,0.008185586401476888,2.2273222779924935,0.6859647558536168,0.39478874578240897,0.9971869139404043,19026,0.008956697710322507,2.3500898304621023,0.6727791928930411,0.019026595185535584,0.3851050437693201,4.126729350393521e-05,0.3316102208566055,2.4526020441913494,0.7702127659574468,0.7397385291245459,0.7403719948425648,0.807508008253823,0.8047643202897086,0.29412707949583544,0.32773758516541407,0.6673565779930591,6.875390928862853,108,2.3500898304621023,0.017751644884301514,6.1186595143933085,0.32388251190921014,9.12037521272433,0.8031046779945459,0.6761742833257863,0.807508008253823,2.4640060269737436,0.7212375903960164,0.017132829556369543,0.7294786755199375,0.021069293209523533,0.997691817342079,1,1.25810909595479,0.05459677706942093,-0.10164728786803205,-0.8153781847998358,-0.01800418578770834,-0.014752269007588192,0.07741915049061893,0.05798238723534654,0.06024602461229133,0.027359913199317437,0.07413472415666718,0.33135950398829633,-0.014752269007588192,3.3186600504212938,0.06798051320465154,-0.0951779991303634,,,,"[30,35[",,,,,,,,,-0.07116265606399963,-0.04783707541697446,0.0027995238135156385,3.0349679927980446,4.550405615064182,0.043282749176426716,-0.1013426990446587,0.0033733538305638078,0.04116760150291754,0.011320246269001702,-0.04783707541697446,-0.002787039905283284,0.040711456511681954,-0.00018904897566547792,0.10372755286758895,-0.029473249565527493,-0.000829465976877164,0.24505673617118884,0.0027454586352455602,-2.808143689796527e-05,-0.04783707541697446,-0.0526735020683467,-0.9492026796042694,0.2681718679297269,0.02976391538159373,-0.0007145422498154863,,,,,,0,1,60,44,,44.0
15,bmi:>=35,27744,0.7717462632154575,0.35112705724641713,0.19745222929936307,0.010106402967231785,-22.553342199277875,6261,0.0001333216669646495,0.802547770700637,True,21169,0.03328677303077422,0.7682904411764706,314,-14.90588562432225,0.8451323370880843,0.1534236271925924,-19.367456710886547,0.3402479939599539,0.028754614922126182,252,0.24584902394483962,0.7700058198748727,0.7541509760551603,1.174053290230315,-0.9542117996353515,0.7541509760551603,0.25585122819601913,1.3503854709639433,21231,-13.348516596855017,0.13521423811058808,-17.50385617285417,-0.958387894811783,0.7720948673587081,0.15486766291191564,-16.243944095881332,0.14332972519524115,0.7667325412357386,0.8670119625292472,27430,-0.9629770109559234,0.9962579027742409,0.802547770700637,0.7871470169580472,3.2927947979092163,0.7680020090766139,0.7767023622341569,0.07382452028709537,0.7717462632154575,0.764957410317425,0.00012075269889180291,0.011317762399077278,3.281796072444734,1.278822771194849,0.3478129107843602,0.9970797418868635,6513,0.01263301981915688,3.516033437201481,0.775162827929993,0.03869184707508061,0.305568124881584,0.00012818204291656875,0.2332674587642614,3.79657511802293,0.802547770700637,0.8023523527297542,0.8093366235986694,0.8451323370880843,0.8745575611028916,0.1893229636041115,0.22825373678454247,0.7655680623146129,13.74249192389137,62,3.516033437201481,0.037509570146283894,10.878683754110318,0.2232976377658431,18.10180874511498,0.8700602124904954,0.7762146770472895,0.8451323370880843,3.685187786855976,0.7871470169580472,0.03413888189318548,0.7541509760551603,0.04366355407472262,0.9977603441804088,1,0.7951688575435036,0.09275062292766238,-0.05478943156300082,-1.2824914280405302,-0.059139228201005686,0.027163155316021648,-0.050473074110632926,0.015296343637055426,-0.07127787585929778,-0.01776922958990179,0.09482595116315122,0.23475346020761245,0.027163155316021648,2.852324319777579,-0.06047120557322655,-0.03368138097272983,,,,>=35,,,,,,,,,-0.046490355528776756,-0.08546140425123583,-0.01695840144846674,-8.778358971435832,-13.79465807333948,-0.0591008858605252,-0.02180578015692264,-0.018836499972546994,-0.05887279221858566,-0.05148010481150407,-0.08546140425123583,-0.06540086351049168,-0.05987341763168508,-0.003865371084499851,-0.4968152839524078,0.021708009762139158,-0.0008979928152069716,-0.9761250237110435,-0.019848802229953524,-0.00011768715149265989,-0.08546140425123583,0.04566926002399743,-9.93063621199492,-1.0758012059018536,-0.040029325431589324,-0.06967917100592014,,,,,,0,0,90,78,,
16,bmi:4,15988,0.8222768222768223,0.3454229125496699,0.2956521739130435,0.005942019169647203,-29.375763315961752,2821,0.0002732677113715307,0.7043478260869566,True,13052,0.0217862000161764,0.8157571303477609,115,-19.750780515997914,0.785794111020187,0.12850584865651318,-24.005952136386927,0.3228138843515755,0.016743883942632903,81,0.3879333881000854,0.8205192682466839,0.6120666118999146,1.1691756348816673,-0.9634635444367461,0.6120666118999146,0.3595530919799065,1.6902263397618658,13086,-18.0124913528245,0.09846904636150888,-21.364173970407375,-0.9694900184781944,0.8214285714285714,0.21420588897981305,-22.888128336425186,0.1154589087327122,0.8162394143270371,0.8979822201550065,15873,-0.9743909307517173,0.9963711556640297,0.7043478260869566,0.7633123241818894,3.5629730316921155,0.7266317267268609,0.8281958882461283,0.05369572422936693,0.8222768222768223,0.7213227411245289,0.0002217929033070469,0.007192894671003252,3.443285036043788,1.4968418471023175,0.3343618146918547,0.997401803454073,2902,0.008627751652253442,3.9631737126828295,0.8237642549495267,0.027911784975878703,0.45948214329979253,0.0002496801935792118,0.18376058567296238,4.259663823334042,0.7043478260869566,0.805250148087117,0.8053019072392498,0.785794111020187,0.9049625557110579,0.2951819226261305,0.17772317772317772,0.8165837025749104,11.022499322309569,34,3.9631737126828295,0.02804389233382404,7.326062642089079,0.17180411175387103,14.660530003854024,0.9014123415863808,0.826185263947961,0.785794111020187,4.412683782016706,0.7633123241818894,0.022226393440374304,0.6120666118999146,0.03457365954530939,0.998200022802147,1,0.6129941080569221,0.050245100202205115,-0.23942566751394284,-1.653522755699135,-0.19106534767305092,-0.08217652347942106,-0.09879796988984385,-0.01215656746134123,-0.12589500266708228,-0.09794974199991675,0.01831929728030593,0.1815111333500125,-0.08217652347942106,2.866613200130245,-0.11459470349949524,-0.20405033743954207,,,,4,,,,,,,,,-0.1885747196840225,-0.026123178183338536,-0.007492723636006886,-4.114384215466348,-9.934340275786276,-0.10770231288005883,-0.17571979857513115,-0.009584755171152426,-0.10884337911925712,-0.02656232627542486,-0.026123178183338536,-0.06829865886785447,-0.11136694364365651,0.00013989708240358736,-0.8366561527503302,0.027412154458886395,-0.001337671436945187,-1.7036210188717735,-0.010758907700540294,-0.00025763319589954106,-0.026123178183338536,0.09517613311529644,-6.489357470733964,-1.5388899112129653,-0.07043432003975558,-0.06564445464650048,,,,,,0,0,93,106,,
17,density:4,9396,0.8876827171109201,0.3272550862402029,0.40217391304347827,0.007900344213029202,-13.910137999019211,1045,0.0006798301657203392,0.5978260869565217,True,8259,0.03382915023969497,0.8787515964240102,92,-9.690128602938431,0.6987693757470126,0.17889358153045473,-10.87716363228532,0.2906834831036721,0.028234146753445596,55,0.5095960422539269,0.884166577454234,0.4904039577460732,1.9455418664387656,-0.9345288167718914,0.4904039577460732,0.4530604294656159,2.6806810529398626,8296,-8.306939067744564,0.1161849895569631,-9.288020501538231,-0.9455400192864031,0.8848446147296722,0.30123062425298747,-12.665870630705832,0.14869458732902754,0.8810912212690221,0.933522935449318,9304,-0.9574855135115862,0.993857693675517,0.5978260869565217,0.7427544020337209,4.446702808923242,0.6900780871755067,0.8940303796219029,0.09228187919463086,0.8876827171109201,0.6922800422282624,0.0004732472246226453,0.009791400595998296,4.464576965803341,2.1885572214780797,0.302380837112713,0.9955400192864031,1100,0.011994951333319267,5.3226544622425624,0.889597596252081,0.05,0.5743180495154147,0.0005720823798627002,0.1189087787309779,5.7169537355567535,0.5978260869565217,0.7951559897688087,0.7932287618391793,0.6987693757470126,0.9404517635987428,0.35626069693822404,0.11231728288907997,0.8786917346184913,11.748221906116642,37,5.3226544622425624,0.04352297978763535,8.521537983148967,0.10596962037809704,17.22189088357568,0.9385227272727273,0.8902830991911451,0.6987693757470126,6.209002727018733,0.7427544020337209,0.03788569216557144,0.4904039577460732,0.06458757175418266,0.9968578761557461,1,0.3965797957591098,-0.053273113363303606,-0.3751830228782072,-2.555329591394679,-0.26992325755067603,-0.19389533222876076,-0.16839449823979907,-0.08454423629360816,-0.1842417494236226,-0.1860906664481699,0.010384783782085905,0.11707109408258834,-0.19389533222876076,3.3178010344317785,-0.17813076777347955,-0.3896984459527171,,,,,4,,,,,,,,-0.310237373837864,0.06090155708983591,-0.022971811089818196,-13.819936500546286,-22.01049374465542,-0.17353565418261319,-0.29055570479075327,-0.038519482836007146,-0.17294121436244125,-0.07695005914936641,0.06090155708983591,-0.05820450054954618,-0.17720143501943109,-0.0032273025986622374,-1.827110865928327,0.0455799807683534,4.47520945578983e-06,-3.4999399638738007,-0.04077281990941356,-0.0006641956502483497,0.06090155708983591,0.16002794005728094,-9.050718350455618,-2.996179823435677,-0.10592352792744053,-0.053571309246430054,,,,,,1,0,95,121,95.0,
18,density:2,81923,0.7303232628770273,0.3782769548309925,0.24496644295302014,0.006704580933721539,-38.93009525940238,21932,3.61107767250551e-05,0.7550335570469798,True,59395,0.01696244459112639,0.7266872551054039,596,-26.52303790901971,0.7890639936297089,0.09928583257147888,-36.315096119955875,0.3703999846705579,0.015777380642584535,450,0.2815464116086727,0.729014520147779,0.7184535883913272,0.8433634320440042,-0.9757425740587863,0.7184535883913272,0.33542193629161154,0.9922548494049483,59541,-24.85382978633917,0.0871698923443875,-33.71375663522708,-0.9774424662911886,0.7305030333361815,0.2109360063702912,-29.139586610104026,0.09256443072255542,0.7272588637626548,0.8410283167368302,81327,-0.9790804461981644,0.9971169654627556,0.7550335570469798,0.7426784099620036,2.696062894815278,0.7257444968701567,0.733371224751714,0.039167899730176696,0.7303232628770273,0.7253331346126458,3.263618719332113e-05,0.007275124201994556,2.698139838998481,0.9111650994724918,0.3740762016449073,0.9975479081641222,22382,0.007880964114020396,2.7997726652361723,0.7308552258635198,0.02010544187293361,0.38255972481240286,3.4426115130721314e-05,0.2727411362373464,2.9476043724201824,0.7550335570469798,0.7577885405325097,0.7600236853113614,0.7890639936297089,0.8452373189608763,0.30254415253888894,0.2696767371229727,0.7260377970353955,8.34701718137506,146,2.7997726652361723,0.019453202056086652,7.352423266682002,0.26662877524828604,9.779585981616687,0.8432717153647387,0.7327789509661511,0.7890639936297089,2.869307734447893,0.7426784099620035,0.018306783374065716,0.7184535883913272,0.02203019371799043,0.9979291401505082,1,0.9212113083886686,0.01425780306016608,-0.12109024380252867,-1.1071805446554035,-0.06161582955257542,-0.040644242560092914,-0.015886536817233517,-0.0006727743760000758,-0.028853679880159855,-0.031018954373834146,0.02697984605310316,0.27320776827020493,-0.040644242560092914,2.929913488987738,-0.023366715545115047,-0.12445699954062674,,,,,2,,,,,,,,-0.08218774319260985,-0.029393060792860415,0.001097966641730501,2.72695421804832,2.415242389033427,-0.014793283794051981,-0.09879738008774147,0.002694274450887768,-0.01543706613744722,0.00265768980960944,-0.029393060792860415,-0.02083705131324709,-0.016542280149242194,0.0008866846206366328,-0.13868466239341282,-0.005441887822436209,-0.0010667887853063052,-0.16024497130296078,0.0017845581267786625,-2.0476261253065495e-05,-0.029393060792860415,0.006195582550912404,-1.608413448496627,-0.22683046029910603,-0.010709083289573984,-0.020366232718612154,,,,,,0,0,50,47,,
19,density:3,67868,0.6288124206911995,0.4050851586168563,0.1755379388448471,0.01217150282338384,-30.062591259047224,24864,3.402881284653802e-05,0.8244620611551529,True,42121,0.025736814027984202,0.6291326545647433,883,-17.38539452596298,0.8490044960595069,0.11401987724612161,-27.707589865414164,0.3979036934190553,0.024152834944633137,728,0.20226670010408127,0.6273607387548407,0.7977332998959188,0.5857357007539651,-0.96527310542524,0.7977332998959188,0.27915787454054,0.6567447641890991,42276,-16.49536521441488,0.10005842402709865,-26.359895520196474,-0.967887227685608,0.6313579300996052,0.15099550394049313,-18.646540854923114,0.10598181300389489,0.6251408256158771,0.7677226446529457,66985,-0.9703747436111392,0.9957101855042256,0.8244620611551529,0.7266372409231762,2.1508986773579166,0.7135468226573696,0.6324728543725885,0.05499527856468366,0.6288124206911995,0.7139514464302842,3.2399576309181474e-05,0.013010549890964814,2.1729793899523187,0.6266297284689302,0.40154979023952675,0.9963336171823257,25592,0.013891606541062751,2.221146684623468,0.6314643806420075,0.028446389496717725,0.31356214984052233,3.315886668095049e-05,0.3748591743841229,2.2785116467461686,0.8244620611551529,0.7413605946597275,0.7393230354160681,0.8490044960595069,0.7734227806570846,0.23711315324676824,0.3711875793088005,0.6227657059569929,7.956596919500145,155,2.221146684623468,0.027669584148574327,6.755431986254395,0.3675271456274116,9.468180335445997,0.7710161905895058,0.6339195202451818,0.8490044960595069,2.2973836833882046,0.7266372409231763,0.026443762924750765,0.7977332998959188,0.03055702046250942,0.9968872620845283,1,1.6548648525421992,0.1441755910141602,0.03913064693226488,-0.6193044600706064,0.09570871512300008,0.09669188331657552,0.1576394872059383,0.14740797283804408,0.14325600278537723,0.12172066574491212,0.15326546301805172,0.3770849295691637,0.09669188331657552,3.9240488123520176,0.14922044323972913,0.02641570621518538,,,,,3,,,,,,,,-0.0029080316880183976,-0.0893335632226584,-0.007118415450757174,-5.631510353875971,-4.938618725997177,0.08459756142746033,-0.029799805115860944,-0.007775194182658485,0.08342236458352204,-0.012076354865033292,-0.0893335632226584,-0.004409105440464911,0.08435609022988333,-0.005123957806405722,0.19682542282243642,-0.0322500916083,-2.491071932642086e-05,0.4116790797567278,-0.006742268617740327,-1.839429737454841e-05,-0.0893335632226584,-0.0959224555958641,-1.2970078023259362,0.44226226537490776,0.06110545501421771,0.00033441717668114546,,,,,,0,1,69,34,,34.0
