,description,size,specificity,phi_UB,AUC_UB,sensitivity,tn,F1,sensitivity_UB,specificity_UB,ConfusionMatrix,phi,precision,AUC,pp,sensitivity_LB,tp,specificity_LB,AUC_LB,p,fp,recall,pn,phi_LB,n,fn,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture
34,mean_area:q20-40  mean_concavity:q40-60,31,1.0,0.0,,,31,,,1.0,True,0.0,,,0,,0,0.88781125307763,,0,0,,31,0.0,31,0,q20-40,,,q40-60,,,,,,
35,mean_area:q20-40  mean_concavity:q00-20,31,1.0,0.0,,,31,,,1.0,True,0.0,,,0,,0,0.88781125307763,,0,0,,31,0.0,31,0,q20-40,,,q00-20,,,,,,
36,mean_area:q40-60  mean_concavity:q60-80,22,0.9,1.0,1.0,0.9166666666666666,9,0.9166666666666666,0.9978924067681384,0.9974714214555375,True,0.8166666666666667,0.9166666666666666,0.9083333333333332,12,0.6152038348490562,11,0.5549838829718046,0.7807682660413111,12,1,0.9166666666666666,10,0.4643303492340007,10,1,q40-60,,,q60-80,,,,,,
37,mean_area:q40-60  mean_concavity:q20-40,34,1.0,0.0,,0.0,33,,0.975,1.0,True,0.0,,,0,0.0,0,0.8942371899254208,,1,0,0.0,34,0.0,33,1,q40-60,,,q20-40,,,,,,
38,mean_area:q40-60  mean_concavity:q40-60,26,1.0,0.2749999999999986,0.7959963984540055,0.2,21,0.33333333333333337,0.7164179361180895,1.0,True,0.4098780306383839,1.0,0.6,1,0.005050763379468115,1,0.8389023847809204,0.4040036015459947,5,0,0.2,25,0.0,21,4,q40-60,,,q40-60,,,,,,
39,mean_area:q40-60  mean_concavity:q00-20,26,1.0,0.0,,,26,,,1.0,True,0.0,,,0,,0,0.8677253955022459,,0,0,,26,0.0,26,0,q40-60,,,q00-20,,,,,,
40,mean_area:q60-80  mean_concavity:q80-100,31,0.0,0.0,,1.0,0,0.9836065573770492,1.0,0.975,True,0.0,0.967741935483871,,31,0.8842966917779725,30,0.0,,30,1,1.0,0,0.0,1,0,q60-80,,,q80-100,,,,,,
41,mean_area:q60-80  mean_concavity:q60-80,34,0.8181818181818182,0.8951011009588675,0.9988502032773078,0.9130434782608695,9,0.9130434782608695,0.989290033962079,0.9771688017000408,True,0.7312252964426877,0.9130434782608695,0.8656126482213438,23,0.7196206640905891,21,0.48224414763987544,0.7323750931653797,23,2,0.9130434782608695,11,0.49141227506669005,11,2,q60-80,,,q60-80,,,,,,
42,mean_area:q60-80  mean_concavity:q40-60,31,0.8095238095238095,0.8153372098355113,0.961214206260899,0.8,17,0.7272727272727272,0.9747892736731665,0.9455364318215961,True,0.5849690635808873,0.6666666666666666,0.8047619047619048,12,0.4439045376923585,8,0.5809339588164454,0.6483096032629105,10,4,0.8,19,0.29371039362197937,21,2,q60-80,,,q40-60,,,,,,
43,mean_area:q80-100  mean_fractal_dimension:q00-20,43,0.0,0.0,,1.0,0,0.988235294117647,1.0,0.975,True,0.0,0.9767441860465116,,43,0.9159161450596448,42,0.0,,42,1,1.0,0,0.0,1,0,q80-100,,,,q00-20,,,,,
44,mean_area:q80-100  mean_fractal_dimension:q40-60,29,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,29,0.8805551309302788,29,,,29,0,1.0,0,0.0,0,0,q80-100,,,,q40-60,,,,,
45,mean_area:q00-20  mean_fractal_dimension:q80-100,44,1.0,1.0,1.0,0.5,42,0.6666666666666666,0.987420882906321,1.0,True,0.6988362419217079,1.0,0.75,1,0.01257911709367899,1,0.9159161450596448,0.2600090038649865,2,0,0.5,43,0.0,42,1,q00-20,,,,q80-100,,,,,
46,mean_area:q00-20  mean_fractal_dimension:q40-60,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,q00-20,,,,q40-60,,,,,
47,mean_area:q00-20  mean_fractal_dimension:q60-80,36,1.0,0.0,,,36,,,1.0,True,0.0,,,0,,0,0.9026062440854072,,0,0,,36,0.0,36,0,q00-20,,,,q60-80,,,,,
48,mean_area:q20-40  mean_fractal_dimension:q20-40,32,1.0,0.0,,,32,,,1.0,True,0.0,,,0,,0,0.8911188393205571,,0,0,,32,0.0,32,0,q20-40,,,,q20-40,,,,,
49,mean_area:q20-40  mean_fractal_dimension:q40-60,31,1.0,0.0,,0.0,30,,0.975,1.0,True,0.0,,,0,0.0,0,0.8842966917779725,,1,0,0.0,31,0.0,30,1,q20-40,,,,q40-60,,,,,
50,mean_area:q20-40  mean_fractal_dimension:q60-80,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,q20-40,,,,q60-80,,,,,
51,mean_area:q40-60  mean_fractal_dimension:q00-20,28,1.0,1.0,1.0,0.5,26,0.6666666666666666,0.987420882906321,1.0,True,0.693888666488711,1.0,0.75,1,0.01257911709367899,1,0.8677253955022459,0.2600090038649865,2,0,0.5,27,0.0,26,1,q40-60,,,,q00-20,,,,,
52,mean_area:q40-60  mean_fractal_dimension:q20-40,32,1.0,1.0,,1.0,31,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.88781125307763,,1,0,1.0,31,0.0,31,0,q40-60,,,,q20-40,,,,,
53,mean_area:q60-80  mean_fractal_dimension:q80-100,21,0.5,1.0,1.0,1.0,2,0.9444444444444444,1.0,0.932414013511457,True,0.6688560540599386,0.8947368421052632,0.75,19,0.8049356770312616,17,0.06758598648854298,0.4671035664809571,17,2,1.0,2,0.0,4,0,q60-80,,,,q80-100,,,,,
54,mean_area:q60-80  mean_fractal_dimension:q00-20,31,0.8823529411764706,0.8121395577629298,0.9442888754704072,0.7142857142857143,15,0.7692307692307692,0.9161106816933545,0.9854206831596984,True,0.6095824321285693,0.8333333333333334,0.7983193277310925,12,0.4189647428163384,10,0.6355908378987497,0.6523497799917778,14,2,0.7142857142857143,19,0.431910988145013,17,4,q60-80,,,,q00-20,,,,,
55,mean_area:q60-80  mean_fractal_dimension:q20-40,22,0.8571428571428571,0.9301796827334212,1.0,0.875,12,0.823529411764706,0.9968402764687477,0.9822054845168084,True,0.7163279717599775,0.7777777777777778,0.8660714285714286,9,0.4734903291248362,7,0.5718708390903011,0.7109859040465871,8,2,0.875,13,0.4464364182521267,14,1,q60-80,,,,q20-40,,,,,
56,mean_area:q60-80  mean_fractal_dimension:q60-80,26,1.0,1.0,,1.0,7,1.0,1.0,1.0,True,1.0,1.0,1.0,19,0.823533088192828,19,0.5903836027749514,,19,0,1.0,7,1.0,7,0,q60-80,,,,q60-80,,,,,
57,mean_area:q80-100  mean_perimeter:q80-100,109,0.0,0.0,,1.0,0,0.9953917050691244,1.0,0.975,True,0.0,0.9908256880733946,,109,0.9664204497813456,108,0.0,,108,1,1.0,0,0.0,1,0,q80-100,,,,,q80-100,,,,
58,mean_area:q00-20  mean_perimeter:q00-20,109,1.0,0.0,,0.0,108,,0.975,1.0,True,0.0,,,0,0.0,0,0.9664204497813456,,1,0,0.0,109,0.0,108,1,q00-20,,,,,q00-20,,,,
59,mean_area:q20-40  mean_perimeter:q20-40,102,1.0,0.9334110833204247,1.0,0.5,98,0.6666666666666666,0.932414013511457,1.0,True,0.7,1.0,0.75,2,0.06758598648854298,2,0.9630580129648071,0.4671035664809571,4,0,0.5,100,0.0,98,2,q20-40,,,,,q20-40,,,,
60,mean_area:q40-60  mean_perimeter:q40-60,102,0.9880952380952381,0.949321124403318,0.9824360690473298,0.7777777777777778,83,0.8484848484848485,0.9359079522820022,0.9996986429413853,True,0.8243799259812693,0.9333333333333333,0.8829365079365079,15,0.5236272342636347,14,0.9354480315680546,0.783436946825686,18,1,0.7777777777777778,87,0.74930844596274,84,4,q40-60,,,,,q40-60,,,,
61,mean_area:q60-80  mean_perimeter:q60-80,107,0.8372093023255814,0.857494325918094,0.944459545131467,0.921875,36,0.9076923076923077,0.9741461598321495,0.9319479055384647,True,0.7655090494492337,0.8939393939393939,0.8795421511627907,66,0.8270216709957792,59,0.6929891276350901,0.8146247571941145,64,7,0.921875,41,0.6403766928685084,43,5,q60-80,,,,,q60-80,,,,
62,mean_area:q80-100  mean_radius:q80-100,111,0.0,0.0,,1.0,0,0.9954751131221719,1.0,0.975,True,0.0,0.990990990990991,,111,0.9670208059675449,110,0.0,,110,1,1.0,0,0.0,1,0,q80-100,,,,,,q80-100,,,
63,mean_area:q00-20  mean_radius:q00-20,112,1.0,1.0,1.0,0.5,110,0.6666666666666666,0.987420882906321,1.0,True,0.7039144092114434,1.0,0.75,1,0.01257911709367899,1,0.9670208059675449,0.2600090038649865,2,0,0.5,111,0.0,110,1,q00-20,,,,,,q00-20,,,
64,mean_area:q20-40  mean_radius:q20-40,110,1.0,0.9120458355424114,1.0,0.6666666666666666,104,0.8,0.9567281317071105,1.0,True,0.8087571021725035,1.0,0.8333333333333333,4,0.22277809550354957,4,0.9651516934123259,0.6267349892318128,6,0,0.6666666666666666,106,0.4147209923901276,104,2,q20-40,,,,,,q20-40,,,
65,mean_area:q40-60  mean_radius:q40-60,110,0.9886363636363636,0.9181424266006016,0.9538438308535353,0.7272727272727273,87,0.8205128205128205,0.892710751629603,0.9997123390191408,True,0.7922178413538745,0.9411764705882353,0.8579545454545454,17,0.4977787987335407,16,0.9383062460405893,0.7620652600555555,22,1,0.7272727272727273,93,0.6171684025874365,88,6,q40-60,,,,,,q40-60,,,
66,mean_area:q60-80  mean_radius:q60-80,112,0.8478260869565217,0.8777098725114859,0.9475803264344699,0.9242424242424242,39,0.9104477611940298,0.9749443870832769,0.9365557018749532,True,0.7777247663855393,0.8970588235294118,0.886034255599473,68,0.8319934099362835,61,0.7113089959399508,0.8244881847644757,66,7,0.9242424242424242,44,0.6858585156339307,46,5,q60-80,,,,,,q60-80,,,
67,mean_area:q80-100  mean_smoothness:q80-100,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,q80-100,,,,,,,q80-100,,
68,mean_area:q80-100  mean_smoothness:q20-40,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,q80-100,,,,,,,q20-40,,
69,mean_area:q80-100  mean_smoothness:q60-80,32,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,32,0.8911188393205571,32,,,32,0,1.0,0,0.0,0,0,q80-100,,,,,,,q60-80,,
70,mean_area:q80-100  mean_smoothness:q40-60,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,q80-100,,,,,,,q40-60,,
71,mean_area:q00-20  mean_smoothness:q60-80,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,q00-20,,,,,,,q60-80,,
72,mean_area:q00-20  mean_smoothness:q40-60,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,q00-20,,,,,,,q40-60,,
73,mean_area:q00-20  mean_smoothness:q00-20,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,q00-20,,,,,,,q00-20,,
74,mean_area:q20-40  mean_smoothness:q80-100,22,1.0,1.0,1.0,0.75,18,0.8571428571428571,0.9936905367902901,1.0,True,0.8429272304235247,1.0,0.875,3,0.1941204496832434,3,0.8146980318621477,0.6300045019324932,4,0,0.75,19,0.5491696473652761,18,1,q20-40,,,,,,,q80-100,,
75,mean_area:q20-40  mean_smoothness:q20-40,31,1.0,0.0,,,31,,,1.0,True,0.0,,,0,,0,0.88781125307763,,0,0,,31,0.0,31,0,q20-40,,,,,,,q20-40,,
76,mean_area:q20-40  mean_smoothness:q60-80,20,1.0,1.0,1.0,0.5,18,0.6666666666666666,0.987420882906321,1.0,True,0.6882472016116853,1.0,0.75,1,0.01257911709367899,1,0.8146980318621477,0.2600090038649865,2,0,0.5,19,0.0,18,1,q20-40,,,,,,,q60-80,,
77,mean_area:q20-40  mean_smoothness:q00-20,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,q20-40,,,,,,,q00-20,,
78,mean_area:q40-60  mean_smoothness:q80-100,20,0.875,1.0,1.0,0.9166666666666666,7,0.9166666666666666,0.9978924067681384,0.9968402764687477,True,0.7916666666666666,0.9166666666666666,0.8958333333333333,12,0.6152038348490562,11,0.4734903291248362,0.7486093615766276,12,1,0.9166666666666666,8,0.529933284649914,8,1,q40-60,,,,,,,q80-100,,
79,mean_area:q40-60  mean_smoothness:q20-40,23,1.0,1.0,1.0,0.5,21,0.6666666666666666,0.987420882906321,1.0,True,0.6908492797077574,1.0,0.75,1,0.01257911709367899,1,0.8389023847809204,0.2600090038649865,2,0,0.5,22,0.0,21,1,q40-60,,,,,,,q20-40,,
80,mean_area:q40-60  mean_smoothness:q40-60,21,1.0,1.0,0.9933273307566757,0.3333333333333333,18,0.5,0.9057006759492866,1.0,True,0.5477225575051662,1.0,0.6666666666666666,1,0.008403758659612647,1,0.8146980318621477,0.34000600257665775,3,0,0.3333333333333333,20,0.0,18,2,q40-60,,,,,,,q40-60,,
81,mean_area:q40-60  mean_smoothness:q00-20,36,1.0,0.0,,0.0,35,,0.975,1.0,True,0.0,,,0,0.0,0,0.8999675644278913,,1,0,0.0,36,0.0,35,1,q40-60,,,,,,,q00-20,,
82,mean_area:q60-80  mean_smoothness:q80-100,27,1.0,1.0,,1.0,4,1.0,1.0,1.0,True,1.0,1.0,1.0,23,0.8518148710847749,23,0.3976353643835142,,23,0,1.0,4,1.0,4,0,q60-80,,,,,,,q80-100,,
83,mean_area:q60-80  mean_smoothness:q20-40,22,1.0,1.0,1.0,0.875,14,0.9333333333333333,0.9968402764687477,1.0,True,0.903696114115064,1.0,0.9375,7,0.4734903291248362,7,0.7683642383498855,0.8150022509662467,8,0,0.875,15,0.7174300539794393,14,1,q60-80,,,,,,,q20-40,,
84,mean_area:q60-80  mean_smoothness:q40-60,28,0.75,0.8586458992433247,0.9653807124448708,0.875,9,0.8484848484848485,0.9844863961845862,0.9451393554720076,True,0.6333004963811236,0.8235294117647058,0.8125,17,0.6165237631507436,14,0.4281415381219003,0.659619287555129,16,3,0.875,11,0.36179517260213534,12,2,q60-80,,,,,,,q40-60,,
85,mean_area:q80-100  mean_symmetry:q80-100,30,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,30,0.8842966917779725,30,,,30,0,1.0,0,0.0,0,0,q80-100,,,,,,,,q80-100,
86,mean_area:q80-100  mean_symmetry:q40-60,34,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,34,0.8971820757409873,34,,,34,0,1.0,0,0.0,0,0,q80-100,,,,,,,,q40-60,
87,mean_area:q80-100  mean_symmetry:q60-80,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,q80-100,,,,,,,,q60-80,
88,mean_area:q00-20  mean_symmetry:q80-100,27,1.0,1.0,,1.0,25,1.0,1.0,1.0,True,1.0,1.0,1.0,2,0.15811388300839305,2,0.8628148284692875,,2,0,1.0,25,0.0,25,0,q00-20,,,,,,,,q80-100,
89,mean_area:q00-20  mean_symmetry:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,q00-20,,,,,,,,q00-20,
90,mean_area:q00-20  mean_symmetry:q60-80,25,1.0,0.0,,0.0,24,,0.975,1.0,True,0.0,,,0,0.0,0,0.8575264022774187,,1,0,0.0,25,0.0,24,1,q00-20,,,,,,,,q60-80,
91,mean_area:q00-20  mean_symmetry:q20-40,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,q00-20,,,,,,,,q20-40,
92,mean_area:q20-40  mean_symmetry:q00-20,26,1.0,0.0,,,26,,,1.0,True,0.0,,,0,,0,0.8677253955022459,,0,0,,26,0.0,26,0,q20-40,,,,,,,,q00-20,
93,mean_area:q20-40  mean_symmetry:q60-80,24,1.0,1.0,,1.0,23,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8518148710847749,,1,0,1.0,23,0.0,23,0,q20-40,,,,,,,,q60-80,
94,mean_area:q20-40  mean_symmetry:q20-40,30,1.0,0.0,,0.0,29,,0.975,1.0,True,0.0,,,0,0.0,0,0.8805551309302788,,1,0,0.0,30,0.0,29,1,q20-40,,,,,,,,q20-40,
95,mean_area:q40-60  mean_symmetry:q40-60,24,1.0,0.8533499255326623,0.9400455838177655,0.4,19,0.5714285714285715,0.8533672003653274,1.0,True,0.5877538136452587,1.0,0.7,2,0.05274495052631566,2,0.823533088192828,0.4599544161822345,5,0,0.4,22,0.0,19,3,q40-60,,,,,,,,q40-60,
96,mean_area:q40-60  mean_symmetry:q00-20,32,1.0,0.0,,0.0,31,,0.975,1.0,True,0.0,,,0,0.0,0,0.88781125307763,,1,0,0.0,32,0.0,31,1,q40-60,,,,,,,,q00-20,
97,mean_area:q40-60  mean_symmetry:q20-40,31,1.0,1.0,1.0,0.75,27,0.8571428571428571,0.9936905367902901,1.0,True,0.8504200642707612,1.0,0.875,3,0.1941204496832434,3,0.8722971323845661,0.6300045019324932,4,0,0.75,28,0.5646098204037939,27,1,q40-60,,,,,,,,q20-40,
98,mean_area:q60-80  mean_symmetry:q80-100,26,0.6666666666666666,1.0,1.0,0.9565217391304348,2,0.9565217391304348,0.9988998313695493,0.9915962413403874,True,0.6231884057971014,0.9565217391304348,0.8115942028985508,23,0.7805133925465195,22,0.09429932405071303,0.48216648140412877,23,1,0.9565217391304348,3,0.0,3,1,q60-80,,,,,,,,q80-100,
99,mean_area:q60-80  mean_symmetry:q40-60,20,0.6,0.7550971343993479,0.9376522649024772,0.9,6,0.7826086956521738,0.9974714214555375,0.8784477418801728,True,0.5241424183609591,0.6923076923076923,0.75,13,0.5549838829718046,9,0.2623780766069451,0.5623477350975228,10,4,0.9,7,0.14754448369750617,10,1,q60-80,,,,,,,,q40-60,
100,mean_area:q60-80  mean_symmetry:q60-80,30,1.0,1.0,1.0,0.9523809523809523,9,0.975609756097561,0.9987951165516293,1.0,True,0.9258200997725514,1.0,0.9761904761904762,20,0.761840090063179,20,0.6637328831200571,0.9295246670347602,21,0,0.9523809523809523,10,0.7600917505902837,9,1,q60-80,,,,,,,,q60-80,
101,mean_area:q80-100  mean_texture:q60-80,38,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,38,0.9074872385841217,38,,,38,0,1.0,0,0.0,0,0,q80-100,,,,,,,,,q60-80
