,description,size,specificity,phi_UB,AUC_UB,sensitivity,tn,F1,sensitivity_UB,specificity_UB,ConfusionMatrix,phi,precision,AUC,pp,sensitivity_LB,tp,specificity_LB,AUC_LB,p,fp,recall,pn,phi_LB,n,fn,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture
102,mean_area:q80-100  mean_texture:q80-100,40,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,40,0.9119026971211966,40,,,40,0,1.0,0,0.0,0,0,q80-100,,,,,,,,,q80-100
103,mean_area:q00-20  mean_texture:q00-20,37,1.0,0.0,,,37,,,1.0,True,0.0,,,0,,0,0.9051094125850101,,0,0,,37,0.0,37,0,q00-20,,,,,,,,,q00-20
104,mean_area:q00-20  mean_texture:q20-40,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,q00-20,,,,,,,,,q20-40
105,mean_area:q00-20  mean_texture:q40-60,26,1.0,1.0,,1.0,25,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8628148284692875,,1,0,1.0,25,0.0,25,0,q00-20,,,,,,,,,q40-60
106,mean_area:q20-40  mean_texture:q00-20,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,q20-40,,,,,,,,,q00-20
107,mean_area:q20-40  mean_texture:q20-40,29,1.0,1.0,1.0,0.5,27,0.6666666666666666,0.987420882906321,1.0,True,0.6943650748294136,1.0,0.75,1,0.01257911709367899,1,0.8722971323845661,0.2600090038649865,2,0,0.5,28,0.0,27,1,q20-40,,,,,,,,,q20-40
108,mean_area:q20-40  mean_texture:q40-60,29,1.0,1.0,1.0,0.5,27,0.6666666666666666,0.987420882906321,1.0,True,0.6943650748294136,1.0,0.75,1,0.01257911709367899,1,0.8722971323845661,0.2600090038649865,2,0,0.5,28,0.0,27,1,q20-40,,,,,,,,,q40-60
109,mean_area:q40-60  mean_texture:q00-20,22,1.0,1.0,,1.0,21,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8389023847809204,,1,0,1.0,21,0.0,21,0,q40-60,,,,,,,,,q00-20
110,mean_area:q40-60  mean_texture:q20-40,33,0.9666666666666667,1.0,0.9782899044417341,0.3333333333333333,29,0.4,0.9057006759492866,0.9991564290733507,True,0.3614486980061245,0.5,0.6499999999999999,2,0.008403758659612647,1,0.8278305443665871,0.32171009555826585,3,1,0.3333333333333333,31,-0.09589166144230385,30,2,q40-60,,,,,,,,,q20-40
111,mean_area:q40-60  mean_texture:q60-80,21,1.0,1.0,1.0,0.7777777777777778,12,0.8750000000000001,0.9718550265221126,1.0,True,0.816496580927726,1.0,0.8888888888888888,7,0.3999064262836879,7,0.7353515306029488,0.744845075507327,9,0,0.7777777777777778,14,0.5846737032582008,12,2,q40-60,,,,,,,,,q60-80
112,mean_area:q60-80  mean_texture:q00-20,20,0.7647058823529411,0.8263101508703806,0.9862757447694392,1.0,13,0.6,1.0,0.9318922595626461,True,0.5724780279075999,0.42857142857142855,0.8823529411764706,7,0.2924017738212867,3,0.50100672679542,0.7784301375835019,3,4,1.0,13,0.19732000705753397,17,0,q60-80,,,,,,,,,q00-20
113,mean_area:q60-80  mean_texture:q60-80,25,1.0,1.0,1.0,0.9545454545454546,3,0.9767441860465117,0.9988498524734183,1.0,True,0.8461141122266493,1.0,0.9772727272727273,21,0.771555602332364,21,0.2924017738212867,0.9327280912604531,22,0,0.9545454545454546,4,0.4007588288346111,3,1,q60-80,,,,,,,,,q60-80
114,mean_area:q60-80  mean_texture:q80-100,29,1.0,0.9375830779813747,0.9922362812859549,0.8260869565217391,6,0.9047619047619047,0.9504923546942066,1.0,True,0.7040256912308268,1.0,0.9130434782608696,19,0.6121881100455007,19,0.5407418735600996,0.8338506752357844,23,0,0.8260869565217391,10,0.4236613299177587,6,4,q60-80,,,,,,,,,q80-100
115,mean_area:q60-80  mean_texture:q40-60,21,0.6666666666666666,1.0,0.9966636653783378,1.0,6,0.888888888888889,1.0,0.9251453685803117,True,0.7302967433402214,0.8,0.8333333333333334,15,0.7353515306029488,12,0.2992950562085404,0.6700030012883289,12,3,1.0,6,0.5083553606789977,9,0,q60-80,,,,,,,,,q40-60
116,mean_compactness:q80-100  mean_concave_points:q80-100,78,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,77,0.9532219318395959,77,0.025000000000000022,,77,0,1.0,1,0.0,1,0,,q80-100,q80-100,,,,,,,
117,mean_compactness:q80-100  mean_concave_points:q60-80,32,0.7857142857142857,0.955682527837834,0.9891845342689547,0.9444444444444444,11,0.8947368421052632,0.998594443832626,0.9534207121102133,True,0.7481900559272088,0.85,0.865079365079365,20,0.7270564003267911,17,0.4920243229515283,0.7409741958897755,18,3,0.9444444444444444,12,0.4891084833815602,14,1,,q80-100,q60-80,,,,,,,
118,mean_compactness:q20-40  mean_concave_points:q40-60,33,0.9629629629629629,1.0,1.0,0.8333333333333334,26,0.8333333333333334,0.9957892554855104,0.9990627429080411,True,0.7962962962962963,0.8333333333333334,0.8981481481481483,6,0.3587654210025136,5,0.8102943825869554,0.7308335639800004,6,1,0.8333333333333334,27,0.42962962962963,27,1,,q20-40,q40-60,,,,,,,
119,mean_compactness:q20-40  mean_concave_points:q20-40,45,0.9767441860465116,1.0,1.0,0.5,42,0.5,0.987420882906321,0.9994113870683573,True,0.47674418604651164,0.5,0.7383720930232558,2,0.01257911709367899,1,0.8771095172986585,0.24785137673772845,2,1,0.5,43,-0.049989653164597254,43,1,,q20-40,q20-40,,,,,,,
120,mean_compactness:q20-40  mean_concave_points:q00-20,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,,q20-40,q00-20,,,,,,,
121,mean_compactness:q60-80  mean_concave_points:q80-100,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,,q60-80,q80-100,,,,,,,
122,mean_compactness:q60-80  mean_concave_points:q60-80,48,0.9090909090909091,0.8813183972168311,1.0,0.8918918918918919,10,0.9295774647887325,0.9697480349312504,0.9977010277861846,True,0.7406566373526989,0.9705882352941176,0.9004914004914005,34,0.7458240639225211,33,0.5872200830116173,0.7979775230505766,37,1,0.8918918918918919,14,0.3805032206133839,11,4,,q60-80,q60-80,,,,,,,
123,mean_compactness:q60-80  mean_concave_points:q40-60,31,1.0,1.0,,1.0,30,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8842966917779725,,1,0,1.0,30,0.0,30,0,,q60-80,q40-60,,,,,,,
124,mean_compactness:q40-60  mean_concave_points:q60-80,27,0.7142857142857143,0.8586491925897715,1.0,0.9,5,0.9,0.9876514728297041,0.9633074338239144,True,0.6142857142857143,0.9,0.8071428571428572,20,0.6830172859809209,18,0.2904208637373425,0.6142320950422431,20,2,0.9,7,0.25413746044235397,7,2,,q40-60,q60-80,,,,,,,
125,mean_compactness:q40-60  mean_concave_points:q40-60,40,0.9722222222222222,1.0,1.0,1.0,35,0.888888888888889,1.0,0.9992969747940645,True,0.8819171036881969,0.8,0.986111111111111,5,0.3976353643835142,4,0.8547107352531463,0.9588893891036104,4,1,1.0,35,0.5984175928025852,36,0,,q40-60,q40-60,,,,,,,
126,mean_compactness:q40-60  mean_concave_points:q20-40,33,1.0,0.0,,,33,,,1.0,True,0.0,,,0,,0,0.8942371899254208,,0,0,,33,0.0,33,0,,q40-60,q20-40,,,,,,,
127,mean_compactness:q00-20  mean_concave_points:q20-40,28,1.0,0.0,,0.0,26,,0.841886116991607,1.0,True,0.0,,,0,0.0,0,0.8677253955022459,,2,0,0.0,28,0.0,26,2,,q00-20,q20-40,,,,,,,
128,mean_compactness:q00-20  mean_concave_points:q00-20,78,1.0,0.0,,,78,,,1.0,True,0.0,,,0,,0,0.9538075796719513,,0,0,,78,0.0,78,0,,q00-20,q00-20,,,,,,,
129,mean_compactness:q80-100  mean_concavity:q80-100,90,0.8,1.0,1.0,0.9882352941176471,4,0.9882352941176471,0.9997021877905713,0.9949492366205319,True,0.788235294117647,0.9882352941176471,0.8941176470588237,85,0.9361871214464283,84,0.28358206388191054,0.6977824473174522,85,1,0.9882352941176471,5,0.2841454493100963,5,1,,q80-100,,q80-100,,,,,,
130,mean_compactness:q20-40  mean_concavity:q20-40,58,0.9814814814814815,1.0,1.0,0.75,53,0.75,0.9936905367902901,0.9995312615960904,True,0.7314814814814815,0.75,0.8657407407407407,4,0.1941204496832434,3,0.9010848404921487,0.6200740208727398,4,1,0.75,54,0.0,54,1,,q20-40,,q20-40,,,,,,
131,mean_compactness:q20-40  mean_concavity:q40-60,29,0.9523809523809523,1.0,1.0,0.75,20,0.7999999999999999,0.9681459737500557,0.9987951165516293,True,0.7336129786704408,0.8571428571428571,0.8511904761904762,7,0.34914420558717574,6,0.761840090063179,0.6841522998743415,8,1,0.75,22,0.4683002392838239,21,2,,q20-40,,q40-60,,,,,,
132,mean_compactness:q20-40  mean_concavity:q00-20,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,,q20-40,,q00-20,,,,,,
133,mean_compactness:q60-80  mean_concavity:q60-80,66,0.9473684210526315,0.9357388954437915,1.0,0.9361702127659575,18,0.9565217391304347,0.9866382305031185,0.9986683711958152,True,0.8588856950285798,0.9777777777777777,0.9417693169092946,45,0.8246075699870766,44,0.7397193458047858,0.8792566297159823,47,1,0.9361702127659575,21,0.7201127110074823,19,3,,q60-80,,q60-80,,,,,,
134,mean_compactness:q60-80  mean_concavity:q40-60,24,1.0,0.0,,0.0,23,,0.975,1.0,True,0.0,,,0,0.0,0,0.8518148710847749,,1,0,0.0,24,0.0,23,1,,q60-80,,q40-60,,,,,,
135,mean_compactness:q40-60  mean_concavity:q60-80,28,1.0,1.0,1.0,0.9523809523809523,7,0.975609756097561,0.9987951165516293,1.0,True,0.9128709291752769,1.0,0.9761904761904762,20,0.761840090063179,20,0.5903836027749514,0.9295246670347604,21,0,0.9523809523809523,8,0.8114875312478839,7,1,,q40-60,,q60-80,,,,,,
136,mean_compactness:q40-60  mean_concavity:q20-40,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,,q40-60,,q20-40,,,,,,
137,mean_compactness:q40-60  mean_concavity:q40-60,51,0.9318181818181818,0.8977461395703245,1.0,0.8571428571428571,41,0.75,0.9963897031380992,0.985712331573034,True,0.7121721978089965,0.6666666666666666,0.8944805194805197,9,0.42127680295680187,6,0.8134379899279777,0.74950386270986,7,3,0.8571428571428571,42,0.46855374106463576,44,1,,q40-60,,q40-60,,,,,,
138,mean_compactness:q00-20  mean_concavity:q20-40,27,1.0,1.0,1.0,0.5,25,0.6666666666666666,0.987420882906321,1.0,True,0.6933752452815364,1.0,0.75,1,0.01257911709367899,1,0.8628148284692875,0.2600090038649865,2,0,0.5,26,0.0,25,1,,q00-20,,q20-40,,,,,,
139,mean_compactness:q00-20  mean_concavity:q00-20,82,1.0,0.0,,0.0,81,,0.975,1.0,True,0.0,,,0,0.0,0,0.9554797375436782,,1,0,0.0,82,0.0,81,1,,q00-20,,q00-20,,,,,,
140,mean_compactness:q80-100  mean_fractal_dimension:q80-100,59,0.8,0.9566416380268449,0.9957421654396327,0.9772727272727273,12,0.9555555555555557,0.9994247607865843,0.956687994894164,True,0.8165726041680399,0.9347826086956522,0.8886363636363638,46,0.8797584177935348,43,0.519108866193147,0.7815305618330947,44,3,0.9772727272727273,13,0.7178244302583482,15,1,,q80-100,,,q80-100,,,,,
141,mean_compactness:q80-100  mean_fractal_dimension:q40-60,21,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,21,0.8389023847809204,21,,,21,0,1.0,0,0.0,0,0,,q80-100,,,q40-60,,,,,
142,mean_compactness:q80-100  mean_fractal_dimension:q60-80,23,1.0,1.0,,1.0,2,1.0,1.0,1.0,True,1.0,1.0,1.0,21,0.8389023847809204,21,0.15811388300839305,,21,0,1.0,2,1.0,2,0,,q80-100,,,q60-80,,,,,
143,mean_compactness:q20-40  mean_fractal_dimension:q00-20,27,0.8823529411764706,0.9219544457292888,0.9938325880005473,0.8,15,0.8000000000000002,0.9747892736731665,0.9854206831596984,True,0.6823529411764706,0.8,0.8411764705882352,10,0.4439045376923585,8,0.6355908378987497,0.6885203531759235,10,2,0.8,17,0.5051557438621127,17,2,,q20-40,,,q00-20,,,,,
144,mean_compactness:q20-40  mean_fractal_dimension:q20-40,33,1.0,1.0,,1.0,31,1.0,1.0,1.0,True,1.0,1.0,1.0,2,0.15811388300839305,2,0.88781125307763,,2,0,1.0,31,0.0,31,0,,q20-40,,,q20-40,,,,,
145,mean_compactness:q20-40  mean_fractal_dimension:q40-60,28,1.0,0.0,,0.0,27,,0.975,1.0,True,0.0,,,0,0.0,0,0.8722971323845661,,1,0,0.0,28,0.0,27,1,,q20-40,,,q40-60,,,,,
146,mean_compactness:q20-40  mean_fractal_dimension:q60-80,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,,q20-40,,,q60-80,,,,,
147,mean_compactness:q60-80  mean_fractal_dimension:q80-100,24,1.0,1.0,1.0,0.75,20,0.8571428571428571,0.9936905367902901,1.0,True,0.8451542547285166,1.0,0.875,3,0.1941204496832434,3,0.8315665290169145,0.6300045019324932,4,0,0.75,21,0.6362562100157296,20,1,,q60-80,,,q80-100,,,,,
148,mean_compactness:q60-80  mean_fractal_dimension:q00-20,21,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,21,0.8389023847809204,21,,,21,0,1.0,0,0.0,0,0,,q60-80,,,q00-20,,,,,
149,mean_compactness:q60-80  mean_fractal_dimension:q40-60,24,0.8888888888888888,1.0,1.0,0.9333333333333333,8,0.9333333333333333,0.9983135697586446,0.9971908632534002,True,0.8222222222222222,0.9333333333333333,0.911111111111111,15,0.6805154334216966,14,0.5175034850830056,0.7841282698946401,15,1,0.9333333333333333,9,0.6408006498292196,9,1,,q60-80,,,q40-60,,,,,
150,mean_compactness:q60-80  mean_fractal_dimension:q60-80,28,1.0,1.0,1.0,0.9,18,0.9473684210526316,0.9974714214555375,1.0,True,0.9233805168766386,1.0,0.95,9,0.5549838829718046,9,0.8146980318621477,0.8520018007729973,10,0,0.9,19,0.8388704928078611,18,1,,q60-80,,,q60-80,,,,,
151,mean_compactness:q40-60  mean_fractal_dimension:q00-20,25,0.75,1.0,1.0,0.9523809523809523,3,0.9523809523809523,0.9987951165516293,0.9936905367902901,True,0.7023809523809523,0.9523809523809523,0.8511904761904762,21,0.761840090063179,20,0.1941204496832434,0.6017902119213633,21,1,0.9523809523809523,4,0.2500004117256164,4,1,,q40-60,,,q00-20,,,,,
152,mean_compactness:q40-60  mean_fractal_dimension:q20-40,20,0.8666666666666667,1.0,1.0,1.0,13,0.8333333333333333,1.0,0.9834240865599164,True,0.7867957924694432,0.7142857142857143,0.9333333333333333,7,0.4781762498950186,5,0.5953973033966279,0.8443006438943755,5,2,1.0,13,0.5724780279075999,15,0,,q40-60,,,q20-40,,,,,
153,mean_compactness:q40-60  mean_fractal_dimension:q40-60,21,1.0,1.0,1.0,0.75,17,0.8571428571428571,0.9936905367902901,1.0,True,0.8416254115301732,1.0,0.875,3,0.1941204496832434,3,0.8049356770312616,0.6300045019324931,4,0,0.75,18,0.41857894516247907,17,1,,q40-60,,,q40-60,,,,,
154,mean_compactness:q40-60  mean_fractal_dimension:q60-80,29,1.0,1.0,,1.0,27,1.0,1.0,1.0,True,1.0,1.0,1.0,2,0.15811388300839305,2,0.8722971323845661,,2,0,1.0,27,0.0,27,0,,q40-60,,,q60-80,,,,,
155,mean_compactness:q00-20  mean_fractal_dimension:q00-20,38,1.0,1.0,1.0,0.5,34,0.6666666666666666,0.932414013511457,1.0,True,0.6871842709362768,1.0,0.75,2,0.06758598648854298,2,0.8971820757409873,0.4671035664809571,4,0,0.5,36,0.0,34,2,,q00-20,,,q00-20,,,,,
156,mean_compactness:q00-20  mean_fractal_dimension:q20-40,38,1.0,0.0,,,38,,,1.0,True,0.0,,,0,,0,0.9074872385841217,,0,0,,38,0.0,38,0,,q00-20,,,q20-40,,,,,
157,mean_compactness:q80-100  mean_perimeter:q80-100,51,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,51,0.9302229692504608,51,,,51,0,1.0,0,0.0,0,0,,q80-100,,,,q80-100,,,,
158,mean_compactness:q80-100  mean_perimeter:q60-80,36,0.6,1.0,1.0,1.0,3,0.96875,1.0,0.9472550494736843,True,0.7507571935295484,0.9393939393939394,0.8,33,0.88781125307763,31,0.14663279963467257,0.5599544161822343,31,2,1.0,3,0.30514048286930795,5,0,,q80-100,,,,q60-80,,,,
159,mean_compactness:q20-40  mean_perimeter:q20-40,32,1.0,0.0,,,32,,,1.0,True,0.0,,,0,,0,0.8911188393205571,,0,0,,32,0.0,32,0,,q20-40,,,,q20-40,,,,
160,mean_compactness:q20-40  mean_perimeter:q40-60,30,1.0,1.0,0.9933273307566757,0.3333333333333333,27,0.5,0.9057006759492866,1.0,True,0.5570860145311556,1.0,0.6666666666666666,1,0.008403758659612647,1,0.8722971323845661,0.34000600257665764,3,0,0.3333333333333333,29,0.0,27,2,,q20-40,,,,q40-60,,,,
161,mean_compactness:q20-40  mean_perimeter:q00-20,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,,q20-40,,,,q00-20,,,,
162,mean_compactness:q60-80  mean_perimeter:q80-100,38,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,38,0.9074872385841217,38,,,38,0,1.0,0,0.0,0,0,,q60-80,,,,q80-100,,,,
163,mean_compactness:q60-80  mean_perimeter:q40-60,21,1.0,1.0,1.0,0.8333333333333334,15,0.9090909090909091,0.9957892554855104,1.0,True,0.8838834764831843,1.0,0.9166666666666667,5,0.3587654210025136,5,0.7819806390891612,0.753336334621662,6,0,0.8333333333333334,16,0.6771835039644438,15,1,,q60-80,,,,q40-60,,,,
164,mean_compactness:q60-80  mean_perimeter:q60-80,28,0.9,0.9444508747355629,1.0,0.8888888888888888,9,0.9142857142857143,0.9862487843356355,0.9974714214555375,True,0.7739827625318122,0.9411764705882353,0.8944444444444444,17,0.6528795613909625,16,0.5549838829718046,0.7712246897834019,18,1,0.8888888888888888,11,0.5633760926030938,10,2,,q60-80,,,,q60-80,,,,
165,mean_compactness:q40-60  mean_perimeter:q20-40,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,,q40-60,,,,q20-40,,,,
166,mean_compactness:q40-60  mean_perimeter:q40-60,22,1.0,1.0,1.0,0.5,20,0.6666666666666666,0.987420882906321,1.0,True,0.6900655593423543,1.0,0.75,1,0.01257911709367899,1,0.8315665290169145,0.2600090038649865,2,0,0.5,21,0.0,20,1,,q40-60,,,,q40-60,,,,
167,mean_compactness:q40-60  mean_perimeter:q60-80,25,0.7692307692307693,0.9196699815215256,0.987433242450068,0.9166666666666666,10,0.8461538461538461,0.9978924067681384,0.9496189265086185,True,0.690336947848731,0.7857142857142857,0.8429487179487177,14,0.6152038348490562,11,0.46186846076595905,0.6984641934473677,12,3,0.9166666666666666,11,0.48413461538461544,13,1,,q40-60,,,,q60-80,,,,
168,mean_compactness:q40-60  mean_perimeter:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,,q40-60,,,,q00-20,,,,
169,mean_compactness:q00-20  mean_perimeter:q20-40,35,1.0,0.0,,0.0,33,,0.841886116991607,1.0,True,0.0,,,0,0.0,0,0.8942371899254208,,2,0,0.0,35,0.0,33,2,,q00-20,,,,q20-40,,,,
170,mean_compactness:q00-20  mean_perimeter:q40-60,27,1.0,0.0,,,27,,,1.0,True,0.0,,,0,,0,0.8722971323845661,,0,0,,27,0.0,27,0,,q00-20,,,,q40-60,,,,
171,mean_compactness:q00-20  mean_perimeter:q00-20,44,1.0,0.0,,,44,,,1.0,True,0.0,,,0,,0,0.9195800602362292,,0,0,,44,0.0,44,0,,q00-20,,,,q00-20,,,,
172,mean_compactness:q80-100  mean_radius:q80-100,49,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,49,0.9274807363356677,49,,,49,0,1.0,0,0.0,0,0,,q80-100,,,,,q80-100,,,
173,mean_compactness:q80-100  mean_radius:q60-80,35,0.6,1.0,1.0,1.0,3,0.967741935483871,1.0,0.9472550494736843,True,0.75,0.9375,0.8,32,0.8842966917779725,30,0.14663279963467257,0.5599544161822343,30,2,1.0,3,0.3569653238400652,5,0,,q80-100,,,,,q60-80,,,
174,mean_compactness:q20-40  mean_radius:q20-40,33,1.0,0.0,,,33,,,1.0,True,0.0,,,0,,0,0.8942371899254208,,0,0,,33,0.0,33,0,,q20-40,,,,,q20-40,,,
175,mean_compactness:q20-40  mean_radius:q40-60,31,1.0,1.0,0.9933273307566757,0.3333333333333333,28,0.5,0.9057006759492866,1.0,True,0.5577733510227171,1.0,0.6666666666666666,1,0.008403758659612647,1,0.8765638814997305,0.34000600257665775,3,0,0.3333333333333333,30,0.0,28,2,,q20-40,,,,,q40-60,,,
176,mean_compactness:q20-40  mean_radius:q00-20,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,,q20-40,,,,,q00-20,,,
177,mean_compactness:q60-80  mean_radius:q80-100,39,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,39,0.9097488990396657,39,,,39,0,1.0,0,0.0,0,0,,q60-80,,,,,q80-100,,,
178,mean_compactness:q60-80  mean_radius:q60-80,26,0.9,1.0,1.0,0.9375,9,0.9375,0.9984188882772308,0.9974714214555375,True,0.8375,0.9375,0.9187500000000001,16,0.697679261565439,15,0.5549838829718046,0.8031858546896167,16,1,0.9375,10,0.6936126248791237,10,1,,q60-80,,,,,q60-80,,,
179,mean_compactness:q40-60  mean_radius:q20-40,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,,q40-60,,,,,q20-40,,,
180,mean_compactness:q40-60  mean_radius:q40-60,22,1.0,1.0,1.0,0.5,20,0.6666666666666666,0.987420882906321,1.0,True,0.6900655593423543,1.0,0.75,1,0.01257911709367899,1,0.8315665290169145,0.2600090038649865,2,0,0.5,21,0.0,20,1,,q40-60,,,,,q40-60,,,
181,mean_compactness:q40-60  mean_radius:q60-80,25,0.7692307692307693,0.9225998461903602,0.987433242450068,0.9166666666666666,10,0.8461538461538461,0.9978924067681384,0.9496189265086185,True,0.690336947848731,0.7857142857142857,0.8429487179487177,14,0.6152038348490562,11,0.46186846076595905,0.6984641934473677,12,3,0.9166666666666666,11,0.4385601370953692,13,1,,q40-60,,,,,q60-80,,,
182,mean_compactness:q40-60  mean_radius:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,,q40-60,,,,,q00-20,,,
183,mean_compactness:q00-20  mean_radius:q20-40,32,1.0,0.0,,0.0,31,,0.975,1.0,True,0.0,,,0,0.0,0,0.88781125307763,,1,0,0.0,32,0.0,31,1,,q00-20,,,,,q20-40,,,
184,mean_compactness:q00-20  mean_radius:q40-60,28,1.0,0.0,,0.0,27,,0.975,1.0,True,0.0,,,0,0.0,0,0.8722971323845661,,1,0,0.0,28,0.0,27,1,,q00-20,,,,,q40-60,,,
185,mean_compactness:q00-20  mean_radius:q00-20,42,1.0,0.0,,,42,,,1.0,True,0.0,,,0,,0,0.9159161450596448,,0,0,,42,0.0,42,0,,q00-20,,,,,q00-20,,,
186,mean_compactness:q80-100  mean_smoothness:q80-100,63,0.8333333333333334,1.0,1.0,0.9824561403508771,5,0.9824561403508771,0.9995559265598044,0.9957892554855104,True,0.8157894736842105,0.9824561403508771,0.9078947368421053,57,0.9060831581080891,56,0.3587654210025136,0.7436620204047906,57,1,0.9824561403508771,6,0.23499833175585666,6,1,,q80-100,,,,,,q80-100,,
187,mean_compactness:q80-100  mean_smoothness:q60-80,32,0.75,1.0,1.0,1.0,3,0.9824561403508771,1.0,0.9936905367902901,True,0.8509629433967631,0.9655172413793104,0.875,29,0.8765638814997305,28,0.1941204496832434,0.6300045019324932,28,1,1.0,3,0.65041219597369,4,0,,q80-100,,,,,,q60-80,,
188,mean_compactness:q20-40  mean_smoothness:q20-40,39,1.0,1.0,1.0,0.8571428571428571,32,0.923076923076923,0.9963897031380992,1.0,True,0.9116846116771036,1.0,0.9285714285714286,6,0.42127680295680187,6,0.8911188393205571,0.7885740011042819,7,0,0.8571428571428571,33,0.7740300126838504,32,1,,q20-40,,,,,,q20-40,,
189,mean_compactness:q20-40  mean_smoothness:q60-80,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,,q20-40,,,,,,q60-80,,
190,mean_compactness:q20-40  mean_smoothness:q40-60,22,1.0,1.0,1.0,0.5,20,0.6666666666666666,0.987420882906321,1.0,True,0.6900655593423543,1.0,0.75,1,0.01257911709367899,1,0.8315665290169145,0.2600090038649865,2,0,0.5,21,0.0,20,1,,q20-40,,,,,,q40-60,,
191,mean_compactness:q20-40  mean_smoothness:q00-20,26,0.9090909090909091,1.0,1.0,0.75,20,0.6666666666666665,0.9936905367902901,0.9887944139758335,True,0.6033815244679472,0.6,0.8295454545454545,5,0.1941204496832434,3,0.7083872584460449,0.5769543432665927,4,2,0.75,21,0.02988995240894305,22,1,,q20-40,,,,,,q00-20,,
192,mean_compactness:q60-80  mean_smoothness:q80-100,28,1.0,0.9494388693288209,1.0,0.8181818181818182,17,0.9,0.9771688017000408,1.0,True,0.8556035391861949,1.0,0.9090909090909092,9,0.48224414763987544,9,0.8049356770312616,0.7895651081031932,11,0,0.8181818181818182,19,0.6638593519190868,17,2,,q60-80,,,,,,q80-100,,
193,mean_compactness:q60-80  mean_smoothness:q60-80,31,0.8888888888888888,0.9008018866130225,1.0,0.9090909090909091,8,0.9302325581395349,0.9887944139758335,0.9971908632534002,True,0.7748450170097246,0.9523809523809523,0.898989898989899,21,0.7083872584460449,20,0.5175034850830056,0.7739465872591104,22,1,0.9090909090909091,10,0.5490363521193757,9,2,,q60-80,,,,,,q60-80,,
194,mean_compactness:q60-80  mean_smoothness:q40-60,29,1.0,1.0,,1.0,11,1.0,1.0,1.0,True,1.0,1.0,1.0,18,0.8146980318621477,18,0.7150858470818456,,18,0,1.0,11,1.0,11,0,,q60-80,,,,,,q40-60,,
195,mean_compactness:q40-60  mean_smoothness:q20-40,21,1.0,1.0,,1.0,13,1.0,1.0,1.0,True,1.0,1.0,1.0,8,0.6305833524471808,8,0.7529473619994964,,8,0,1.0,13,1.0,13,0,,q40-60,,,,,,q20-40,,
196,mean_compactness:q40-60  mean_smoothness:q60-80,23,1.0,1.0,,1.0,20,1.0,1.0,1.0,True,1.0,1.0,1.0,3,0.2924017738212867,3,0.8315665290169145,,3,0,1.0,20,0.7250000000000006,20,0,,q40-60,,,,,,q60-80,,
197,mean_compactness:q40-60  mean_smoothness:q40-60,37,0.8636363636363636,0.8889606592238172,0.980531635915753,0.8666666666666667,19,0.8387096774193549,0.9834240865599164,0.9709441488712534,True,0.7237530950320991,0.8125,0.8651515151515151,16,0.5953973033966279,13,0.6508779027425919,0.7497713943872772,15,3,0.8666666666666667,21,0.5439203878312838,22,2,,q40-60,,,,,,q40-60,,
