,description,size,specificity,phi_UB,AUC_UB,sensitivity,tn,F1,sensitivity_UB,specificity_UB,ConfusionMatrix,phi,precision,AUC,pp,sensitivity_LB,tp,specificity_LB,AUC_LB,p,fp,recall,pn,phi_LB,n,fn,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture
287,mean_compactness:q00-20  mean_concavity:q00-20  mean_fractal_dimension:q20-40,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,,q00-20,,q00-20,q20-40,,,,,
288,mean_compactness:q80-100  mean_concavity:q80-100  mean_perimeter:q80-100,49,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,49,0.9274807363356677,49,,,49,0,1.0,0,0.0,0,0,,q80-100,,q80-100,,q80-100,,,,
289,mean_compactness:q80-100  mean_concavity:q80-100  mean_perimeter:q60-80,28,0.0,0.0,,1.0,0,0.9818181818181818,1.0,0.975,True,0.0,0.9642857142857143,,28,0.8722971323845661,27,0.0,,27,1,1.0,0,0.0,1,0,,q80-100,,q80-100,,q60-80,,,,
290,mean_compactness:q20-40  mean_concavity:q20-40  mean_perimeter:q20-40,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,,q20-40,,q20-40,,q20-40,,,,
291,mean_compactness:q60-80  mean_concavity:q60-80  mean_perimeter:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,,q60-80,,q60-80,,q80-100,,,,
292,mean_compactness:q60-80  mean_concavity:q60-80  mean_perimeter:q60-80,22,0.8333333333333334,1.0,1.0,0.875,5,0.9032258064516129,0.9844863961845862,0.9957892554855104,True,0.6772962119561564,0.9333333333333333,0.8541666666666666,15,0.6165237631507436,14,0.3587654210025136,0.6706470310020098,16,1,0.875,7,0.20098455678045435,6,2,,q60-80,,q60-80,,q60-80,,,,
293,mean_compactness:q00-20  mean_concavity:q00-20  mean_perimeter:q20-40,27,1.0,0.0,,,27,,,1.0,True,0.0,,,0,,0,0.8722971323845661,,0,0,,27,0.0,27,0,,q00-20,,q00-20,,q20-40,,,,
294,mean_compactness:q00-20  mean_concavity:q00-20  mean_perimeter:q00-20,35,1.0,0.0,,,35,,,1.0,True,0.0,,,0,,0,0.8999675644278913,,0,0,,35,0.0,35,0,,q00-20,,q00-20,,q00-20,,,,
295,mean_compactness:q80-100  mean_concavity:q80-100  mean_radius:q80-100,47,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,47,0.9245142663089414,47,,,47,0,1.0,0,0.0,0,0,,q80-100,,q80-100,,,q80-100,,,
296,mean_compactness:q80-100  mean_concavity:q80-100  mean_radius:q60-80,28,0.0,0.0,,1.0,0,0.9818181818181818,1.0,0.975,True,0.0,0.9642857142857143,,28,0.8722971323845661,27,0.0,,27,1,1.0,0,0.0,1,0,,q80-100,,q80-100,,,q60-80,,,
297,mean_compactness:q20-40  mean_concavity:q20-40  mean_radius:q20-40,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,,q20-40,,q20-40,,,q20-40,,,
298,mean_compactness:q60-80  mean_concavity:q60-80  mean_radius:q80-100,25,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,25,0.8628148284692875,25,,,25,0,1.0,0,0.0,0,0,,q60-80,,q60-80,,,q80-100,,,
299,mean_compactness:q60-80  mean_concavity:q60-80  mean_radius:q60-80,20,0.8333333333333334,1.0,1.0,0.9285714285714286,5,0.9285714285714286,0.9981932193408724,0.9957892554855104,True,0.7619047619047619,0.9285714285714286,0.8809523809523809,14,0.6613155100681788,13,0.3587654210025136,0.7032542737866427,14,1,0.9285714285714286,6,0.5726998242833578,6,1,,q60-80,,q60-80,,,q60-80,,,
300,mean_compactness:q00-20  mean_concavity:q00-20  mean_radius:q20-40,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,,q00-20,,q00-20,,,q20-40,,,
301,mean_compactness:q00-20  mean_concavity:q00-20  mean_radius:q00-20,34,1.0,0.0,,,34,,,1.0,True,0.0,,,0,,0,0.8971820757409873,,0,0,,34,0.0,34,0,,q00-20,,q00-20,,,q00-20,,,
302,mean_compactness:q80-100  mean_concavity:q80-100  mean_smoothness:q80-100,51,,0.0,,0.9803921568627451,0,0.99009900990099,0.9995036955921838,,True,0.0,1.0,,50,0.8955251036044415,50,,,51,0,0.9803921568627451,1,0.0,0,1,,q80-100,,q80-100,,,,q80-100,,
303,mean_compactness:q80-100  mean_concavity:q80-100  mean_smoothness:q60-80,26,1.0,1.0,,1.0,2,1.0,1.0,1.0,True,1.0,1.0,1.0,24,0.8575264022774187,24,0.15811388300839305,,24,0,1.0,2,0.0,2,0,,q80-100,,q80-100,,,,q60-80,,
304,mean_compactness:q00-20  mean_concavity:q00-20  mean_smoothness:q00-20,51,1.0,0.0,,,51,,,1.0,True,0.0,,,0,,0,0.9302229692504608,,0,0,,51,0.0,51,0,,q00-20,,q00-20,,,,q00-20,,
305,mean_compactness:q80-100  mean_concavity:q80-100  mean_symmetry:q80-100,51,1.0,1.0,1.0,0.9787234042553191,4,0.989247311827957,0.9994614682945947,1.0,True,0.8848608497409383,1.0,0.9893617021276595,46,0.8870622828535809,46,0.3976353643835142,0.9685110214410634,47,0,0.9787234042553191,5,0.6485264849114911,4,1,,q80-100,,q80-100,,,,,q80-100,
306,mean_compactness:q80-100  mean_concavity:q80-100  mean_symmetry:q60-80,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,,q80-100,,q80-100,,,,,q60-80,
307,mean_compactness:q60-80  mean_concavity:q60-80  mean_symmetry:q40-60,21,0.8,1.0,1.0,1.0,4,0.9696969696969697,1.0,0.9949492366205319,True,0.8677218312746247,0.9411764705882353,0.9,17,0.7940927857921769,16,0.28358206388191054,0.7040036015459947,16,1,1.0,4,0.5238675904790228,5,0,,q60-80,,q60-80,,,,,q40-60,
308,mean_compactness:q60-80  mean_concavity:q60-80  mean_symmetry:q60-80,20,1.0,0.9218033641198339,1.0,0.8333333333333334,2,0.9090909090909091,0.9642149168784279,1.0,True,0.5773502691896257,1.0,0.9166666666666667,15,0.5858225086052238,15,0.15811388300839305,0.828088357401177,18,0,0.8333333333333334,5,0.0,2,3,,q60-80,,q60-80,,,,,q60-80,
309,mean_compactness:q00-20  mean_concavity:q00-20  mean_symmetry:q00-20,35,1.0,0.0,,0.0,34,,0.975,1.0,True,0.0,,,0,0.0,0,0.8971820757409873,,1,0,0.0,35,0.0,34,1,,q00-20,,q00-20,,,,,q00-20,
310,mean_compactness:q00-20  mean_concavity:q00-20  mean_symmetry:q20-40,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,,q00-20,,q00-20,,,,,q20-40,
311,mean_compactness:q80-100  mean_concavity:q80-100  mean_texture:q60-80,21,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,20,0.8315665290169145,20,0.025000000000000022,,20,0,1.0,1,0.0,1,0,,q80-100,,q80-100,,,,,,q60-80
312,mean_compactness:q80-100  mean_concavity:q80-100  mean_texture:q80-100,37,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,37,0.9051094125850101,37,,,37,0,1.0,0,0.0,0,0,,q80-100,,q80-100,,,,,,q80-100
313,mean_compactness:q60-80  mean_concavity:q60-80  mean_texture:q60-80,23,1.0,1.0,1.0,0.9473684210526315,4,0.972972972972973,0.9986683711958152,1.0,True,0.870571500132014,1.0,0.9736842105263157,18,0.7397193458047858,18,0.3976353643835142,0.9221062109331566,19,0,0.9473684210526315,5,0.6604069512928726,4,1,,q60-80,,q60-80,,,,,,q60-80
314,mean_compactness:q00-20  mean_concavity:q00-20  mean_texture:q00-20,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,,q00-20,,q00-20,,,,,,q00-20
315,mean_compactness:q80-100  mean_fractal_dimension:q80-100  mean_perimeter:q60-80,22,0.3333333333333333,1.0,0.9933273307566755,1.0,1,0.9500000000000001,1.0,0.9057006759492866,True,0.5491696473652761,0.9047619047619048,0.6666666666666667,21,0.823533088192828,19,0.008403758659612647,0.34000600257665753,19,2,1.0,1,0.0,3,0,,q80-100,,,q80-100,q60-80,,,,
316,mean_compactness:q60-80  mean_fractal_dimension:q00-20  mean_perimeter:q80-100,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,,q60-80,,,q00-20,q80-100,,,,
317,mean_compactness:q60-80  mean_fractal_dimension:q00-20  mean_radius:q80-100,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,,q60-80,,,q00-20,,q80-100,,,
318,mean_compactness:q80-100  mean_fractal_dimension:q80-100  mean_smoothness:q80-100,39,0.8,1.0,1.0,0.9705882352941176,4,0.9705882352941176,0.9992556357652834,0.9949492366205319,True,0.7705882352941177,0.9705882352941176,0.8852941176470589,34,0.8467323304396823,33,0.28358206388191054,0.6871897170830241,34,1,0.9705882352941176,5,0.0,5,1,,q80-100,,,q80-100,,,q80-100,,
319,mean_compactness:q00-20  mean_fractal_dimension:q00-20  mean_smoothness:q00-20,29,1.0,1.0,1.0,0.5,27,0.6666666666666666,0.987420882906321,1.0,True,0.6943650748294136,1.0,0.75,1,0.01257911709367899,1,0.8722971323845661,0.2600090038649865,2,0,0.5,28,0.0,27,1,,q00-20,,,q00-20,,,q00-20,,
320,mean_compactness:q00-20  mean_fractal_dimension:q20-40  mean_smoothness:q00-20,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,,q00-20,,,q20-40,,,q00-20,,
321,mean_compactness:q80-100  mean_fractal_dimension:q80-100  mean_symmetry:q80-100,43,0.875,0.9487009840225973,1.0,0.9714285714285714,7,0.9714285714285714,0.9992768956236334,0.9968402764687477,True,0.8464285714285714,0.9714285714285714,0.9232142857142858,35,0.8508279203435682,34,0.4734903291248362,0.7975573332355901,35,1,0.9714285714285714,8,0.5116353178540377,8,1,,q80-100,,,q80-100,,,,q80-100,
322,mean_compactness:q00-20  mean_fractal_dimension:q00-20  mean_symmetry:q00-20,21,1.0,1.0,1.0,0.6666666666666666,18,0.8,0.9915962413403874,1.0,True,0.7947194142390263,1.0,0.8333333333333333,2,0.09429932405071303,2,0.8146980318621477,0.5066726692433243,3,0,0.6666666666666666,19,0.0,18,1,,q00-20,,,q00-20,,,,q00-20,
323,mean_compactness:q80-100  mean_fractal_dimension:q80-100  mean_texture:q80-100,21,1.0,1.0,,1.0,2,1.0,1.0,1.0,True,1.0,1.0,1.0,19,0.823533088192828,19,0.15811388300839305,,19,0,1.0,2,0.0,2,0,,q80-100,,,q80-100,,,,,q80-100
324,mean_compactness:q80-100  mean_perimeter:q80-100  mean_radius:q80-100,49,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,49,0.9274807363356677,49,,,49,0,1.0,0,0.0,0,0,,q80-100,,,,q80-100,q80-100,,,
325,mean_compactness:q80-100  mean_perimeter:q60-80  mean_radius:q60-80,33,0.6,0.8997467757443004,1.0,1.0,3,0.9655172413793104,1.0,0.9472550494736843,True,0.7483314773547882,0.9333333333333333,0.8,30,0.8765638814997305,28,0.14663279963467257,0.5599544161822347,28,2,1.0,3,0.0,5,0,,q80-100,,,,q60-80,q60-80,,,
326,mean_compactness:q20-40  mean_perimeter:q20-40  mean_radius:q20-40,31,1.0,0.0,,,31,,,1.0,True,0.0,,,0,,0,0.88781125307763,,0,0,,31,0.0,31,0,,q20-40,,,,q20-40,q20-40,,,
327,mean_compactness:q20-40  mean_perimeter:q40-60  mean_radius:q40-60,30,1.0,0.8911315245591279,0.9933273307566757,0.3333333333333333,27,0.5,0.9057006759492866,1.0,True,0.5570860145311556,1.0,0.6666666666666666,1,0.008403758659612647,1,0.8722971323845661,0.34000600257665764,3,0,0.3333333333333333,29,0.0,27,2,,q20-40,,,,q40-60,q40-60,,,
328,mean_compactness:q20-40  mean_perimeter:q00-20  mean_radius:q00-20,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,,q20-40,,,,q00-20,q00-20,,,
329,mean_compactness:q60-80  mean_perimeter:q80-100  mean_radius:q80-100,38,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,38,0.9074872385841217,38,,,38,0,1.0,0,0.0,0,0,,q60-80,,,,q80-100,q80-100,,,
330,mean_compactness:q60-80  mean_perimeter:q60-80  mean_radius:q60-80,26,0.9,1.0,1.0,0.9375,9,0.9375,0.9984188882772308,0.9974714214555375,True,0.8375,0.9375,0.9187500000000001,16,0.697679261565439,15,0.5549838829718046,0.8031858546896167,16,1,0.9375,10,0.6237951349364392,10,1,,q60-80,,,,q60-80,q60-80,,,
331,mean_compactness:q40-60  mean_perimeter:q20-40  mean_radius:q20-40,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,,q40-60,,,,q20-40,q20-40,,,
332,mean_compactness:q40-60  mean_perimeter:q40-60  mean_radius:q40-60,22,1.0,1.0,1.0,0.5,20,0.6666666666666666,0.987420882906321,1.0,True,0.6900655593423543,1.0,0.75,1,0.01257911709367899,1,0.8315665290169145,0.2600090038649865,2,0,0.5,21,0.0,20,1,,q40-60,,,,q40-60,q40-60,,,
333,mean_compactness:q40-60  mean_perimeter:q60-80  mean_radius:q60-80,24,0.7692307692307693,0.9394734757685966,0.9879676833205159,0.9090909090909091,10,0.8333333333333333,0.9977010277861846,0.9496189265086185,True,0.6783216783216783,0.7692307692307693,0.8391608391608392,13,0.5872200830116173,10,0.46186846076595905,0.6903539950011627,11,3,0.9090909090909091,11,0.22150013323472795,13,1,,q40-60,,,,q60-80,q60-80,,,
334,mean_compactness:q40-60  mean_perimeter:q00-20  mean_radius:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,,q40-60,,,,q00-20,q00-20,,,
335,mean_compactness:q00-20  mean_perimeter:q20-40  mean_radius:q20-40,30,1.0,0.0,,0.0,29,,0.975,1.0,True,0.0,,,0,0.0,0,0.8805551309302788,,1,0,0.0,30,0.0,29,1,,q00-20,,,,q20-40,q20-40,,,
336,mean_compactness:q00-20  mean_perimeter:q40-60  mean_radius:q40-60,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,,q00-20,,,,q40-60,q40-60,,,
337,mean_compactness:q00-20  mean_perimeter:q00-20  mean_radius:q00-20,42,1.0,0.0,,,42,,,1.0,True,0.0,,,0,,0,0.9159161450596448,,0,0,,42,0.0,42,0,,q00-20,,,,q00-20,q00-20,,,
338,mean_compactness:q80-100  mean_perimeter:q80-100  mean_smoothness:q80-100,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,,q80-100,,,,q80-100,,q80-100,,
339,mean_compactness:q00-20  mean_perimeter:q20-40  mean_smoothness:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,,q00-20,,,,q20-40,,q00-20,,
340,mean_compactness:q00-20  mean_perimeter:q40-60  mean_smoothness:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,,q00-20,,,,q40-60,,q00-20,,
341,mean_compactness:q00-20  mean_perimeter:q00-20  mean_smoothness:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,,q00-20,,,,q00-20,,q00-20,,
342,mean_compactness:q80-100  mean_perimeter:q80-100  mean_symmetry:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,,q80-100,,,,q80-100,,,q80-100,
343,mean_compactness:q80-100  mean_perimeter:q60-80  mean_symmetry:q80-100,20,0.0,0.0,,1.0,0,0.9743589743589743,1.0,0.975,True,0.0,0.95,,20,0.823533088192828,19,0.0,,19,1,1.0,0,0.0,1,0,,q80-100,,,,q60-80,,,q80-100,
344,mean_compactness:q80-100  mean_perimeter:q80-100  mean_texture:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,,q80-100,,,,q80-100,,,,q80-100
345,mean_compactness:q80-100  mean_radius:q80-100  mean_smoothness:q80-100,25,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,25,0.8628148284692875,25,,,25,0,1.0,0,0.0,0,0,,q80-100,,,,,q80-100,q80-100,,
346,mean_compactness:q00-20  mean_radius:q00-20  mean_smoothness:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,,q00-20,,,,,q00-20,q00-20,,
347,mean_compactness:q80-100  mean_radius:q80-100  mean_symmetry:q80-100,22,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,22,0.8456274871844254,22,,,22,0,1.0,0,0.0,0,0,,q80-100,,,,,q80-100,,q80-100,
348,mean_compactness:q80-100  mean_radius:q80-100  mean_texture:q80-100,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,,q80-100,,,,,q80-100,,,q80-100
349,mean_compactness:q80-100  mean_smoothness:q80-100  mean_symmetry:q80-100,41,1.0,1.0,1.0,0.9743589743589743,2,0.9870129870129869,0.99935103610448,1.0,True,0.8059606997693185,1.0,0.9871794871794872,38,0.8652360784405024,38,0.15811388300839305,0.9620517437879481,39,0,0.9743589743589743,3,0.0,2,1,,q80-100,,,,,,q80-100,q80-100,
350,mean_compactness:q00-20  mean_smoothness:q00-20  mean_symmetry:q00-20,28,1.0,1.0,,1.0,27,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8722971323845661,,1,0,1.0,27,0.0,27,0,,q00-20,,,,,,q00-20,q00-20,
351,mean_compactness:q80-100  mean_smoothness:q80-100  mean_texture:q80-100,20,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,19,0.823533088192828,19,0.025000000000000022,,19,0,1.0,1,0.0,1,0,,q80-100,,,,,,q80-100,,q80-100
352,mean_compactness:q80-100  mean_symmetry:q80-100  mean_texture:q80-100,25,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,24,0.8575264022774187,24,0.025000000000000022,,24,0,1.0,1,0.0,1,0,,q80-100,,,,,,,q80-100,q80-100
353,mean_concave_points:q80-100  mean_concavity:q80-100  mean_fractal_dimension:q80-100,30,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,30,0.8842966917779725,30,,,30,0,1.0,0,0.0,0,0,,,q80-100,q80-100,q80-100,,,,,
354,mean_concave_points:q80-100  mean_concavity:q80-100  mean_fractal_dimension:q40-60,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,,,q80-100,q80-100,q40-60,,,,,
355,mean_concave_points:q60-80  mean_concavity:q60-80  mean_fractal_dimension:q00-20,21,,0.0,,0.9523809523809523,0,0.975609756097561,0.9987951165516293,,True,0.0,1.0,,20,0.761840090063179,20,,,21,0,0.9523809523809523,1,0.0,0,1,,,q60-80,q60-80,q00-20,,,,,
356,mean_concave_points:q00-20  mean_concavity:q00-20  mean_fractal_dimension:q20-40,26,1.0,0.0,,,26,,,1.0,True,0.0,,,0,,0,0.8677253955022459,,0,0,,26,0.0,26,0,,,q00-20,q00-20,q20-40,,,,,
357,mean_concave_points:q80-100  mean_concavity:q80-100  mean_perimeter:q80-100,63,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,63,0.9431276476680218,63,,,63,0,1.0,0,0.0,0,0,,,q80-100,q80-100,,q80-100,,,,
358,mean_concave_points:q80-100  mean_concavity:q80-100  mean_perimeter:q60-80,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,,,q80-100,q80-100,,q60-80,,,,
359,mean_concave_points:q60-80  mean_concavity:q60-80  mean_perimeter:q80-100,22,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,22,0.8456274871844254,22,,,22,0,1.0,0,0.0,0,0,,,q60-80,q60-80,,q80-100,,,,
360,mean_concave_points:q60-80  mean_concavity:q60-80  mean_perimeter:q60-80,29,0.6,0.8012336167697753,0.9868768915384578,0.875,3,0.8936170212765957,0.9734406850137826,0.9472550494736843,True,0.44293978391414907,0.9130434782608695,0.7375,23,0.6763886418113013,21,0.14663279963467257,0.48812310846154183,24,2,0.875,6,-0.05807802225634636,5,3,,,q60-80,q60-80,,q60-80,,,,
361,mean_concave_points:q20-40  mean_concavity:q20-40  mean_perimeter:q20-40,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,,,q20-40,q20-40,,q20-40,,,,
362,mean_concave_points:q20-40  mean_concavity:q20-40  mean_perimeter:q40-60,20,1.0,0.0,,0.0,19,,0.975,1.0,True,0.0,,,0,0.0,0,0.823533088192828,,1,0,0.0,20,0.0,19,1,,,q20-40,q20-40,,q40-60,,,,
363,mean_concave_points:q00-20  mean_concavity:q00-20  mean_perimeter:q20-40,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,,,q00-20,q00-20,,q20-40,,,,
364,mean_concave_points:q00-20  mean_concavity:q00-20  mean_perimeter:q00-20,45,1.0,0.0,,,45,,,1.0,True,0.0,,,0,,0,0.9212948995931625,,0,0,,45,0.0,45,0,,,q00-20,q00-20,,q00-20,,,,
365,mean_concave_points:q80-100  mean_concavity:q80-100  mean_radius:q80-100,60,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,60,0.9403705077136653,60,,,60,0,1.0,0,0.0,0,0,,,q80-100,q80-100,,,q80-100,,,
366,mean_concave_points:q80-100  mean_concavity:q80-100  mean_radius:q60-80,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,,,q80-100,q80-100,,,q60-80,,,
367,mean_concave_points:q60-80  mean_concavity:q60-80  mean_radius:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,,,q60-80,q60-80,,,q80-100,,,
368,mean_concave_points:q60-80  mean_concavity:q60-80  mean_radius:q60-80,25,0.6,0.7957476742893554,0.9993410882351452,0.9,3,0.9,0.9876514728297041,0.9472550494736843,True,0.5,0.9,0.75,20,0.6830172859809209,18,0.14663279963467257,0.5006589117648548,20,2,0.9,5,0.12509154554592228,5,2,,,q60-80,q60-80,,,q60-80,,,
369,mean_concave_points:q20-40  mean_concavity:q20-40  mean_radius:q20-40,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,,,q20-40,q20-40,,,q20-40,,,
370,mean_concave_points:q20-40  mean_concavity:q20-40  mean_radius:q40-60,20,1.0,0.0,,0.0,19,,0.975,1.0,True,0.0,,,0,0.0,0,0.823533088192828,,1,0,0.0,20,0.0,19,1,,,q20-40,q20-40,,,q40-60,,,
371,mean_concave_points:q00-20  mean_concavity:q00-20  mean_radius:q20-40,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,,,q00-20,q00-20,,,q20-40,,,
372,mean_concave_points:q00-20  mean_concavity:q00-20  mean_radius:q00-20,45,1.0,0.0,,,45,,,1.0,True,0.0,,,0,,0,0.9212948995931625,,0,0,,45,0.0,45,0,,,q00-20,q00-20,,,q00-20,,,
373,mean_concave_points:q80-100  mean_concavity:q80-100  mean_smoothness:q80-100,48,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,48,0.9260272146527198,48,,,48,0,1.0,0,0.0,0,0,,,q80-100,q80-100,,,,q80-100,,
374,mean_concave_points:q80-100  mean_concavity:q80-100  mean_smoothness:q60-80,29,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,29,0.8805551309302788,29,,,29,0,1.0,0,0.0,0,0,,,q80-100,q80-100,,,,q60-80,,
375,mean_concave_points:q00-20  mean_concavity:q00-20  mean_smoothness:q00-20,49,1.0,0.0,,,49,,,1.0,True,0.0,,,0,,0,0.9274807363356677,,0,0,,49,0.0,49,0,,,q00-20,q00-20,,,,q00-20,,
376,mean_concave_points:q80-100  mean_concavity:q80-100  mean_symmetry:q80-100,42,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,42,0.9159161450596448,42,,,42,0,1.0,0,0.0,0,0,,,q80-100,q80-100,,,,,q80-100,
377,mean_concave_points:q80-100  mean_concavity:q80-100  mean_symmetry:q60-80,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,,,q80-100,q80-100,,,,,q60-80,
378,mean_concave_points:q60-80  mean_concavity:q60-80  mean_symmetry:q60-80,22,0.75,0.857638142732274,1.0,0.8333333333333334,3,0.8823529411764706,0.9642149168784279,0.9936905367902901,True,0.5051814855409226,0.9375,0.7916666666666666,16,0.5858225086052238,15,0.1941204496832434,0.5311500435009298,18,1,0.8333333333333334,6,0.0,4,3,,,q60-80,q60-80,,,,,q60-80,
379,mean_concave_points:q20-40  mean_concavity:q20-40  mean_symmetry:q20-40,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,,,q20-40,q20-40,,,,,q20-40,
380,mean_concave_points:q00-20  mean_concavity:q00-20  mean_symmetry:q00-20,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,,,q00-20,q00-20,,,,,q00-20,
381,mean_concave_points:q00-20  mean_concavity:q00-20  mean_symmetry:q20-40,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,,,q00-20,q00-20,,,,,q20-40,
382,mean_concave_points:q80-100  mean_concavity:q80-100  mean_texture:q60-80,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,,,q80-100,q80-100,,,,,,q60-80
383,mean_concave_points:q80-100  mean_concavity:q80-100  mean_texture:q80-100,36,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,36,0.9026062440854072,36,,,36,0,1.0,0,0.0,0,0,,,q80-100,q80-100,,,,,,q80-100
384,mean_concave_points:q60-80  mean_concavity:q60-80  mean_texture:q60-80,25,1.0,1.0,,0.9166666666666666,1,0.9565217391304348,0.9897436587186352,1.0,True,0.5527707983925666,1.0,0.9583333333333333,22,0.7300271984423964,22,0.025000000000000022,,24,0,0.9166666666666666,3,0.0,1,2,,,q60-80,q60-80,,,,,,q60-80
