,description,size,specificity,phi_UB,AUC_UB,sensitivity,tn,F1,sensitivity_UB,specificity_UB,ConfusionMatrix,phi,precision,AUC,pp,sensitivity_LB,tp,specificity_LB,AUC_LB,p,fp,recall,pn,phi_LB,n,fn,degree,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture,specificity_CI_diff,sensitivity_CI_diff,phi_CI_diff,AUC_CI_diff
331,mean_concavity:q60-80  mean_fractal_dimension:q00-20,31,,0.0,,0.967741935483871,0,0.9836065573770492,0.9991836299281328,,True,0.0,1.0,,30,0.8329788837697749,30,,,31,0,0.967741935483871,1,0.0,0,1,2,,,,q60-80,q00-20,,,,,,,-1.118969040887863,,
332,mean_concavity:q60-80  mean_fractal_dimension:q40-60,22,0.8571428571428571,1.0,1.0,0.9333333333333333,6,0.9333333333333333,0.9983135697586446,0.9963897031380992,True,0.7904761904761904,0.9333333333333333,0.8952380952380953,15,0.6805154334216966,14,0.42127680295680187,0.7407467774368417,15,1,0.9333333333333333,7,0.5300742523653151,7,1,2,,,,q60-80,q40-60,,,,,,-0.3946437677289357,-0.783975633010441,-0.5267619877769426,-0.46726414425609986
333,mean_concavity:q60-80  mean_fractal_dimension:q60-80,23,1.0,1.0,,1.0,12,1.0,1.0,1.0,True,1.0,1.0,1.0,11,0.7150858470818456,11,0.7353515306029488,,11,0,1.0,12,1.0,12,0,2,,,,q60-80,q60-80,,,,,,-0.8712501499981563,-0.5531279182110969,,
334,mean_concavity:q20-40  mean_fractal_dimension:q00-20,23,0.9473684210526315,1.0,1.0,0.75,18,0.75,0.9936905367902901,0.9986683711958152,True,0.6973684210526315,0.75,0.8486842105263158,4,0.1941204496832434,3,0.7397193458047858,0.5983183100618603,4,1,0.75,19,0.3793124396702873,19,1,2,,,,q20-40,q00-20,,,,,,-0.5788912537363338,-0.9641586819186878,-1.339672832816467,-0.9412771835093083
335,mean_concavity:q20-40  mean_fractal_dimension:q20-40,35,1.0,1.0,,1.0,34,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8971820757409873,,1,0,1.0,34,0.0,34,0,2,,,,q20-40,q20-40,,,,,,-0.7837725417774675,-0.7971506712784108,-0.8315182622408479,
336,mean_concavity:q20-40  mean_fractal_dimension:q40-60,24,1.0,0.0,,0.0,23,,0.975,1.0,True,0.0,,,0,0.0,0,0.8518148710847749,,1,0,0.0,24,0.0,23,1,2,,,,q20-40,q40-60,,,,,,-0.5199156143450951,-0.7715096456373851,,
337,mean_concavity:q20-40  mean_fractal_dimension:q60-80,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,2,,,,q20-40,q60-80,,,,,,-0.32719901189332906,,,
338,mean_concavity:q40-60  mean_fractal_dimension:q80-100,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,2,,,,q40-60,q80-100,,,,,,-0.8481803842749435,,,
339,mean_concavity:q40-60  mean_fractal_dimension:q00-20,23,0.8333333333333334,0.9395833333333332,0.988275987287683,0.8181818181818182,10,0.8181818181818182,0.9771688017000408,0.9791374745403382,True,0.6515151515151515,0.8181818181818182,0.8257575757575759,11,0.48224414763987544,9,0.5158622513139235,0.6632391642274684,11,2,0.8181818181818182,12,0.24248064554260015,12,2,2,,,,q40-60,q00-20,,,,,,-0.2814146381474437,-1.0964706770906225,-0.662690774159644,-0.8514641470459818
340,mean_concavity:q40-60  mean_fractal_dimension:q40-60,20,1.0,0.0,,0.0,17,,0.7075982261787133,1.0,True,0.0,,,0,0.0,0,0.8049356770312616,,3,0,0.0,20,0.0,17,3,2,,,,q40-60,q40-60,,,,,,-0.5402366573014797,-0.3859531933816482,,
341,mean_concavity:q40-60  mean_fractal_dimension:q60-80,29,1.0,1.0,1.0,0.5,27,0.6666666666666666,0.987420882906321,1.0,True,0.6943650748294136,1.0,0.75,1,0.01257911709367899,1,0.8722971323845661,0.2600090038649865,2,0,0.5,28,0.0,27,1,2,,,,q40-60,q60-80,,,,,,-0.8252038483329358,-0.5671920009413506,-0.5223801865074762,-0.3898442217872393
342,mean_concavity:q00-20  mean_fractal_dimension:q00-20,25,1.0,0.0,,0.0,24,,0.975,1.0,True,0.0,,,0,0.0,0,0.8575264022774187,,1,0,0.0,25,0.0,24,1,2,,,,q00-20,q00-20,,,,,,-1.0614946009932171,-1.0,,
343,mean_concavity:q00-20  mean_fractal_dimension:q20-40,34,1.0,0.0,,,34,,,1.0,True,0.0,,,0,,0,0.8971820757409873,,0,0,,34,0.0,34,0,2,,,,q00-20,q20-40,,,,,,-0.7837725417774675,,,
344,mean_concavity:q00-20  mean_fractal_dimension:q40-60,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,2,,,,q00-20,q40-60,,,,,,-0.5199156143450951,,,
345,mean_concavity:q00-20  mean_fractal_dimension:q60-80,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,2,,,,q00-20,q60-80,,,,,,-0.2643195690053352,,,
346,mean_concavity:q80-100  mean_perimeter:q80-100,68,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,68,0.9471969572063602,68,,,68,0,1.0,0,0.0,0,0,2,,,,q80-100,,q80-100,,,,,,-0.9742446044459494,,
347,mean_concavity:q80-100  mean_perimeter:q60-80,30,0.0,0.0,,1.0,0,0.983050847457627,1.0,0.975,True,0.0,0.9666666666666667,,30,0.8805551309302788,29,0.0,,29,1,1.0,0,0.0,1,0,2,,,,q80-100,,q60-80,,,,,-0.5679212277366135,-1.464408284619904,,
348,mean_concavity:q60-80  mean_perimeter:q80-100,39,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,39,0.9097488990396657,39,,,39,0,1.0,0,0.0,0,0,2,,,,q60-80,,q80-100,,,,,,-1.380534937389629,,
349,mean_concavity:q60-80  mean_perimeter:q40-60,21,0.9090909090909091,1.0,1.0,1.0,10,0.9523809523809523,1.0,0.9977010277861846,True,0.9090909090909091,0.9090909090909091,0.9545454545454545,11,0.6915028921812371,10,0.5872200830116173,0.8654561825209066,10,1,1.0,10,0.7476954583951307,11,0,2,,,,q60-80,,q40-60,,,,,-0.5561184979500455,-1.4152936670420013,-1.2577378381680682,-1.4561866834451314
350,mean_concavity:q60-80  mean_perimeter:q60-80,38,0.8181818181818182,0.9395296958493202,0.9874552032337829,0.8888888888888888,9,0.9056603773584906,0.9764725456192735,0.9771688017000408,True,0.6898644619872631,0.9230769230769231,0.8535353535353534,26,0.7084130757264333,24,0.48224414763987544,0.7196155038369243,27,2,0.8888888888888888,12,0.45989811977623085,11,3,2,,,,q60-80,,q60-80,,,,,-0.5741877510721146,-0.5647575200414753,-0.6844263761140902,-0.6561385816284542
351,mean_concavity:q20-40  mean_perimeter:q20-40,38,1.0,0.0,,0.0,37,,0.975,1.0,True,0.0,,,0,0.0,0,0.9051094125850101,,1,0,0.0,38,0.0,37,1,2,,,,q20-40,,q20-40,,,,,-0.5323028872805473,-0.8112291613948,,
352,mean_concavity:q20-40  mean_perimeter:q40-60,34,1.0,0.0,,0.0,33,,0.975,1.0,True,0.0,,,0,0.0,0,0.8942371899254208,,1,0,0.0,34,0.0,33,1,2,,,,q20-40,,q40-60,,,,,-0.5527289268615082,-0.7715096456373851,,
353,mean_concavity:q20-40  mean_perimeter:q00-20,29,1.0,0.0,,,29,,,1.0,True,0.0,,,0,,0,0.8805551309302788,,0,0,,29,0.0,29,0,2,,,,q20-40,,q00-20,,,,,-0.42287738309849693,,,
354,mean_concavity:q40-60  mean_perimeter:q20-40,30,1.0,0.0,,0.0,29,,0.975,1.0,True,0.0,,,0,0.0,0,0.8805551309302788,,1,0,0.0,30,0.0,29,1,2,,,,q40-60,,q20-40,,,,,-0.8822555428303548,-0.8112291613948,,
355,mean_concavity:q40-60  mean_perimeter:q40-60,27,1.0,0.7776970528291134,0.8699954980675068,0.25,23,0.4,0.8058795503167566,1.0,True,0.47026997156298017,1.0,0.625,1,0.006309463209709889,1,0.8518148710847749,0.38000450193249324,4,0,0.25,26,0.0,23,3,2,,,,q40-60,,q40-60,,,,,-0.7111435443680362,-0.46447600423199287,-0.3858536408810679,-0.32342780446042724
356,mean_concavity:q40-60  mean_perimeter:q60-80,31,0.8095238095238095,0.750409061269169,0.961214206260899,0.8,17,0.7272727272727272,0.9747892736731665,0.9455364318215961,True,0.5849690635808873,0.6666666666666666,0.8047619047619048,12,0.4439045376923585,8,0.5809339588164454,0.6483096032629105,10,4,0.8,19,0.3307469747761297,21,2,2,,,,q40-60,,q60-80,,,,,-0.6926648141054662,-1.0177177942800175,-0.6500211874182963,-0.797992160825843
357,mean_concavity:q40-60  mean_perimeter:q00-20,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,2,,,,q40-60,,q00-20,,,,,-0.654143127172293,,,
358,mean_concavity:q00-20  mean_perimeter:q20-40,34,1.0,0.0,,,34,,,1.0,True,0.0,,,0,,0,0.8971820757409873,,0,0,,34,0.0,34,0,2,,,,q00-20,,q20-40,,,,,-0.3295923324482105,,,
359,mean_concavity:q00-20  mean_perimeter:q40-60,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,2,,,,q00-20,,q40-60,,,,,-0.42612597164914634,,,
360,mean_concavity:q00-20  mean_perimeter:q00-20,52,1.0,0.0,,,52,,,1.0,True,0.0,,,0,,0,0.9315177912966804,,0,0,,52,0.0,52,0,2,,,,q00-20,,q00-20,,,,,-0.46899561731255296,,,
361,mean_concavity:q80-100  mean_radius:q80-100,65,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,65,0.9448283656811836,65,,,65,0,1.0,0,0.0,0,0,2,,,,q80-100,,,q80-100,,,,,-0.9324189898519523,,
362,mean_concavity:q80-100  mean_radius:q60-80,31,0.0,0.0,,1.0,0,0.9836065573770492,1.0,0.975,True,0.0,0.967741935483871,,31,0.8842966917779725,30,0.0,,30,1,1.0,0,0.0,1,0,2,,,,q80-100,,,q60-80,,,,-0.5679212277366135,-1.431473038670662,,
363,mean_concavity:q60-80  mean_radius:q80-100,41,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,41,0.9139561637059667,41,,,41,0,1.0,0,0.0,0,0,2,,,,q60-80,,,q80-100,,,,,-1.4480386205450968,,
364,mean_concavity:q60-80  mean_radius:q40-60,21,0.9,1.0,1.0,0.9090909090909091,9,0.9090909090909091,0.9977010277861846,0.9974714214555375,True,0.8090909090909091,0.9090909090909091,0.9045454545454545,11,0.5872200830116173,10,0.5549838829718046,0.7721047302889056,11,1,0.9090909090909091,10,0.5245284470692079,10,1,2,,,,q60-80,,,q40-60,,,,-0.5153737004570682,-1.2178938764799352,-0.7508481252902014,-1.0430470310931794
365,mean_concavity:q60-80  mean_radius:q60-80,34,0.8181818181818182,0.9517058971311844,0.9988502032773078,0.9130434782608695,9,0.9130434782608695,0.989290033962079,0.9771688017000408,True,0.7312252964426877,0.9130434782608695,0.8656126482213438,23,0.7196206640905891,21,0.48224414763987544,0.7323750931653797,23,2,0.9130434782608695,11,0.4249406862446415,11,2,2,,,,q60-80,,,q60-80,,,,-0.5257898021619266,-0.574467171561745,-0.541538586665731,-0.6419233967956645
366,mean_concavity:q20-40  mean_radius:q20-40,39,1.0,0.0,,0.0,38,,0.975,1.0,True,0.0,,,0,0.0,0,0.9074872385841217,,1,0,0.0,39,0.0,38,1,2,,,,q20-40,,,q20-40,,,,-0.5459844986107723,-0.7715096456373851,,
367,mean_concavity:q20-40  mean_radius:q40-60,35,1.0,0.0,,0.0,34,,0.975,1.0,True,0.0,,,0,0.0,0,0.8971820757409873,,1,0,0.0,35,0.0,34,1,2,,,,q20-40,,,q40-60,,,,-0.5807432239724247,-0.7715096456373851,,
368,mean_concavity:q20-40  mean_radius:q00-20,26,1.0,0.0,,,26,,,1.0,True,0.0,,,0,,0,0.8677253955022459,,0,0,,26,0.0,26,0,2,,,,q20-40,,,q00-20,,,,-0.38186115806986914,,,
369,mean_concavity:q40-60  mean_radius:q20-40,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,2,,,,q40-60,,,q20-40,,,,-0.9107855204726568,,,
370,mean_concavity:q40-60  mean_radius:q40-60,27,1.0,0.2749999999999986,0.7959963984540054,0.2,22,0.33333333333333337,0.7164179361180895,1.0,True,0.41137667560372115,1.0,0.6,1,0.005050763379468115,1,0.8456274871844254,0.4040036015459946,5,0,0.2,26,0.0,22,4,2,,,,q40-60,,,q40-60,,,,-0.6826402957196382,-0.39630659913488364,0.7367993217910046,-0.21550807345995224
371,mean_concavity:q40-60  mean_radius:q60-80,31,0.8095238095238095,0.7654605263157893,0.961214206260899,0.8,17,0.7272727272727272,0.9747892736731665,0.9455364318215961,True,0.5849690635808873,0.6666666666666666,0.8047619047619048,12,0.4439045376923585,8,0.5809339588164454,0.6483096032629105,10,4,0.8,19,0.26453105853183456,21,2,2,,,,q40-60,,,q60-80,,,,-0.6269676784712326,-1.0177177942800175,-0.5746132566259966,-0.797992160825843
372,mean_concavity:q40-60  mean_radius:q00-20,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,2,,,,q40-60,,,q00-20,,,,-0.654143127172293,,,
373,mean_concavity:q00-20  mean_radius:q20-40,32,1.0,0.0,,,32,,,1.0,True,0.0,,,0,,0,0.8911188393205571,,0,0,,32,0.0,32,0,2,,,,q00-20,,,q20-40,,,,-0.3141238306326006,,,
374,mean_concavity:q00-20  mean_radius:q40-60,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,2,,,,q00-20,,,q40-60,,,,-0.43525704819316985,,,
375,mean_concavity:q00-20  mean_radius:q00-20,51,1.0,0.0,,,51,,,1.0,True,0.0,,,0,,0,0.9302229692504608,,0,0,,51,0.0,51,0,2,,,,q00-20,,,q00-20,,,,-0.46433511978556447,,,
376,mean_concavity:q80-100  mean_smoothness:q80-100,56,,0.0,,0.9821428571428571,0,0.9909909909909909,0.9995479984693779,,True,0.0,1.0,,55,0.9044740973676604,55,,,56,0,0.9821428571428571,1,0.0,0,1,2,,,,q80-100,,,,q80-100,,,,-1.2593004221828608,,
377,mean_concavity:q80-100  mean_smoothness:q60-80,36,1.0,1.0,,1.0,3,1.0,1.0,1.0,True,1.0,1.0,1.0,33,0.8942371899254208,33,0.2924017738212867,,33,0,1.0,3,0.0,3,0,2,,,,q80-100,,,,q60-80,,,-0.81786976794517,-1.4550013722507733,-0.5258174652116394,
378,mean_concavity:q60-80  mean_smoothness:q80-100,21,0.875,0.934090909090909,1.0,0.8461538461538461,7,0.8799999999999999,0.9807933280174715,0.9968402764687477,True,0.7076731463403724,0.9166666666666666,0.8605769230769231,12,0.5455289443234423,11,0.4734903291248362,0.7011283229904735,13,1,0.8461538461538461,9,0.422216183841094,8,2,2,,,,q60-80,,,,q80-100,,,-0.4345377242930504,-0.2421243960663106,-0.3548327765819633,-0.40532357029852994
379,mean_concavity:q60-80  mean_smoothness:q20-40,23,1.0,1.0,,1.0,9,1.0,1.0,1.0,True,1.0,1.0,1.0,14,0.7683642383498855,14,0.6637328831200571,,14,0,1.0,9,1.0,9,0,2,,,,q60-80,,,,q20-40,,,-0.6856900573518917,-0.9529418080804927,,
380,mean_concavity:q60-80  mean_smoothness:q60-80,22,0.3333333333333333,0.7630089337386279,0.9710584209620312,0.9473684210526315,1,0.9230769230769231,0.9986683711958152,0.9057006759492866,True,0.3350831266333564,0.9,0.6403508771929824,20,0.7397193458047858,18,0.008403758659612647,0.30964333342393274,19,2,0.9473684210526315,2,-0.1320953046409399,3,1,2,,,,q60-80,,,,q60-80,,,-0.15187357939429555,-0.5891252332657386,-0.011784051753945046,-0.13939530241413012
381,mean_concavity:q60-80  mean_smoothness:q40-60,32,1.0,1.0,1.0,0.9615384615384616,6,0.9803921568627451,0.9990267121066522,1.0,True,0.9078412990032037,1.0,0.9807692307692308,25,0.8036303532374444,25,0.5407418735600996,0.9430776156819216,26,0,0.9615384615384616,7,0.7468446539831339,6,1,2,,,,q60-80,,,,q40-60,,,-0.5020597467623406,-1.081076690903951,-0.9778147087406189,-2.128156377106233
382,mean_concavity:q20-40  mean_smoothness:q20-40,33,1.0,1.0,,1.0,32,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8911188393205571,,1,0,1.0,32,0.0,32,0,2,,,,q20-40,,,,q20-40,,,-0.4639051727732257,-0.7971506712784108,-0.8315182622408479,
383,mean_concavity:q20-40  mean_smoothness:q40-60,26,1.0,0.0,,,26,,,1.0,True,0.0,,,0,,0,0.8677253955022459,,0,0,,26,0.0,26,0,2,,,,q20-40,,,,q40-60,,,-0.9341371671527227,,,
384,mean_concavity:q20-40  mean_smoothness:q00-20,25,0.9523809523809523,0.9200734777268916,1.0,0.75,20,0.75,0.9936905367902901,0.9987951165516293,True,0.7023809523809523,0.75,0.8511904761904762,4,0.1941204496832434,3,0.761840090063179,0.6017902119213632,4,1,0.75,21,0.2500004117256164,21,1,2,,,,q20-40,,,,q00-20,,,-0.3509189742037775,-0.9641586819186878,-1.1216563955524053,-0.949483968228242
385,mean_concavity:q40-60  mean_smoothness:q20-40,27,1.0,1.0,1.0,0.8181818181818182,16,0.9,0.9771688017000408,1.0,True,0.8528028654224417,1.0,0.9090909090909092,9,0.48224414763987544,9,0.7940927857921769,0.7895651081031935,11,0,0.8181818181818182,18,0.6700962639332306,16,2,2,,,,q40-60,,,,q20-40,,,-0.5117882741740466,-1.0964706770906225,-1.5834321633803852,-1.3708810901914703
386,mean_concavity:q40-60  mean_smoothness:q60-80,23,1.0,0.0,,0.0,22,,0.975,1.0,True,0.0,,,0,0.0,0,0.8456274871844254,,1,0,0.0,23,0.0,22,1,2,,,,q40-60,,,,q60-80,,,-0.7588686726134007,-0.5543605834319496,,
387,mean_concavity:q40-60  mean_smoothness:q40-60,26,0.8571428571428571,0.7641912367347806,0.9805667980122927,0.6,18,0.5454545454545454,0.9472550494736843,0.9695110323784835,True,0.42761798705987897,0.5,0.7285714285714286,6,0.14663279963467257,3,0.636576012983019,0.4765760591305645,5,3,0.6,20,-0.18903539534531474,21,2,2,,,,q40-60,,,,q40-60,,,-0.27955502211591676,-0.6404476248604629,-0.3006330431797855,-0.53383523004229
388,mean_concavity:q40-60  mean_smoothness:q00-20,20,0.9444444444444444,1.0,1.0,0.5,17,0.5,0.987420882906321,0.998594443832626,True,0.4444444444444444,0.5,0.7222222222222221,2,0.01257911709367899,1,0.7270564003267911,0.2292158684197611,2,1,0.5,18,-0.09637388493048533,18,1,2,,,,q40-60,,,,q00-20,,,-0.38291261250027836,-0.5671920009413506,-0.4764617195716927,-0.3742697886454703
389,mean_concavity:q00-20  mean_smoothness:q20-40,26,1.0,0.0,,,26,,,1.0,True,0.0,,,0,,0,0.8677253955022459,,0,0,,26,0.0,26,0,2,,,,q00-20,,,,q20-40,,,-0.32481608841473936,,,
390,mean_concavity:q00-20  mean_smoothness:q00-20,53,1.0,0.0,,,53,,,1.0,True,0.0,,,0,,0,0.9327654536936989,,0,0,,53,0.0,53,0,2,,,,q00-20,,,,q00-20,,,-1.2546659851294453,,,
391,mean_concavity:q80-100  mean_symmetry:q80-100,56,1.0,1.0,1.0,0.98,6,0.98989898989899,0.9994937720168847,1.0,True,0.916515138991168,1.0,0.99,49,0.893530454288499,49,0.5407418735600996,0.9704003601545996,50,0,0.98,7,0.7010295363534098,6,1,2,,,,q80-100,,,,,q80-100,,-1.2601261985920051,-0.9466403529955076,-1.7587605772094017,-7.312518403593024
392,mean_concavity:q80-100  mean_symmetry:q60-80,25,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,25,0.8628148284692875,25,,,25,0,1.0,0,0.0,0,0,2,,,,q80-100,,,,,q60-80,,,-1.2062670094539,,
393,mean_concavity:q60-80  mean_symmetry:q80-100,24,0.875,1.0,1.0,0.9375,7,0.9375,0.9984188882772308,0.9968402764687477,True,0.8125,0.9375,0.90625,16,0.697679261565439,15,0.4734903291248362,0.7692933530349091,16,1,0.9375,8,0.5213407230948458,8,1,2,,,,q60-80,,,,,q80-100,,-0.4345377242930504,-0.40903717157546,-0.5171507852769812,-0.5250812526651669
394,mean_concavity:q60-80  mean_symmetry:q40-60,31,0.8571428571428571,1.0,1.0,1.0,6,0.9795918367346939,1.0,0.9963897031380992,True,0.9071147352221454,0.96,0.9285714285714286,25,0.8575264022774187,24,0.42127680295680187,0.7885740011042819,24,1,1.0,6,0.7726677567959208,7,0,2,,,,q60-80,,,,,q40-60,,-0.3946437677289357,-1.3757930354265477,-1.0888865452728298,-0.5729651784516825
395,mean_concavity:q60-80  mean_symmetry:q60-80,30,0.8333333333333334,0.8179247866350704,1.0,0.875,5,0.9130434782608695,0.9734406850137826,0.9957892554855104,True,0.6407116072277477,0.9545454545454546,0.8541666666666666,22,0.6763886418113013,21,0.3587654210025136,0.6774076525007593,24,1,0.875,8,0.3114884238864011,6,3,2,,,,q60-80,,,,,q60-80,,-0.35534663208981676,-0.46767101858599525,-0.12926363978166952,-0.3755195562625536
396,mean_concavity:q20-40  mean_symmetry:q40-60,20,1.0,1.0,1.0,0.5,18,0.6666666666666666,0.987420882906321,1.0,True,0.6882472016116853,1.0,0.75,1,0.01257911709367899,1,0.8146980318621477,0.2600090038649865,2,0,0.5,19,0.0,18,1,2,,,,q20-40,,,,,q40-60,,-0.7985212754778765,-0.7843763103085292,-0.8315182622408479,-0.5109437976232444
397,mean_concavity:q20-40  mean_symmetry:q00-20,28,0.96,1.0,1.0,1.0,24,0.8571428571428571,1.0,0.9989878003006777,True,0.848528137423857,0.75,0.98,4,0.2924017738212867,3,0.796483086077586,0.940800720309199,3,1,1.0,24,0.0,25,0,2,,,,q20-40,,,,,q00-20,,-0.3679952471184903,-1.0983943652512107,-0.8315182622408479,-6.386797470290568
398,mean_concavity:q20-40  mean_symmetry:q20-40,38,1.0,0.0,,0.0,37,,0.975,1.0,True,0.0,,,0,0.0,0,0.9051094125850101,,1,0,0.0,38,0.0,37,1,2,,,,q20-40,,,,,q20-40,,-0.6360744750242574,-0.7715096456373851,,
399,mean_concavity:q40-60  mean_symmetry:q40-60,30,0.8846153846153846,0.5598402131483574,0.8201788249692155,0.25,23,0.25,0.8058795503167566,0.9755419246820378,True,0.1346153846153846,0.25,0.5673076923076923,4,0.006309463209709889,1,0.6984595998924322,0.3144365596461691,4,3,0.25,26,-0.15737179487179487,26,3,2,,,,q40-60,,,,,q40-60,,-0.4457501528537405,-0.46447600423199287,-0.11463890556266784,-0.21485259674238708
400,mean_concavity:q40-60  mean_symmetry:q00-20,23,0.9444444444444444,1.0,1.0,0.8,17,0.8000000000000002,0.9949492366205319,0.998594443832626,True,0.7444444444444445,0.8,0.8722222222222222,5,0.28358206388191054,4,0.7270564003267911,0.668804728374825,5,1,0.8,18,0.3989742400831489,18,1,2,,,,q40-60,,,,,q00-20,,-0.38291261250027836,-0.7878502508192208,-0.8691477493073588,-0.871030593529434
401,mean_concavity:q40-60  mean_symmetry:q60-80,24,1.0,1.0,,1.0,23,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8518148710847749,,1,0,1.0,23,0.0,23,0,2,,,,q40-60,,,,,q60-80,,-0.7111435443680362,-0.5800016090729753,-0.5223801865074762,
402,mean_concavity:q40-60  mean_symmetry:q20-40,24,1.0,1.0,1.0,0.7142857142857143,17,0.8333333333333333,0.9633074338239144,1.0,True,0.7994358913389504,1.0,0.8571428571428572,5,0.2904208637373425,5,0.8049356770312616,0.6764069554454772,7,0,0.7142857142857143,19,0.5516772843673705,17,2,2,,,,q40-60,,,,,q20-40,,-0.5402366573014797,-0.7858813449078499,-1.1651878619854092,-0.8914938651260523
403,mean_concavity:q00-20  mean_symmetry:q00-20,41,1.0,0.0,,0.0,40,,0.975,1.0,True,0.0,,,0,0.0,0,0.9119026971211966,,1,0,0.0,41,0.0,40,1,2,,,,q00-20,,,,,q00-20,,-0.8573812090072714,-1.0,,
404,mean_concavity:q00-20  mean_symmetry:q20-40,31,1.0,0.0,,,31,,,1.0,True,0.0,,,0,,0,0.88781125307763,,0,0,,31,0.0,31,0,2,,,,q00-20,,,,,q20-40,,-0.5379994182170338,,,
405,mean_concavity:q80-100  mean_texture:q60-80,30,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,29,0.8805551309302788,29,0.025000000000000022,,29,0,1.0,1,0.0,1,0,2,,,,q80-100,,,,,,q60-80,-0.593562253377639,-1.1554405333247344,-0.5258174652116394,
406,mean_concavity:q80-100  mean_texture:q80-100,45,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,45,0.9212948995931625,45,,,45,0,1.0,0,0.0,0,0,2,,,,q80-100,,,,,,q80-100,,-2.1645494173576054,,
407,mean_concavity:q60-80  mean_texture:q60-80,36,1.0,1.0,1.0,0.9354838709677419,5,0.9666666666666666,0.9920890165381454,1.0,True,0.8174367039575349,1.0,0.967741935483871,29,0.7857838428370945,29,0.4781762498950186,0.923786785029386,31,0,0.9354838709677419,7,0.562613122976271,5,2,2,,,,q60-80,,,,,,q60-80,-0.44186378755772593,-0.6306214111115351,-0.5659498122486721,-1.5894846482111933
408,mean_concavity:q60-80  mean_texture:q80-100,26,1.0,1.0,1.0,0.95,6,0.9743589743589743,0.998734910502044,1.0,True,0.9023778112773575,1.0,0.975,19,0.7512672372279723,19,0.5407418735600996,0.9260009003864987,20,0,0.95,7,0.7527726527090811,6,1,2,,,,q60-80,,,,,,q80-100,-0.5020597467623406,-0.6833053687115785,-1.0012606762322571,-1.637043367004809
409,mean_concavity:q60-80  mean_texture:q40-60,23,1.0,1.0,,1.0,9,1.0,1.0,1.0,True,1.0,1.0,1.0,14,0.7683642383498855,14,0.6637328831200571,,14,0,1.0,9,1.0,9,0,2,,,,q60-80,,,,,,q40-60,-0.6856900573518917,-0.6272315799246617,,
410,mean_concavity:q20-40  mean_texture:q00-20,31,0.967741935483871,0.0,,,30,,,0.9991836299281328,True,0.0,0.0,,1,,0,0.8329788837697749,,0,1,,30,0.0,31,0,2,,,,q20-40,,,,,,q00-20,-0.6367753224874694,,,
411,mean_concavity:q20-40  mean_texture:q20-40,32,1.0,0.0,,,32,,,1.0,True,0.0,,,0,,0,0.8911188393205571,,0,0,,32,0.0,32,0,2,,,,q20-40,,,,,,q20-40,-0.548403529533693,,,
412,mean_concavity:q20-40  mean_texture:q40-60,25,1.0,1.0,1.0,0.5,23,0.6666666666666666,0.987420882906321,1.0,True,0.6922186552431729,1.0,0.75,1,0.01257911709367899,1,0.8518148710847749,0.2600090038649865,2,0,0.5,24,0.0,23,1,2,,,,q20-40,,,,,,q40-60,-0.7400564920199756,-0.7843763103085292,-0.8315182622408479,-0.5109437976232444
413,mean_concavity:q40-60  mean_texture:q00-20,30,0.9333333333333333,0.0,,,28,,,0.9918218655393437,True,0.0,0.0,,2,,0,0.7792645984770379,,0,2,,28,0.0,30,0,2,,,,q40-60,,,,,,q00-20,-0.46327899208584694,,,
