,description,size,specificity,phi_UB,AUC_UB,sensitivity,tn,F1,sensitivity_UB,specificity_UB,ConfusionMatrix,phi,precision,AUC,pp,sensitivity_LB,tp,specificity_LB,AUC_LB,p,fp,recall,pn,phi_LB,n,fn,degree,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture,specificity_CI_diff,sensitivity_CI_diff,phi_CI_diff,AUC_CI_diff
266,mean_compactness:q00-20  mean_concave_points:q00-20  mean_perimeter:q00-20,39,1.0,0.0,,,39,,,1.0,True,0.0,,,0,,0,0.9097488990396657,,0,0,,39,0.0,39,0,3,,q00-20,q00-20,,,q00-20,,,,,-0.8910687948185331,,,
267,mean_compactness:q80-100  mean_concave_points:q80-100  mean_radius:q80-100,45,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,45,0.9212948995931625,45,,,45,0,1.0,0,0.0,0,0,3,,q80-100,q80-100,,,,q80-100,,,,,-0.9214048808713815,,
268,mean_compactness:q80-100  mean_concave_points:q80-100  mean_radius:q60-80,27,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,26,0.8677253955022459,26,0.025000000000000022,,26,0,1.0,1,0.0,1,0,3,,q80-100,q80-100,,,,q60-80,,,,-1.0,-0.9030068131615488,-1.0,
269,mean_compactness:q60-80  mean_concave_points:q80-100  mean_radius:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,q60-80,q80-100,,,,q80-100,,,,,-0.928414854486329,,
270,mean_compactness:q00-20  mean_concave_points:q00-20  mean_radius:q20-40,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,q00-20,q00-20,,,,q20-40,,,,-0.7328479178147748,,,
271,mean_compactness:q00-20  mean_concave_points:q00-20  mean_radius:q00-20,39,1.0,0.0,,,39,,,1.0,True,0.0,,,0,,0,0.9097488990396657,,0,0,,39,0.0,39,0,3,,q00-20,q00-20,,,,q00-20,,,,-0.9316656976551497,,,
272,mean_compactness:q80-100  mean_concave_points:q80-100  mean_smoothness:q80-100,46,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,45,0.9212948995931625,45,0.025000000000000022,,45,0,1.0,1,0.0,1,0,3,,q80-100,q80-100,,,,,q80-100,,,-1.0,-1.1932751677647537,-1.0,
273,mean_compactness:q80-100  mean_concave_points:q80-100  mean_smoothness:q60-80,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,,q80-100,q80-100,,,,,q60-80,,,,-0.8329858697959213,,
274,mean_compactness:q00-20  mean_concave_points:q00-20  mean_smoothness:q00-20,51,1.0,0.0,,,51,,,1.0,True,0.0,,,0,,0,0.9302229692504608,,0,0,,51,0.0,51,0,3,,q00-20,q00-20,,,,,q00-20,,,-0.8981104561388743,,,
275,mean_compactness:q80-100  mean_concave_points:q80-100  mean_symmetry:q80-100,40,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,40,0.9119026971211966,40,,,40,0,1.0,0,0.0,0,0,3,,q80-100,q80-100,,,,,,q80-100,,,-1.1227944133991283,,
276,mean_compactness:q80-100  mean_concave_points:q80-100  mean_symmetry:q60-80,21,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,20,0.8315665290169145,20,0.025000000000000022,,20,0,1.0,1,0.0,1,0,3,,q80-100,q80-100,,,,,,q60-80,,-1.0,-0.8797843329495133,-1.0,
277,mean_compactness:q80-100  mean_concave_points:q60-80  mean_symmetry:q80-100,20,0.8571428571428571,1.0,1.0,0.9230769230769231,6,0.9230769230769231,0.9980543715026514,0.9963897031380992,True,0.7802197802197802,0.9230769230769231,0.8901098901098902,13,0.6397025647321225,12,0.42127680295680187,0.7311070250760223,13,1,0.9230769230769231,7,0.5000000000000001,7,1,3,,q80-100,q60-80,,,,,,q80-100,,-0.909211693649065,-0.8083316662111746,-1.0217830332368798,-0.9633044678220288
278,mean_compactness:q00-20  mean_concave_points:q00-20  mean_symmetry:q00-20,32,1.0,0.0,,,32,,,1.0,True,0.0,,,0,,0,0.8911188393205571,,0,0,,32,0.0,32,0,3,,q00-20,q00-20,,,,,,q00-20,,-0.790254583594632,,,
279,mean_compactness:q00-20  mean_concave_points:q00-20  mean_symmetry:q20-40,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,,q00-20,q00-20,,,,,,q20-40,,-0.7737444114317118,,,
280,mean_compactness:q80-100  mean_concave_points:q80-100  mean_texture:q60-80,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,3,,q80-100,q80-100,,,,,,,q60-80,,-0.8144769013546542,,
281,mean_compactness:q80-100  mean_concave_points:q80-100  mean_texture:q80-100,32,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,32,0.8911188393205571,32,,,32,0,1.0,0,0.0,0,0,3,,q80-100,q80-100,,,,,,,q80-100,,-0.8091142887259506,,
282,mean_compactness:q00-20  mean_concave_points:q00-20  mean_texture:q00-20,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,3,,q00-20,q00-20,,,,,,,q00-20,-0.7414440549432461,,,
283,mean_compactness:q80-100  mean_concavity:q80-100  mean_fractal_dimension:q80-100,41,0.8,1.0,1.0,0.9722222222222222,4,0.9722222222222222,0.9992969747940645,0.9949492366205319,True,0.7722222222222223,0.9722222222222222,0.8861111111111112,36,0.8547107352531463,35,0.28358206388191054,0.6882333449118867,36,1,0.9722222222222222,5,0.35869301449907554,5,1,3,,q80-100,,q80-100,q80-100,,,,,,-1.0,-0.9745053945147234,-1.1162431828662371,-0.9693709951025177
284,mean_compactness:q80-100  mean_concavity:q80-100  mean_fractal_dimension:q40-60,21,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,21,0.8389023847809204,21,,,21,0,1.0,0,0.0,0,0,3,,q80-100,,q80-100,q40-60,,,,,,,-1.0,,
285,mean_compactness:q20-40  mean_concavity:q20-40  mean_fractal_dimension:q20-40,20,1.0,1.0,,1.0,19,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.823533088192828,,1,0,1.0,19,0.0,19,0,3,,q20-40,,q20-40,q20-40,,,,,,-0.6357494771878839,-1.0,-1.0,
286,mean_compactness:q00-20  mean_concavity:q00-20  mean_fractal_dimension:q00-20,24,1.0,0.0,,0.0,23,,0.975,1.0,True,0.0,,,0,0.0,0,0.8518148710847749,,1,0,0.0,24,0.0,23,1,3,,q00-20,,q00-20,q00-20,,,,,,-0.9614567856136814,-1.0,,
287,mean_compactness:q00-20  mean_concavity:q00-20  mean_fractal_dimension:q20-40,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,3,,q00-20,,q00-20,q20-40,,,,,,-0.8329646582235024,,,
288,mean_compactness:q80-100  mean_concavity:q80-100  mean_perimeter:q80-100,49,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,49,0.9274807363356677,49,,,49,0,1.0,0,0.0,0,0,3,,q80-100,,q80-100,,q80-100,,,,,,-0.9621861450843472,,
289,mean_compactness:q80-100  mean_concavity:q80-100  mean_perimeter:q60-80,28,0.0,0.0,,1.0,0,0.9818181818181818,1.0,0.975,True,0.0,0.9642857142857143,,28,0.8722971323845661,27,0.0,,27,1,1.0,0,0.0,1,0,3,,q80-100,,q80-100,,q60-80,,,,,-1.0,-0.9353342747902813,,
290,mean_compactness:q20-40  mean_concavity:q20-40  mean_perimeter:q20-40,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,3,,q20-40,,q20-40,,q20-40,,,,,-0.7642199145658677,,,
291,mean_compactness:q60-80  mean_concavity:q60-80  mean_perimeter:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,q60-80,,q60-80,,q80-100,,,,,,-1.2310521585510903,,
292,mean_compactness:q60-80  mean_concavity:q60-80  mean_perimeter:q60-80,22,0.8333333333333334,1.0,1.0,0.875,5,0.9032258064516129,0.9844863961845862,0.9957892554855104,True,0.6772962119561564,0.9333333333333333,0.8541666666666666,15,0.6165237631507436,14,0.3587654210025136,0.6706470310020098,16,1,0.875,7,0.20098455678045435,6,2,3,,q60-80,,q60-80,,q60-80,,,,,-0.8061630979042156,-0.9011970374805012,-0.6759592506090839,-0.8513191698745145
293,mean_compactness:q00-20  mean_concavity:q00-20  mean_perimeter:q20-40,27,1.0,0.0,,,27,,,1.0,True,0.0,,,0,,0,0.8722971323845661,,0,0,,27,0.0,27,0,3,,q00-20,,q00-20,,q20-40,,,,,-0.8281944802764705,,,
294,mean_compactness:q00-20  mean_concavity:q00-20  mean_perimeter:q00-20,35,1.0,0.0,,,35,,,1.0,True,0.0,,,0,,0,0.8999675644278913,,0,0,,35,0.0,35,0,3,,q00-20,,q00-20,,q00-20,,,,,-0.8039386355418672,,,
295,mean_compactness:q80-100  mean_concavity:q80-100  mean_radius:q80-100,47,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,47,0.9245142663089414,47,,,47,0,1.0,0,0.0,0,0,3,,q80-100,,q80-100,,,q80-100,,,,,-0.9607015805282194,,
296,mean_compactness:q80-100  mean_concavity:q80-100  mean_radius:q60-80,28,0.0,0.0,,1.0,0,0.9818181818181818,1.0,0.975,True,0.0,0.9642857142857143,,28,0.8722971323845661,27,0.0,,27,1,1.0,0,0.0,1,0,3,,q80-100,,q80-100,,,q60-80,,,,-1.0,-0.9060353176285587,,
297,mean_compactness:q20-40  mean_concavity:q20-40  mean_radius:q20-40,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,3,,q20-40,,q20-40,,,q20-40,,,,-0.7709492862419275,,,
298,mean_compactness:q60-80  mean_concavity:q60-80  mean_radius:q80-100,25,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,25,0.8628148284692875,25,,,25,0,1.0,0,0.0,0,0,3,,q60-80,,q60-80,,,q80-100,,,,,-1.278508661365468,,
299,mean_compactness:q60-80  mean_concavity:q60-80  mean_radius:q60-80,20,0.8333333333333334,1.0,1.0,0.9285714285714286,5,0.9285714285714286,0.9981932193408724,0.9957892554855104,True,0.7619047619047619,0.9285714285714286,0.8809523809523809,14,0.6613155100681788,13,0.3587654210025136,0.7032542737866427,14,1,0.9285714285714286,6,0.5726998242833578,6,1,3,,q60-80,,q60-80,,,q60-80,,,,-0.8061630979042156,-0.8920565223036923,-1.34579704487812,-0.9018660866650547
300,mean_compactness:q00-20  mean_concavity:q00-20  mean_radius:q20-40,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,3,,q00-20,,q00-20,,,q20-40,,,,-0.8177906232180029,,,
301,mean_compactness:q00-20  mean_concavity:q00-20  mean_radius:q00-20,34,1.0,0.0,,,34,,,1.0,True,0.0,,,0,,0,0.8971820757409873,,0,0,,34,0.0,34,0,3,,q00-20,,q00-20,,,q00-20,,,,-0.8177937411820941,,,
302,mean_compactness:q80-100  mean_concavity:q80-100  mean_smoothness:q80-100,51,,0.0,,0.9803921568627451,0,0.99009900990099,0.9995036955921838,,True,0.0,1.0,,50,0.8955251036044415,50,,,51,0,0.9803921568627451,1,0.0,0,1,3,,q80-100,,q80-100,,,,q80-100,,,,-0.9139342667356578,,
303,mean_compactness:q80-100  mean_concavity:q80-100  mean_smoothness:q60-80,26,1.0,1.0,,1.0,2,1.0,1.0,1.0,True,1.0,1.0,1.0,24,0.8575264022774187,24,0.15811388300839305,,24,0,1.0,2,0.0,2,0,3,,q80-100,,q80-100,,,,q60-80,,,-0.9572310720557834,-0.8663788973773175,-1.0,
304,mean_compactness:q00-20  mean_concavity:q00-20  mean_smoothness:q00-20,51,1.0,0.0,,,51,,,1.0,True,0.0,,,0,,0,0.9302229692504608,,0,0,,51,0.0,51,0,3,,q00-20,,q00-20,,,,q00-20,,,-0.9635627309455997,,,
305,mean_compactness:q80-100  mean_concavity:q80-100  mean_symmetry:q80-100,51,1.0,1.0,1.0,0.9787234042553191,4,0.989247311827957,0.9994614682945947,1.0,True,0.8848608497409383,1.0,0.9893617021276595,46,0.8870622828535809,46,0.3976353643835142,0.9685110214410634,47,0,0.9787234042553191,5,0.6485264849114911,4,1,3,,q80-100,,q80-100,,,,,q80-100,,-1.1893426236500033,-0.9424535737555455,-2.0367240203280623,-9.597566085444775
306,mean_compactness:q80-100  mean_concavity:q80-100  mean_symmetry:q60-80,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,3,,q80-100,,q80-100,,,,,q60-80,,,-0.8797843329495133,,
307,mean_compactness:q60-80  mean_concavity:q60-80  mean_symmetry:q40-60,21,0.8,1.0,1.0,1.0,4,0.9696969696969697,1.0,0.9949492366205319,True,0.8677218312746247,0.9411764705882353,0.9,17,0.7940927857921769,16,0.28358206388191054,0.7040036015459947,16,1,1.0,4,0.5238675904790228,5,0,3,,q60-80,,q60-80,,,,,q40-60,,-0.8064364728206473,-0.8518032293705794,-0.5878349874861576,-0.7142857142857145
308,mean_compactness:q60-80  mean_concavity:q60-80  mean_symmetry:q60-80,20,1.0,0.9218033641198339,1.0,0.8333333333333334,2,0.9090909090909091,0.9642149168784279,1.0,True,0.5773502691896257,1.0,0.9166666666666667,15,0.5858225086052238,15,0.15811388300839305,0.828088357401177,18,0,0.8333333333333334,5,0.0,2,3,3,,q60-80,,q60-80,,,,,q60-80,,-0.7616642750789999,-0.7931027363500112,-0.6620879940226517,-1.8765008734867932
309,mean_compactness:q00-20  mean_concavity:q00-20  mean_symmetry:q00-20,35,1.0,0.0,,0.0,34,,0.975,1.0,True,0.0,,,0,0.0,0,0.8971820757409873,,1,0,0.0,35,0.0,34,1,3,,q00-20,,q00-20,,,,,q00-20,,-0.8568282574629104,-1.0,,
310,mean_compactness:q00-20  mean_concavity:q00-20  mean_symmetry:q20-40,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,3,,q00-20,,q00-20,,,,,q20-40,,-0.7570850580192285,,,
311,mean_compactness:q80-100  mean_concavity:q80-100  mean_texture:q60-80,21,1.0,1.0,,1.0,1,1.0,1.0,1.0,True,1.0,1.0,1.0,20,0.8315665290169145,20,0.025000000000000022,,20,0,1.0,1,0.0,1,0,3,,q80-100,,q80-100,,,,,,q60-80,-1.0,-0.8144769013546542,-1.0,
312,mean_compactness:q80-100  mean_concavity:q80-100  mean_texture:q80-100,37,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,37,0.9051094125850101,37,,,37,0,1.0,0,0.0,0,0,3,,q80-100,,q80-100,,,,,,q80-100,,-0.9284092898858648,,
313,mean_compactness:q60-80  mean_concavity:q60-80  mean_texture:q60-80,23,1.0,1.0,1.0,0.9473684210526315,4,0.972972972972973,0.9986683711958152,1.0,True,0.870571500132014,1.0,0.9736842105263157,18,0.7397193458047858,18,0.3976353643835142,0.9221062109331566,19,0,0.9473684210526315,5,0.6604069512928726,4,1,3,,q60-80,,q60-80,,,,,,q60-80,-0.8662921414218226,-0.8221097879679279,-1.2879735868826374,-1.5501026683963668
314,mean_compactness:q00-20  mean_concavity:q00-20  mean_texture:q00-20,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,3,,q00-20,,q00-20,,,,,,q00-20,-0.843409728114268,,,
315,mean_compactness:q80-100  mean_fractal_dimension:q80-100  mean_perimeter:q60-80,22,0.3333333333333333,1.0,0.9933273307566755,1.0,1,0.9500000000000001,1.0,0.9057006759492866,True,0.5491696473652761,0.9047619047619048,0.6666666666666667,21,0.823533088192828,19,0.008403758659612647,0.34000600257665753,19,2,1.0,1,0.0,3,0,3,,q80-100,,,q80-100,q60-80,,,,,-0.9340438747881883,-1.0,-1.0,-0.8054593376610557
316,mean_compactness:q60-80  mean_fractal_dimension:q00-20  mean_perimeter:q80-100,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,3,,q60-80,,,q00-20,q80-100,,,,,,-0.9564465677683354,,
317,mean_compactness:q60-80  mean_fractal_dimension:q00-20  mean_radius:q80-100,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,3,,q60-80,,,q00-20,,q80-100,,,,,-0.9564465677683354,,
318,mean_compactness:q80-100  mean_fractal_dimension:q80-100  mean_smoothness:q80-100,39,0.8,1.0,1.0,0.9705882352941176,4,0.9705882352941176,0.9992556357652834,0.9949492366205319,True,0.7705882352941177,0.9705882352941176,0.8852941176470589,34,0.8467323304396823,33,0.28358206388191054,0.6871897170830241,34,1,0.9705882352941176,5,0.0,5,1,3,,q80-100,,,q80-100,,,q80-100,,,-0.8943114610825207,-1.1588145545097002,-0.7650016682441434,-0.8194678806746422
319,mean_compactness:q00-20  mean_fractal_dimension:q00-20  mean_smoothness:q00-20,29,1.0,1.0,1.0,0.5,27,0.6666666666666666,0.987420882906321,1.0,True,0.6943650748294136,1.0,0.75,1,0.01257911709367899,1,0.8722971323845661,0.2600090038649865,2,0,0.5,28,0.0,27,1,3,,q00-20,,,q00-20,,,q00-20,,,-1.3566240493151442,-1.0,-1.0,-1.0
320,mean_compactness:q00-20  mean_fractal_dimension:q20-40  mean_smoothness:q00-20,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,3,,q00-20,,,q20-40,,,q00-20,,,-0.6964022823665172,,,
321,mean_compactness:q80-100  mean_fractal_dimension:q80-100  mean_symmetry:q80-100,43,0.875,0.9487009840225973,1.0,0.9714285714285714,7,0.9714285714285714,0.9992768956236334,0.9968402764687477,True,0.8464285714285714,0.9714285714285714,0.9232142857142858,35,0.8508279203435682,34,0.4734903291248362,0.7975573332355901,35,1,0.9714285714285714,8,0.5116353178540377,8,1,3,,q80-100,,,q80-100,,,,q80-100,,-1.0,-0.9490128912577955,-0.7795932684386829,-1.0791669644479953
322,mean_compactness:q00-20  mean_fractal_dimension:q00-20  mean_symmetry:q00-20,21,1.0,1.0,1.0,0.6666666666666666,18,0.8,0.9915962413403874,1.0,True,0.7947194142390263,1.0,0.8333333333333333,2,0.09429932405071303,2,0.8146980318621477,0.5066726692433243,3,0,0.6666666666666666,19,0.0,18,1,3,,q00-20,,,q00-20,,,,q00-20,,-1.4047656628858036,-1.0297709008550469,-1.0,-1.0802086166636569
323,mean_compactness:q80-100  mean_fractal_dimension:q80-100  mean_texture:q80-100,21,1.0,1.0,,1.0,2,1.0,1.0,1.0,True,1.0,1.0,1.0,19,0.823533088192828,19,0.15811388300839305,,19,0,1.0,2,0.0,2,0,3,,q80-100,,,q80-100,,,,,q80-100,-1.0,-0.9129055048864535,-1.0,
324,mean_compactness:q80-100  mean_perimeter:q80-100  mean_radius:q80-100,49,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,49,0.9274807363356677,49,,,49,0,1.0,0,0.0,0,0,3,,q80-100,,,,q80-100,q80-100,,,,,-1.0,,
325,mean_compactness:q80-100  mean_perimeter:q60-80  mean_radius:q60-80,33,0.6,0.8997467757443004,1.0,1.0,3,0.9655172413793104,1.0,0.9472550494736843,True,0.7483314773547882,0.9333333333333333,0.8,30,0.8765638814997305,28,0.14663279963467257,0.5599544161822347,28,2,1.0,3,0.0,5,0,3,,q80-100,,,,q60-80,q60-80,,,,-1.0,-1.4013591087104962,-0.6608595983943532,-1.000000000000001
326,mean_compactness:q20-40  mean_perimeter:q20-40  mean_radius:q20-40,31,1.0,0.0,,,31,,,1.0,True,0.0,,,0,,0,0.88781125307763,,0,0,,31,0.0,31,0,3,,q20-40,,,,q20-40,q20-40,,,,-0.9705176647955979,,,
327,mean_compactness:q20-40  mean_perimeter:q40-60  mean_radius:q40-60,30,1.0,0.8911315245591279,0.9933273307566757,0.3333333333333333,27,0.5,0.9057006759492866,1.0,True,0.5570860145311556,1.0,0.6666666666666666,1,0.008403758659612647,1,0.8722971323845661,0.34000600257665764,3,0,0.3333333333333333,29,0.0,27,2,3,,q20-40,,,,q40-60,q40-60,,,,-1.0,-1.0,-1.0,-1.0
328,mean_compactness:q20-40  mean_perimeter:q00-20  mean_radius:q00-20,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,3,,q20-40,,,,q00-20,q00-20,,,,-1.0,,,
329,mean_compactness:q60-80  mean_perimeter:q80-100  mean_radius:q80-100,38,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,38,0.9074872385841217,38,,,38,0,1.0,0,0.0,0,0,3,,q60-80,,,,q80-100,q80-100,,,,,-1.0,,
330,mean_compactness:q60-80  mean_perimeter:q60-80  mean_radius:q60-80,26,0.9,1.0,1.0,0.9375,9,0.9375,0.9984188882772308,0.9974714214555375,True,0.8375,0.9375,0.9187500000000001,16,0.697679261565439,15,0.5549838829718046,0.8031858546896167,16,1,0.9375,10,0.6237951349364392,10,1,3,,q60-80,,,,q60-80,q60-80,,,,-1.0,-1.1489650720934408,-1.1606014380572602,-1.1623926209968845
331,mean_compactness:q40-60  mean_perimeter:q20-40  mean_radius:q20-40,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,3,,q40-60,,,,q20-40,q20-40,,,,-1.0,,,
332,mean_compactness:q40-60  mean_perimeter:q40-60  mean_radius:q40-60,22,1.0,1.0,1.0,0.5,20,0.6666666666666666,0.987420882906321,1.0,True,0.6900655593423543,1.0,0.75,1,0.01257911709367899,1,0.8315665290169145,0.2600090038649865,2,0,0.5,21,0.0,20,1,3,,q40-60,,,,q40-60,q40-60,,,,-1.0,-1.0,-1.0,-1.0
333,mean_compactness:q40-60  mean_perimeter:q60-80  mean_radius:q60-80,24,0.7692307692307693,0.9394734757685966,0.9879676833205159,0.9090909090909091,10,0.8333333333333333,0.9977010277861846,0.9496189265086185,True,0.6783216783216783,0.7692307692307693,0.8391608391608392,13,0.5872200830116173,10,0.46186846076595905,0.6903539950011627,11,3,0.9090909090909091,11,0.22150013323472795,13,1,3,,q40-60,,,,q60-80,q60-80,,,,-1.0,-0.931826916221879,-0.6976767924355046,-0.9727492425096309
334,mean_compactness:q40-60  mean_perimeter:q00-20  mean_radius:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,q40-60,,,,q00-20,q00-20,,,,-1.0,,,
335,mean_compactness:q00-20  mean_perimeter:q20-40  mean_radius:q20-40,30,1.0,0.0,,0.0,29,,0.975,1.0,True,0.0,,,0,0.0,0,0.8805551309302788,,1,0,0.0,30,0.0,29,1,3,,q00-20,,,,q20-40,q20-40,,,,-0.9392512863560871,-1.0,,
336,mean_compactness:q00-20  mean_perimeter:q40-60  mean_radius:q40-60,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,3,,q00-20,,,,q40-60,q40-60,,,,-0.8617792389173626,,,
337,mean_compactness:q00-20  mean_perimeter:q00-20  mean_radius:q00-20,42,1.0,0.0,,,42,,,1.0,True,0.0,,,0,,0,0.9159161450596448,,0,0,,42,0.0,42,0,3,,q00-20,,,,q00-20,q00-20,,,,-1.0,,,
338,mean_compactness:q80-100  mean_perimeter:q80-100  mean_smoothness:q80-100,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,3,,q80-100,,,,q80-100,,q80-100,,,,-0.9060353176285587,,
339,mean_compactness:q00-20  mean_perimeter:q20-40  mean_smoothness:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,q00-20,,,,q20-40,,q00-20,,,-0.7328479178147748,,,
340,mean_compactness:q00-20  mean_perimeter:q40-60  mean_smoothness:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,q00-20,,,,q40-60,,q00-20,,,-0.7581798728606511,,,
341,mean_compactness:q00-20  mean_perimeter:q00-20  mean_smoothness:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,q00-20,,,,q00-20,,q00-20,,,-0.7853225592616175,,,
342,mean_compactness:q80-100  mean_perimeter:q80-100  mean_symmetry:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,q80-100,,,,q80-100,,,q80-100,,,-0.7423326971816645,,
343,mean_compactness:q80-100  mean_perimeter:q60-80  mean_symmetry:q80-100,20,0.0,0.0,,1.0,0,0.9743589743589743,1.0,0.975,True,0.0,0.95,,20,0.823533088192828,19,0.0,,19,1,1.0,0,0.0,1,0,3,,q80-100,,,,q60-80,,,q80-100,,-0.9032827445633712,-1.196834473353302,,
344,mean_compactness:q80-100  mean_perimeter:q80-100  mean_texture:q80-100,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,,q80-100,,,,q80-100,,,,q80-100,,-0.6183412526041687,,
345,mean_compactness:q80-100  mean_radius:q80-100  mean_smoothness:q80-100,25,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,25,0.8628148284692875,25,,,25,0,1.0,0,0.0,0,0,3,,q80-100,,,,,q80-100,q80-100,,,,-0.9308795272151135,,
346,mean_compactness:q00-20  mean_radius:q00-20  mean_smoothness:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,,q00-20,,,,,q00-20,q00-20,,,-0.7328479178147748,,,
347,mean_compactness:q80-100  mean_radius:q80-100  mean_symmetry:q80-100,22,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,22,0.8456274871844254,22,,,22,0,1.0,0,0.0,0,0,3,,q80-100,,,,,q80-100,,q80-100,,,-0.7267404337480688,,
348,mean_compactness:q80-100  mean_radius:q80-100  mean_texture:q80-100,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,,q80-100,,,,,q80-100,,,q80-100,,-0.5945083931411415,,
349,mean_compactness:q80-100  mean_smoothness:q80-100  mean_symmetry:q80-100,41,1.0,1.0,1.0,0.9743589743589743,2,0.9870129870129869,0.99935103610448,1.0,True,0.8059606997693185,1.0,0.9871794871794872,38,0.8652360784405024,38,0.15811388300839305,0.9620517437879481,39,0,0.9743589743589743,3,0.0,2,1,3,,q80-100,,,,,,q80-100,q80-100,,-0.7616642750789999,-0.9321077637938174,-0.7650016682441434,-6.754934354896648
