,description,size,TNR,prevalence_threshold_UB,FNR,prevalence_LB,R2_LB,fp,jaccard_UB,recall,ConfusionMatrix,tn,AP,accuracy_LB,p,explained_variance,recall_UB,phi_UB,R2,prevalence_threshold_LB,AP_LB,tp,FNR_UB,jaccard_complement,TPR_LB,balanced_informedness_markedness_LB,markedness_UB,sensitivity_LB,LR-,balanced_informedness_markedness_UB,pn,explained_variance_UB,phi_LB,R2_UB,markedness,accuracy,FNR_LB,explained_variance_LB,phi,specificity_LB,F1_complement_LB,n,markedness_LB,NPV_LB,TPR,balanced_accuracy,LR+_LB,balanced_accuracy_LB,specificity_UB,F1,specificity,AUC_LB,jaccard_LB,prevalence,informedness_LB,balanced_informedness_markedness,prevalence_threshold,NPV,pp,prevalence_UB,informedness,jaccard_complement_UB,precision,LR-_UB,jaccard,FPR_UB,LR+_UB,sensitivity,balanced_accuracy_UB,AUC_UB,TPR_UB,F1_complement_UB,LR-_LB,FPR,jaccard_complement_LB,DOR,fn,LR+,AP_UB,DOR_LB,FPR_LB,DOR_UB,F1_complement,accuracy_UB,sensitivity_UB,informedness_UB,AUC,precision_LB,recall_LB,precision_UB,NPV_UB
0,,35050,0.7168404077636353,0.38581937545116834,0.24074074074074073,0.008268622217649645,-33.30713884707589,9833,8.072513456906001e-05,0.7592592592592593,True,24893,0.020756772173470415,0.7129037089871612,324,-21.417163234862265,0.8047970363048795,0.11186333977372197,-29.874911920694135,0.37286219887432875,0.0181950069880153,246,0.2910885251438765,0.7152338811630847,0.7089114748561235,0.7658270106645512,-0.9691207171444531,0.7089114748561235,0.33583589615405784,0.9194198000341525,24971,-19.229260988214143,0.08649702960426968,-27.36736810840565,-0.9724691933445456,0.7172325249643366,0.19520296369512044,-23.566568988383402,0.10066327909047325,0.7120694370263836,0.8306547804494848,34726,-0.9744724915837291,0.9961030876259965,0.7592592592592593,0.7380498335114474,2.5439242425095636,0.7125623585549138,0.7215750884963821,0.04729404979332885,0.7168404077636353,0.7146173580751274,7.409503962884597e-05,0.009243937232524964,2.5509254793932548,0.8544568015295497,0.3791479489051653,0.9968763765968524,10079,0.010301817724741143,2.681382796403645,0.7189934977962052,0.024407183252306775,0.38059952364339683,7.721542349834835e-05,0.2879305629736164,2.803349618597551,0.7592592592592593,0.7551977060073412,0.7614823089477671,0.8047970363048795,0.8359452574900588,0.2801234430947895,0.28315959223636467,0.7101505831117739,7.984205461984372,78,2.681382796403645,0.022810755521809493,6.36979192397594,0.278424911503616,10.211048341424421,0.833978256863829,0.7216711840228245,0.8047970363048795,2.8614292878645835,0.7380498335114474,0.021483080429169358,0.7089114748561235,0.027610302960625104,0.9975301459477035
