,description,size,TNR,prevalence_threshold_UB,FNR,prevalence_LB,R2_LB,fp,jaccard_UB,recall,ConfusionMatrix,tn,AP,accuracy_LB,p,explained_variance,recall_UB,phi_UB,R2,prevalence_threshold_LB,AP_LB,tp,FNR_UB,jaccard_complement,TPR_LB,balanced_informedness_markedness_LB,markedness_UB,sensitivity_LB,LR-,balanced_informedness_markedness_UB,pn,explained_variance_UB,phi_LB,R2_UB,markedness,accuracy,FNR_LB,explained_variance_LB,phi,specificity_LB,F1_complement_LB,n,markedness_LB,NPV_LB,TPR,balanced_accuracy,LR+_LB,balanced_accuracy_LB,specificity_UB,F1,specificity,AUC_LB,jaccard_LB,prevalence,informedness_LB,balanced_informedness_markedness,prevalence_threshold,NPV,pp,prevalence_UB,informedness,jaccard_complement_UB,precision,LR-_UB,jaccard,FPR_UB,LR+_UB,sensitivity,balanced_accuracy_UB,AUC_UB,TPR_UB,F1_complement_UB,LR-_LB,FPR,jaccard_complement_LB,DOR,fn,LR+,AP_UB,DOR_LB,FPR_LB,DOR_UB,F1_complement,accuracy_UB,sensitivity_UB,informedness_UB,AUC,precision_LB,recall_LB,precision_UB,NPV_UB,degree,DisparateImpact,TPR_Disparity_UB,EqualOpportunityDifference_LB,DisparateImpact_LB,AverageOddsDifference_LB,TPR_Disparity,StatisticalParityDifference_UB,AverageOddsDifference_UB,StatisticalParityDifference_LB,AverageOddsDifference,EqualOpportunityDifference_UB,predicted_prevalence,EqualOpportunityDifference,DisparateImpact_UB,StatisticalParityDifference,TPR_Disparity_LB,Hispanic,age_first_child,age_group,bmi,density,ethnicity,hrt,lastmamm,menopause,nrelbc,rstproc,surgmeno,FNR_CI_diff,recall_CI_diff,AP_CI_diff,explained_variance_CI_diff,R2_CI_diff,jaccard_complement_CI_diff,LR-_CI_diff,markedness_CI_diff,accuracy_CI_diff,phi_CI_diff,TPR_CI_diff,balanced_accuracy_CI_diff,specificity_CI_diff,prevalence_CI_diff,balanced_informedness_markedness_CI_diff,prevalence_threshold_CI_diff,NPV_CI_diff,informedness_CI_diff,precision_CI_diff,jaccard_CI_diff,sensitivity_CI_diff,FPR_CI_diff,DOR_CI_diff,LR+_CI_diff,F1_complement_CI_diff,AUC_CI_diff,DisparateImpact_CI_diff,TPR_Disparity_CI_diff,AverageOddsDifference_CI_diff,EqualOpportunityDifference_CI_diff,StatisticalParityDifference_CI_diff
51,Hispanic:yes  menopause:postmenopausal_or_age_>=_55,2911,0.9390285911126421,0.2818830153817108,0.375,0.001187199676627598,-72.42089883070908,177,0.005677599515912733,0.625,True,2726,0.018200903356348223,0.9284524218481621,8,-20.258353427488803,0.9147665858624069,0.204474700150372,-21.562004822597316,0.20568817719507707,0.007900571506080215,5,0.7551367836335001,0.93805918788713,0.2448632163664999,0.49915548343845767,-0.9478850714925305,0.2448632163664999,0.3993488628026412,8.093084692909866,2729,-9.951355899149807,0.042391184499854864,-14.15198771759641,-0.9714281687531963,0.938165578838887,0.08523341413759308,-43.202278981768146,0.12196414311437259,0.9297005967899076,0.9642201323998244,2903,-0.9906745046729442,0.9967907609824272,0.625,0.7820142955563211,3.0340152705061088,0.5873356122451397,0.9474588815815531,0.052631578947368425,0.9390285911126421,0.6026431289749473,0.0019100241545893727,0.0027481964960494676,5.608420868347341,4.639639022968034,0.23800046806430902,0.9989006962257237,182,0.005407824010880974,10.250706214689265,0.9454117610153722,0.027472527472527472,0.7119962828304753,0.0035310734463276836,0.07029940321009243,16.699313186813182,0.625,0.9371973815929424,0.9613854621376946,0.9147665858624069,0.9715307664352251,0.0961917276051189,0.06097140888735791,0.9318279454453307,25.66854990583804,3,10.250706214689265,0.04160976515177297,3.57640398550725,0.05254111841844692,,0.9680397727272727,0.9436018550326348,0.9147665858624069,15.274189307624885,0.7820142955563212,0.008979166888092818,0.2448632163664999,0.06294423448331152,0.9997732397334641,2,0.20302895155033293,0.34808319610291794,-1.3888771077027184,-5.031984984813437,-0.5189260351486407,-0.13765822784810122,-0.2282623765704199,0.18668016687847266,-0.26642013588536617,-0.1900575784776378,0.61361394036483,0.06252147028512539,-0.13765822784810122,5.295356435439196,-0.2454221496159294,-0.7225086148727793,yes,,,,,,,,postmenopausal_or_age_>=_55,,,,-1.0,-1.0,-0.8774306797993241,-1.0729353177325798,-0.5389875778288994,-17.301380475820594,-1.1562049627416562,-1.0320187004448518,-15.316119456817427,-1.0594052048785563,-1.0,-0.9426174103500391,-13.25519031353239,-1.0,-0.962381726753033,-0.9891037435582137,-1.2305710832614145,-1.3282466519237335,-1.0,-1.4875296051685303,-1.0,-1.0,,-1.035193154494985,-19.277946618894738,-1.0,-0.9986091439577027,-0.9067940261532054,-1.0909749769393844,-0.750947403080006,-0.9967328858278187
52,Hispanic:no  nrelbc:0,26422,0.6708295142071494,0.39771487271973305,0.19327731092436976,0.007903759904297565,-39.73557989269654,8619,9.88761617995983e-05,0.8067226890756303,True,17565,0.019320221678027716,0.6667701158125805,238,-23.94471911129255,0.8548839311463738,0.10530714970409484,-35.73849030904755,0.38083218502654004,0.01655238625132652,192,0.24925427898732816,0.6696530690049561,0.7507457210126719,0.6708935674806598,-0.9725897874784177,0.7507457210126719,0.2881168863788043,0.8100363267124717,17611,-22.089645236269963,0.08141383638367004,-32.44434101510174,-0.9755970529995192,0.6720535917038831,0.1451160688536258,-26.746036526798047,0.09570237566984474,0.6650999386978019,0.7980807111023468,26184,-0.9786703223372172,0.9965174725148294,0.8067226890756303,0.7387761016413898,2.3217244225515303,0.7146328663116526,0.676521157902756,0.04243562824621505,0.6708295142071494,0.7134794853939368,8.83398371928645e-05,0.009007645144198016,2.3160738866485797,0.7375888090818801,0.3897883217551658,0.9973879961387769,8811,0.010221440973066683,2.450774671163279,0.6758448278997701,0.021790943139257744,0.3585884221373653,9.359817717549951e-05,0.3349000613021993,2.6287307160304794,0.8067226890756303,0.7582060680996597,0.7640727178888429,0.8548839311463738,0.8052716028974072,0.21302154802849954,0.3291704857928506,0.6642284337065832,8.506181994279576,46,2.450774671163279,0.021814980940234263,6.748394066529338,0.3234788420972439,11.562345037850829,0.802146363740153,0.6773181439709333,0.8548839311463738,2.611953000814979,0.7387761016413898,0.018844602135199475,0.7507457210126719,0.02505907992175906,0.9980870696220008,2,2.269083072203238,0.3493584545651877,0.002281342368769229,-0.5341382616872985,0.1154798142240129,0.17881571233144422,0.2000616579828418,0.24889388575106797,0.17252209757313058,0.18293245752620735,0.32882730993717624,0.3334721065778518,0.17881571233144422,4.994159445971343,0.18650873151990097,0.025360062959090643,no,,,,,,,,,0,,,-0.9360314944631678,-1.3737464524882717,-0.8689197269504859,-1.0989389754444676,-1.21522645649554,0.9891915981815269,-1.0050773329772544,-0.9455185017695832,1.0005907284081776,-0.8211275288031208,-1.3737464524882717,-1.243171449491191,0.9207266575288114,-1.1870845847192164,-0.8223244742878193,-1.2382859401906061,-1.4730480128156835,-0.6397833844049295,-0.9934249604525246,-2.3071582339188335,-1.3737464524882717,-3.1975954794902375,-1.2398072189992309,-0.8146570900333724,1.1498368621588322,-1.1480759056229337,-1.0142726566626732,-1.809943501879512,-2.037093831288644,-1.5189409459820098,-2.8265155758986453
53,Hispanic:no  nrelbc:1,5121,0.7982577707384676,0.38292437976439647,0.38571428571428573,0.010670898218508489,-17.976510151747217,1019,0.0006809846963706211,0.6142857142857143,True,4032,0.030144616503378532,0.785286076938098,70,-11.366722289787035,0.7282799549301651,0.15233431163755082,-14.149944848262018,0.3495908686369394,0.022727322404043546,43,0.5097005742955002,0.7940133910988578,0.4902994257044998,0.7584089724239496,-0.9439062296095629,0.4902994257044998,0.4831951530612245,1.277160775704891,4059,-9.327523218739644,0.07336166935470555,-11.150707603894512,-0.9528584731147774,0.7957430189416129,0.2717200450698349,-13.799228086491611,0.11815052432303465,0.7869208405677489,0.8791394002676766,5051,-0.9624850672179389,0.9903365095799606,0.6142857142857143,0.706271742512091,2.4937400730041586,0.6474994577674391,0.8092489484700046,0.07597173144876325,0.7982577707384676,0.6485793040367746,0.0005040529130312413,0.013669205233352862,2.6048127714400815,1.046022747180169,0.3643033275389699,0.9933481152993349,1062,0.01723905774457554,3.0449039674751157,0.8065749298316734,0.04048964218455744,0.6181194525849779,0.0006028319080330856,0.21307915943225106,3.540467294409071,0.6142857142857143,0.7480635166754752,0.7639641809874075,0.7282799549301651,0.8930043034164311,0.34360222282253866,0.20174222926153237,0.7847239106265829,6.301602878639189,27,3.0449039674751157,0.03736613342378722,4.089499809363158,0.19075105152999539,9.249205446247549,0.8851811196487377,0.8016549502050381,0.7282799549301651,3.6170230236990326,0.706271742512091,0.029454796371241074,0.4902994257044998,0.054154194364127974,0.9956119237695836,2,0.6883350390874649,0.02647030008922309,-0.49364187356723505,-1.5040351201635018,-0.23046331507955026,-0.18492688413948255,-0.07219849569814457,-0.061017750784973145,-0.11171514245041562,-0.14010117326879817,0.0011595559370017328,0.20738137082601055,-0.18492688413948255,2.8298688798761638,-0.09389832445281598,-0.39394889188247,no,,,,,,,,,1,,,-1.3370555976084078,-0.9730176483311895,-1.2804489495360005,-3.06566083513395,-3.2539119799294993,-5.245096773506522,-1.1804090946735994,-1.649562525649502,-6.624930858091283,-0.780352364569379,-0.9730176483311895,-0.93799208109373,-5.274155103591156,-1.2875103537698522,-1.121046600032207,-1.6070802988857642,-0.8148826422479101,-1.1799609431486107,-1.3259422428312335,-3.4274085254625897,-0.9730176483311895,-1.70013618441906,-1.0153843023653357,-1.1099753673040675,-5.515856218935805,-0.9000077228084814,-1.032406117452197,-0.8836548353684416,-1.094853486269628,-0.8722087821178011,-1.5663395573776098
54,Hispanic:no  nrelbc:>=2,596,0.9693877551020408,0.2128474553304503,0.25,0.005812355456796222,-4.60637668918919,18,0.06410256410256411,0.75,True,570,0.19085570469798657,0.9530201342281879,8,-1.4795918367346932,0.9681459737500557,0.5895775548188704,-1.5340136054421767,0.1298642463938868,0.06187969031746389,6,0.6508557944128243,0.9661016949152542,0.3491442055871758,,-0.6277473498233218,0.3491442055871758,0.2578947368421053,,572,-0.34048049434841937,0.24468335655834916,-0.3943895513912554,-0.7465034965034965,0.9664429530201343,0.03185402624994424,-6.895622895622891,0.42110758361071354,0.9520498328046645,0.9745771272158263,588,-0.8978197488145585,0.98742698000648,0.75,0.8596938775510203,15.48875,0.7005348144754925,0.9817584061165476,0.375,0.9693877551020408,0.6991553937607288,0.017192028985507247,0.013422818791946308,7.612500000000007,11.876748251748252,0.1680743603534397,0.9965034965034965,24,0.0262762709450263,24.5,0.978315082882468,0.25,0.4824366597438739,0.041666666666666664,0.04795016719533544,39.73087606837606,0.75,0.9854060913705583,1.0,0.9681459737500557,0.9888759952399424,0.0,0.030612244897959183,0.9534171724690792,94.99999999999999,2,24.5,0.3944357683703318,33.089105769230784,0.01824159388345241,,0.9827586206896551,0.9795721476510068,0.9681459737500557,44.425637755101995,0.8596938775510203,0.0977304094745333,0.3491442055871758,0.46711280242266945,0.9995762763601944,2,0.13798203838619139,0.4931668296271207,-0.5838317426205337,-7.428366331381886,-0.3546264689161338,-0.009493670886076,-0.20840072058020273,0.050308014672632816,-0.27643138863869454,-0.13319547308545218,0.4913369277056373,0.040268456375838924,-0.009493670886076,7.50336276731669,-0.2515699368441065,-0.5141483133441722,no,,,,,,,,,>=2,,,-1.0,-1.0,-1.1300767297342451,-3.4622853043320134,-7.826918187796237,-11.500999827971874,-1.0,-1.2841217220660854,-10.784863901063213,-1.4455136102135946,-1.0,-1.3134161849706951,-9.770626103295683,-1.0179136740726598,,-0.9562690713271648,-0.9342265259563093,-1.1409780816497195,-1.2066319124539102,-1.3648958970317806,-1.0,-0.9976435540099114,,-1.5407992723352435,-12.053297071546757,-0.9993685032482268,-1.0125592817365685,-0.9344661006832997,-1.4654695912752769,-0.9723595573848723,-1.0767597592048856
55,Hispanic:yes  nrelbc:0,2411,0.9276206322795341,0.3299832268199711,0.42857142857142855,0.0011680732354412988,-56.47151162790698,174,0.005414331672893316,0.5714285714285714,True,2230,0.014085388464987586,0.9209664039817502,7,-22.621701925362487,0.9010117215575631,0.18165946654313025,-24.359341573567853,0.22260214529262315,0.0027178019872776396,4,0.81594843235993,0.9264644786040714,0.18405156764007,0.9714367860226265,-0.9374585677431774,0.18405156764007,0.462011531069827,5.260084877124849,2233,-10.512924389614003,0.02539794987600327,-15.716219615644299,-0.9761846057855357,0.9265864786395687,0.09898827844243689,-85.55266064478472,0.10268458587355389,0.9165244871130749,0.956912030890286,2404,-0.9938946610418361,0.9960788367091581,0.5714285714285714,0.7495246018540527,1.8049948240165645,0.4620505911182288,0.9376606243159312,0.04324324324324324,0.9276206322795341,0.551470588276012,0.0016297328687572593,0.002903359601824969,3.018598265895956,3.4593625411138,0.26248178360882607,0.9986565158978952,178,0.005972825438732657,7.8949096880131355,0.9342473338491178,0.02247191011235955,0.9057128466534625,0.003284072249589491,0.0834755128869251,11.106977653631281,0.5714285714285714,0.8895167280722605,0.9475786154320935,0.9010117215575631,0.96774665488513,0.09708955639768176,0.0723793677204659,0.9176598837209303,17.088122605363985,3,7.8949096880131355,0.028170624625523714,0.0,0.06233937568406872,,0.9618287686003881,0.9363542098714227,0.9010117215575631,12.009818041037551,0.7495246018540528,0.0061559992464782325,0.18405156764007,0.0565349243393231,0.9997228555394487,2,0.2433775840799024,0.48502398302526406,-1.335691010212048,-4.215407501915411,-0.5581572161159102,-0.1919783686345201,-0.21493199462590398,0.059913510163726424,-0.25100639254567875,-0.20921785328172857,0.6667098635533704,0.07382828701783492,-0.1919783686345201,4.587211914379533,-0.2295204675395964,-0.8554880835509432,yes,,,,,,,,,0,,,-1.0191849773375643,-0.9151812713800718,-0.6340491347127883,-0.4679456909693879,-0.7322236178937725,-14.885450416076836,-1.1200677219759163,-0.9672178881005703,-16.14796862553496,-0.9528698407242246,-0.9151812713800718,-0.6599473434143935,-11.857589824683037,-0.9960192658482582,-1.05395128744926,-1.1497817806670898,-0.8194387058776212,-1.0648336422187368,-0.9439613362847326,-1.407528442453171,-0.9151812713800718,-1.4635784283373048,,-0.9335306105950807,-14.23276890857963,-0.8708116544207992,-1.0911335137581641,-0.8263611146693661,-1.0403858748345582,-0.7774973512163038,-1.4238207278594643
56,Hispanic:yes  nrelbc:1,460,0.9956427015250545,,0.0,5.503719840720694e-05,-2.282135076252724,2,,1.0,True,457,0.3333333333333333,0.9907065217391304,1,-0.9956427015250562,1.0,0.2749999999999986,-1.0043572984749467,,-0.0,1,0.975,0.9956427015250545,0.025000000000000022,,,0.025000000000000022,0.0,,457,1.0,0.0,1.0,-0.6666666666666667,0.9956521739130435,0.0,-2.2583333333333346,0.5760910522724264,0.9843492681866413,0.9953108450324494,459,,0.9919605443895796,1.0,0.9978213507625273,,,0.9994718746562959,0.5,0.9956427015250545,,,0.002173913043478261,,114.41666666666666,0.06192235189296769,1.0,3,0.012052251322492866,229.49999999999997,1.0,0.3333333333333333,,0.5,0.015650731813358753,,1.0,,,1.0,1.0,,0.004357298474945534,0.9869565217391304,,0,229.49999999999997,1.0,,0.0005281253437041043,,0.9978165938864628,1.0,1.0,,0.9978213507625273,0.008403758659612647,0.025000000000000022,0.9057006759492866,1.0,2,0.022388542727445327,,,-45.39637789548531,,0.24148606811145512,-0.2712878864104958,,-0.29950624970681367,-0.020525364887264835,,0.006521739130434782,0.24148606811145512,44.19560919620123,-0.28477632389356056,,yes,,,,,,,,,1,,,-0.9125811137050327,-0.7744992652651284,-0.9879677155442543,-14.31021349003595,-14.185341522974989,-15.032972287331246,,,-21.259222235844028,-0.8808633452901842,-0.7744992652651284,,-12.913570096527485,-0.9056312185053481,,,-1.080535810527881,,-0.9993587315219824,,-0.7744992652651284,2.439419863177239,,,-23.483466447857165,,-0.5493039269844039,,,,0.17692083091217398
57,Hispanic:no  rstproc:no,24510,0.6669546614004772,0.4038665810905727,0.22549019607843138,0.00722395688286885,-45.71336013268289,8095,0.00010527552262511068,0.7745098039215687,True,16211,0.016704429359839564,0.6596868625050999,204,-26.175874632746215,0.8299316314933142,0.09581621133757691,-39.241800620519754,0.3891384689018906,0.014856624489173825,158,0.28907277218818384,0.6656948094612353,0.7109272278118162,0.6139654324986582,-0.9749584743092435,0.7109272278118162,0.3380892422356643,0.7611323453469157,16257,-22.723859963881992,0.07346763190099251,-34.313268342557784,-0.9780258961567588,0.6678498572011424,0.1700683685066858,-28.503174002323036,0.08486750933972409,0.6609893585781346,0.796377049480168,24306,-0.9804609409404433,0.9962275597104984,0.7745098039215687,0.7207322326610229,2.1833353836284357,0.6903457353484657,0.6728800225034144,0.03736549603878443,0.6669546614004772,0.6918359518985123,9.10040094778974e-05,0.00832313341493268,2.1743953190153165,0.6737563721265403,0.39604404512500485,0.9971704496524574,8253,0.009541159091501678,2.3255386404098393,0.6708603818752295,0.019144553495698532,0.43742111082102086,9.567755453015054e-05,0.3390106414218655,2.449952254919382,0.7745098039215687,0.738961931873753,0.7496285134235338,0.8299316314933142,0.8031582755777387,0.28627863558081057,0.33304533859952273,0.6594128307916911,6.8784757096436335,46,2.3255386404098393,0.01943791871273939,4.948357200291759,0.3271199774965856,10.27096152535001,0.7992998545472474,0.6744226846185231,0.8299316314933142,2.441072625125543,0.7207322326610229,0.016298271711728922,0.7109272278118162,0.022337105671103342,0.9979276914426158,2,1.943606628583992,0.19955425481296518,-0.10265587238187586,-0.5819167310713416,0.018065052657343338,0.04117647058823537,0.1743522632161484,0.16276661633068806,0.14879616452905928,0.10371359173399422,0.17217255974707857,0.33671970624235004,0.04117647058823537,4.403474529951458,0.16347492445866882,-0.09437004633696768,no,,,,,,,,,,no,,-0.9992323092141498,-0.9924607277785474,-1.1720203641593587,-1.5171353108453878,-0.7970444879638009,0.9518267632026527,-1.2733043483631385,-1.0117183308229734,0.9516047212411767,-0.6670687122878638,-0.9924607277785474,-0.8292757635580238,1.0053689806946673,-1.1988493149346222,-0.7357445201604232,-1.8199118661800482,-1.2662040708892661,-0.3561402162862,-0.979266559606418,-2.151722005958152,-0.9924607277785474,-3.417052174295828,-0.878702861986785,-0.5803273781518723,1.3318898506605557,-0.7849022429035932,-1.0232402608817517,-1.4854660946592715,-1.28298345907014,-1.2347677715369727,-2.9490668869434016
58,Hispanic:no  rstproc:yes,7629,0.7923373686311028,0.35733481391479643,0.25892857142857145,0.012103091236372638,-16.701267873991284,1561,0.0005272272862229806,0.7410714285714286,True,5956,0.041215474700633976,0.7848866168567309,112,-10.620191850852352,0.8192347285308508,0.1793578211100159,-13.407949124840835,0.3357572922704012,0.0318508115760006,83,0.35025528839407993,0.7892923403127485,0.6497447116059204,1.0060531515297342,-0.9350349894719284,0.6497447116059204,0.3267908111867985,1.545505899042956,5985,-8.964579737274962,0.13410475955167642,-11.924709669855261,-0.9446679350444237,0.7915847424302006,0.1807652714691491,-12.979400196547385,0.15603013220180384,0.78298852176464,0.8784808636268863,7517,-0.9542558101463182,0.9930484867064316,0.7410714285714286,0.7667043986012657,3.2808608441582843,0.7046016808499421,0.8014589802098443,0.09453302961275627,0.7923373686311028,0.7257019988978116,0.0004164923457328836,0.01468082317472801,3.2630078069201187,1.311981832788944,0.3461306833457055,0.9951545530492899,1644,0.01763842074690875,3.5686316006223118,0.7967517165170904,0.05048661800486618,0.43672484636927106,0.0004747414660931637,0.21701147823536004,3.919212398761638,0.7410714285714286,0.794276888400516,0.8077067983047198,0.8192347285308508,0.8893040242121594,0.27007360409779574,0.20766263136889718,0.7822457409327384,10.920232388610305,29,3.5686316006223118,0.05224388661026196,8.403127464386541,0.19854101979015565,15.378861546582078,0.8822396681973041,0.8012386944553677,0.8192347285308508,3.9793947560246803,0.7667043986012657,0.04040989125934262,0.6497447116059204,0.0622039630208248,0.9967525985124613,2,0.7005391323765904,0.13956408532037026,-0.15766872318316477,-1.4640640077121283,-0.17686757394497324,-0.02779649595687328,-0.07117577121007014,0.02374838161918878,-0.11148314187471435,-0.062075458884454454,0.16634238472946472,0.2154935116004719,-0.02779649595687328,2.850154494515815,-0.09211744350692755,-0.13362066543010986,no,,,,,,,,,,yes,,-0.9391926786733934,-1.0592507819333525,-1.64869708578402,-3.5049323135510364,-4.48786714219635,-7.223746959074116,-1.2709469089897973,-2.0560097352759747,-6.606279674068569,-1.951901615464446,-1.0592507819333525,-1.006295755443142,-5.953936460879164,-1.5998932638969314,-1.5754671240151763,-1.2929897769024585,-0.9440076442065936,-2.173043909009844,-1.872056964595028,-4.087780157659734,-1.0592507819333525,-1.6113833702674203,-1.4027036523451173,-2.4133826028761067,-6.724147949237165,-1.240402419937984,-1.0295230145167644,-1.3786436220448133,-0.9871866076025281,-1.1123166623586194,-1.3409591774468823
59,Hispanic:yes  rstproc:no,2358,0.9328516787080323,,0.2,0.0006888486965835071,-164.87034365719134,158,0.00653050338200714,0.8,True,2195,0.02017717463010084,0.9255513146734521,5,-28.772460688482795,0.9949492366205319,0.2062289240647203,-30.86757331066724,,0.0055728732868964344,4,0.7164179361180895,0.9324553950722175,0.28358206388191054,2.7267907152479136,-0.9544964334392145,0.28358206388191054,0.2143963553530752,7.321835197542436,2196,-15.941086041341476,0.043022703177975796,-15.907590560265572,-0.9748532685691156,0.9325699745547074,0.005050763379468115,-57.674148095930676,0.13327183503204462,0.9219770014126445,0.959966639312892,2353,-0.9951668989615992,0.9974654611509006,0.8,0.8664258393540162,6.934123159303883,,0.942632841626031,0.04790419161676646,0.9328516787080323,0.6703642035558497,0.0027609243697478995,0.0021204410517387615,6.1546412852112695,5.469535391031899,0.22463554364608196,0.9995446265938069,162,0.004941408380285972,11.913924050632913,0.9408883143428415,0.024691358024691357,0.6250011830995625,0.005063291139240506,0.07802299858735558,18.576497533474278,0.8,,1.0,0.9949492366205319,0.9692179401563947,0.0,0.0671483212919677,0.9181480695799745,55.56962025316456,1,11.913924050632913,0.04586301950805767,,0.05736715837396901,,0.965047263134755,0.9402035623409669,0.9949492366205319,16.233275862068965,0.8664258393540162,0.006767634849447037,0.28358206388191054,0.06201066376313051,0.9999884710099974,2,0.22648132168756402,0.44902024667827123,-0.8423486952043624,-4.4924597008172125,,0.04137931034482767,-0.21608003123034691,,-0.2564696865826393,-0.09516626480434351,0.44362983378715704,0.06870229007633588,0.04137931034482767,4.835908687585842,-0.23464409436022354,-0.6155281997008644,yes,,,,,,,,,,no,,-0.8872837349951954,-1.054428780240661,-0.8396776439233504,-0.711339118647167,-0.19904718330240628,-11.395297177993122,-1.0,-0.9232285097959394,-17.18222388406031,-1.0628660052112628,-1.054428780240661,,-12.480650111013292,-0.8828115259724691,-1.451341793875827,,-1.3373047889445482,-1.3778828515429584,-0.9599672197174186,-1.7090551501071785,-1.054428780240661,-1.2336404574041218,,-1.3984493046851012,-16.973593337908607,-1.2054421131182464,-1.0562972448036976,-1.006758605361732,,-1.037172328767868,-1.2432747558944608
60,Hispanic:yes  rstproc:yes,553,0.9654545454545455,,0.6666666666666666,0.001120156402978849,-23.31897644927537,19,,0.3333333333333333,True,531,0.0202833031946956,0.9470614828209765,3,-5.863030303030302,0.9057006759492866,0.2846014532313303,-6.038181818181817,,0.0018083182640144665,1,0.9915962413403874,0.9619565217391305,0.008403758659612647,,-0.8277275654005077,0.008403758659612647,0.6905210295040803,,533,-1.454931972789118,-0.016141933184985375,0.0,-0.9462476547842401,0.9620253164556962,0.09429932405071303,-19.296376811594207,0.11755100455503223,0.9465772115731516,0.9751276916451335,550,-0.9986549165120594,0.9865115112000961,0.3333333333333333,0.6493939393939394,,,0.9790756889056385,0.08695652173913045,0.9654545454545455,0.32264398580167697,,0.0054249547920434,0.0,4.351437576116651,0.2435280164224295,0.9962476547842402,20,0.015771536573249294,9.649122807017543,0.9748643761301989,0.05,,0.017543859649122806,0.05342278842684848,,0.3333333333333333,,0.9761438929862019,0.9057006759492866,0.9871559633027523,,0.034545454545454546,0.9452531645569621,13.973684210526315,2,9.649122807017543,0.15929179997217954,0.0,0.0209243110943615,,0.9806094182825486,0.973869801084991,0.9057006759492866,29.496491228070173,0.6493939393939393,0.0012650894979560337,0.008403758659612647,0.24873276277202772,0.9995452501081413,2,0.12403132548704056,,,-8.235954423190027,,-0.42990654205607476,-0.23224699090551845,,-0.29080759922685095,-0.3412608340174824,,0.03616636528028933,-0.42990654205607476,8.26771759116554,-0.25542420781302316,,yes,,,,,,,,,,yes,,-1.0101035785796566,-0.736475793964473,-0.9350791201665364,-2.4758372456941538,-1.953696684770062,-6.091721294814197,,-0.9613265533402405,-6.684211177169626,-0.8373879013170165,-0.736475793964473,,-5.654628537039367,-0.9954240984214724,,,-0.4825446865201289,-0.9174252720077258,-0.9688279390674458,,-0.736475793964473,-0.02712957900708167,,,-8.555157468124643,-0.5715391232730372,-0.8049928960783772,,,,-0.5814229086689315
61,Hispanic:no  surgmeno:yes,7732,0.7470918834139328,0.39808280825500486,0.32098765432098764,0.008327872939736806,-35.16393189213097,1935,0.0004027084649234963,0.6790123456790124,True,5716,0.022129321603065563,0.7358316088980859,81,-17.585758982526286,0.7784821343190031,0.12621547910068381,-23.466182908390895,0.35983284803877613,0.01787598745525232,55,0.4339923687550381,0.7445616777387,0.5660076312449618,0.6331180046940043,-0.9604930838958754,0.5660076312449618,0.42964950021166487,1.0501022846556378,5742,-13.299976312567793,0.08241666964259943,-20.31985730140625,-0.9678337700344285,0.7463786859803414,0.22151786568099685,-19.584550897703014,0.09923373155489429,0.737193581974788,0.8466426790925087,7651,-0.9736404416222177,0.9933723645094902,0.6790123456790124,0.7130521145464725,2.3776887858790228,0.6796922598601507,0.7568016162522917,0.05311443746982135,0.7470918834139328,0.6616695454789647,0.00030269025513529293,0.010475944128297983,2.2629245853898112,0.8584922769440582,0.37899725705642684,0.9954719609892023,1990,0.013004047205014416,2.6848183239225447,0.7562228581618998,0.02763819095477387,0.5613547025763919,0.0003509107729607299,0.26280641802521204,2.9280565958895632,0.6790123456790124,0.7577948461348349,0.7644346836139804,0.7784821343190031,0.8587739391071929,0.28180075902629564,0.25290811658606716,0.7373011557880073,6.24885708606639,26,2.6848183239225447,0.03249476059486556,4.0148128463302095,0.24319838374770786,9.681424472234603,0.853580228477563,0.7561627004655975,0.7784821343190031,3.0091978581985126,0.7130521145464725,0.020887224523782753,0.5660076312449618,0.03582436113054226,0.9970400665648733,2,0.8691911511849199,0.08899701595415677,-0.31451836808820444,-1.1947712113318394,-0.17711055408523008,-0.10699588477366251,-0.011827519303041347,0.016676352041697415,-0.0580847599900677,-0.0728979930503997,0.17005825165512922,0.2573719606828764,-0.10699588477366251,2.9029180896511244,-0.038733171464425786,-0.30644190456257264,no,,,,,,,,,,,yes,-1.1412427828953478,-1.0,-1.1336761322302213,-1.5492341213589729,-0.8785600547795933,-3.3960284011938393,-0.9560869764647157,-1.0694240086295843,-3.0962628676311876,-1.3446659479367387,-1.0,-0.9352928584391141,-3.331010702252722,-1.0820391802808411,-0.8884678810672496,-1.1124229341872123,-0.8909946395405607,-0.7859632922563459,-1.0028140765140223,-3.280815282441379,-1.0,-1.5549803221656373,-0.8969112619742869,-0.99829736320526,-3.482445178623257,-0.9450553423407527,-1.0152274253333777,-0.8245454050647596,-0.9135587860463289,-0.914966570680979,-1.2174008656389552
