,description,size,DOR_LB,balanced_accuracy_UB,F1,FNR_UB,ConfusionMatrix,prevalence_threshold,phi,recall_LB,F1_complement_UB,precision,accuracy,R2_UB,pp,FPR,informedness_UB,accuracy_LB,prevalence_threshold_UB,FNR,p,recall_UB,markedness,explained_variance,recall,pn,balanced_accuracy,prevalence,precision_UB,jaccard_complement,informedness_LB,F1_UB,balanced_informedness_markedness_LB,prevalence_LB,NPV,TNR,TPR_LB,AUC,markedness_UB,AP,TPR_UB,PRC,explained_variance_UB,prevalence_UB,LR-_LB,LR-_UB,phi_LB,sensitivity_LB,fn,FPR_UB,specificity,ROC,phi_UB,AP_UB,LR+_LB,LR+,sensitivity_UB,jaccard_LB,NPV_UB,NPV_LB,jaccard,F1_complement_LB,tp,F1_LB,AUC_LB,jaccard_UB,accuracy_UB,prevalence_threshold_LB,F1_complement,explained_variance_LB,DOR_UB,precision_LB,markedness_LB,n,FPR_LB,AUC_UB,balanced_accuracy_LB,sensitivity,R2,tn,jaccard_complement_LB,specificity_UB,balanced_informedness_markedness_UB,LR+_UB,informedness,DOR,R2_LB,specificity_LB,jaccard_complement_UB,FNR_LB,LR-,fp,balanced_informedness_markedness,AP_LB,TPR,degree,predicted_prevalence,StatisticalParityDifference_UB,DisparateImpact_UB,EqualOpportunityDifference_LB,StatisticalParityDifference_LB,AverageOddsDifference_LB,AverageOddsDifference,EqualOpportunityDifference_UB,AverageOddsDifference_UB,TPR_Disparity_UB,EqualOpportunityDifference,TPR_Disparity,DisparateImpact,StatisticalParityDifference,DisparateImpact_LB,TPR_Disparity_LB,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture,worst_area,worst_compactness,worst_concave_points,worst_concavity,worst_fractal_dimension,worst_perimeter,worst_radius,worst_smoothness,worst_symmetry,worst_texture,F1_CI_diff,prevalence_threshold_CI_diff,phi_CI_diff,precision_CI_diff,accuracy_CI_diff,FPR_CI_diff,FNR_CI_diff,markedness_CI_diff,explained_variance_CI_diff,recall_CI_diff,balanced_accuracy_CI_diff,prevalence_CI_diff,jaccard_complement_CI_diff,NPV_CI_diff,AUC_CI_diff,AP_CI_diff,specificity_CI_diff,LR+_CI_diff,jaccard_CI_diff,F1_complement_CI_diff,sensitivity_CI_diff,R2_CI_diff,informedness_CI_diff,DOR_CI_diff,LR-_CI_diff,balanced_informedness_markedness_CI_diff,TPR_CI_diff,AverageOddsDifference_CI_diff,EqualOpportunityDifference_CI_diff,TPR_Disparity_CI_diff,DisparateImpact_CI_diff,StatisticalParityDifference_CI_diff
0,mean_area:q80-100,113,,,0.9955555555555555,0.03239992593136833,True,0.5,0.0,0.9676000740686317,,0.9911504424778761,0.9911504424778761,1.0,113,1.0,,0.9798672566371681,,0.0,112,1.0,,0.0,1.0,0,0.5,0.9911504424778761,0.9997759736999065,0.0,,1.0,,0.9516793514358953,,0.0,0.9676000740686317,,,0.9911504424778761,1.0,"{""precision"": [0.9911504424778761, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""recall"": [1.0, 1.0, 0.9910714285714286, 0.9821428571428571, 0.9732142857142857, 0.9642857142857143, 0.9553571428571429, 0.9464285714285714, 0.9375, 0.9285714285714286, 0.9196428571428571, 0.9107142857142857, 0.9017857142857143, 0.8928571428571429, 0.8839285714285714, 0.875, 0.8660714285714286, 0.8571428571428571, 0.8482142857142857, 0.8392857142857143, 0.8303571428571429, 0.8125, 0.7946428571428571, 0.7857142857142857, 0.7589285714285714, 0.7232142857142857, 0.6964285714285714, 0.6160714285714286, 0.4375, 0.0], ""thresholds"": [0.69, 0.7150000000000001, 0.8075, 0.8424999999999999, 0.8425, 0.85, 0.855, 0.8574999999999999, 0.865, 0.8799999999999999, 0.8975, 0.9225, 0.925, 0.9325, 0.9375, 0.9425, 0.9475, 0.9625, 0.9675, 0.9775, 0.98, 0.9825, 0.985, 0.9875, 0.99, 0.9925, 0.995, 0.9975, 1.0], ""recall_LB"": [0.9676000740686317, 0.9512566952698739, 0.9369810528120234, 0.9237137752742395, 0.9110785264162912, 0.8988899264428163, 0.887040340795679, 0.8754606318393258, 0.8641032247963963, 0.852933701624289, 0.8419261954166991, 0.8310606742334959, 0.8203212448713054, 0.8096950438836163, 0.799171484757284, 0.7887417305541135, 0.7783983145129826, 0.7681348607737987, 0.7579458746693681, 0.7478265824832934, 0.7277808701885902, 0.7079698399573326, 0.6981452549713538, 0.6689678881547914, 0.6306899389925998, 0.6024022091506895, 0.5194392163299766, 0.3439476597696542, 0.0], ""recall_UB"": [1.0, 0.9997739736911458, 0.9978300536150706, 0.9944417079349763, 0.9901848362187305, 0.9853478851277025, 0.9800890546058892, 0.9745049090001136, 0.9686592475968113, 0.9625967582621281, 0.9563501625621967, 0.949944265542584, 0.943398400700398, 0.9367279830643779, 0.9299455377184971, 0.9230614050167475, 0.9160842385415993, 0.9090213656717961, 0.9018790544181708, 0.8946627146873141, 0.8800261909410746, 0.8651429909942153, 0.8576167425236015, 0.8347295364253763, 0.8035662124895494, 0.7797609224174381, 0.7064051738972518, 0.5344400138444032, 0.03239992593136833]}",1.0,0.9997759736999065,,,0.0,0.9676000740686317,0,1.0,0.0,"{""fpr"": [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0], ""tpr"": [0.0, 0.4375, 0.6160714285714286, 0.6964285714285714, 0.7232142857142857, 0.7589285714285714, 0.7857142857142857, 0.7946428571428571, 0.8303571428571429, 1.0, 1.0], ""thresholds"": [2.0, 1.0, 0.9975, 0.995, 0.9925, 0.99, 0.9875, 0.985, 0.98, 0.7150000000000001, 0.69], ""TPR_LB"": [0.0, 0.0, 0.3439476597696542, 0.5194392163299766, 0.6024022091506895, 0.6306899389925998, 0.6689678881547914, 0.6981452549713538, 0.7277808701885902, 0.9512566952698739, 0.9676000740686317], ""TPR_UB"": [0.03239992593136833, 0.03239992593136833, 0.5344400138444032, 0.7064051738972518, 0.7797609224174381, 0.8035662124895494, 0.8347295364253763, 0.8576167425236015, 0.8800261909410746, 0.9997739736911458, 1.0]}",0.0,1.0,,1.0,1.0,0.3333333333333333,,,1.0,,112,0.9819819819819819,,,1.0,,,-6.106226635438347e-17,,0.9516793514358953,,1,0.025000000000000022,,,1.0,-0.008928571428571397,0,,0.975,,,1.0,,-0.02986447039199331,0.0,,0.0,,1,,0.9621681415929203,1.0,1,1.0,0.819188596491228,9.879156168346398,0.06420478951890035,0.7647478070175439,,0.5587640449438203,0.20375314635023375,,0.1883511074651353,0.14,0.14,4.851063829787234,0.793859649122807,-0.23108552631578938,0.08706293706293709,q80-100,,,,,,,,,,,,,,,,,,,,-0.07876820494823644,,0.871542349079954,-0.0807042163907491,-0.05144991212653771,-0.9884089785674158,0.004170831061975612,,-0.22776798103941498,-0.10831859812436206,,-0.6670469311035959,,,,-0.12078130587248903,-0.022315639264348763,,,,-0.10831859812436206,-0.2279615754672195,,,,,-0.10831859812436206,,,,,
1,mean_area:q00-20,114,,,0.8,0.9057006759492866,True,0.0,0.8128433340529315,0.09429932405071303,1.0,1.0,0.9912280701754386,1.0,2,0.0,,0.9736842105263158,,0.3333333333333333,3,0.9915962413403874,0.008928571428571397,0.6606606606606606,0.6666666666666666,112,0.8333333333333333,0.02631578947368421,1.0,0.9910714285714286,,,,0.005460178318250137,0.9910714285714286,1.0,0.09429932405071303,0.8333333333333333,,0.6754385964912281,0.9915962413403874,"{""precision"": [0.02631578947368421, 0.04, 0.04838709677419355, 0.058823529411764705, 0.07142857142857142, 0.08333333333333333, 0.08823529411764706, 0.09090909090909091, 0.0967741935483871, 0.10714285714285714, 0.1111111111111111, 0.11538461538461539, 0.125, 0.13636363636363635, 0.14285714285714285, 0.15, 0.15789473684210525, 0.16666666666666666, 0.1875, 0.2, 0.21428571428571427, 0.23076923076923078, 0.25, 0.2727272727272727, 0.3, 0.3333333333333333, 0.375, 0.42857142857142855, 0.5, 0.4, 0.5, 0.6666666666666666, 1.0, 1.0, 1.0], ""recall"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0], ""thresholds"": [0.0, 0.0025, 0.005, 0.0075, 0.01, 0.0125, 0.015, 0.0174999999999999, 0.0175, 0.0225, 0.025, 0.0275, 0.0325, 0.0375, 0.04, 0.045, 0.055, 0.0625, 0.065, 0.0675, 0.075, 0.115, 0.145, 0.1674999999999999, 0.195, 0.2075, 0.2149999999999999, 0.2249999999999999, 0.28, 0.2825, 0.31, 0.3575, 0.675, 0.775], ""recall_LB"": [0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.09429932405071303, 0.09429932405071303, 0.09429932405071303, 0.09429932405071303, 0.008403758659612647, 0.0], ""recall_UB"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9915962413403874, 0.9915962413403874, 0.9915962413403874, 0.9915962413403874, 0.9057006759492866, 0.7075982261787133]}",1.0,0.074981845100307,,,0.0,0.09429932405071303,1,0.03268699402399767,1.0,"{""fpr"": [0.0, 0.0, 0.0, 0.02702702702702703, 0.02702702702702703, 0.11711711711711711, 0.13513513513513514, 0.17117117117117117, 0.2072072072072072, 0.22522522522522523, 0.25225225225225223, 0.2702702702702703, 0.27927927927927926, 0.2972972972972973, 0.35135135135135137, 0.43243243243243246, 0.5315315315315315, 0.6486486486486487, 1.0], ""tpr"": [0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""thresholds"": [1.775, 0.775, 0.675, 0.2825, 0.28, 0.065, 0.0625, 0.0375, 0.0275, 0.0225, 0.0175, 0.0174999999999999, 0.015, 0.0125, 0.01, 0.0075, 0.005, 0.0025, 0.0], ""TPR_LB"": [0.0, 0.0, 0.008403758659612647, 0.09429932405071303, 0.09429932405071303, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867, 0.2924017738212867], ""TPR_UB"": [0.7075982261787133, 0.7075982261787133, 0.9057006759492866, 0.9915962413403874, 0.9915962413403874, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]}",1.0,1.0,,,0.9915962413403874,,0.9997739736911458,0.9512566952698739,,0.9863211617383985,2,,0.5066726692433243,,1.0,,0.9955156950672646,0.0,,0.15811388300839305,,111,0.0,1.0,,0.6666666666666666,0.6576576576576579,111,0.9708458438685208,1.0,,,,,-0.013848361635971633,0.9673130059760023,1.0,0.008403758659612647,0.3333333333333333,0,,-0.0,0.6666666666666666,1,0.017543859649122806,-0.34991319850159813,24.053716183188833,,-0.49736738901915933,,-0.15385887112459642,,,0.3964659567799946,-0.27113237639553434,-0.27113237639553434,0.03893881044073599,-0.43300559090032775,-27.953306590574584,-1.6053052288014422,q00-20,,,,,,,,,,,,,,,,,,,,,,-0.12845765092004602,-0.08092824269084264,-0.05144991212653771,-0.021095972591413475,-0.8691299189559427,,-0.22776798103941498,-0.09991483946474944,,0.2577471974960035,-0.07695164945857458,-0.06381163998885564,-0.06425224331527146,-0.12078130587248903,-0.047315639264348786,,,-0.04486291204499293,-0.09991483946474944,-0.2279615754672195,,,,,-0.09991483946474944,,,,,
2,mean_area:q20-40,114,,1.0,0.8,0.7772219044964505,True,0.0,0.8090398349558906,0.22277809550354957,1.0,1.0,0.9824561403508771,1.0,4,0.0,,0.9576754385964913,0.0,0.3333333333333333,6,0.9567281317071105,0.018181818181818188,0.654320987654321,0.6666666666666666,110,0.8333333333333333,0.05263157894736842,1.0,0.9818181818181818,,1.0,,0.019557203885541743,0.9818181818181818,1.0,0.22277809550354957,0.8333333333333333,,0.6842105263157895,0.9567281317071105,"{""precision"": [0.05263157894736842, 0.075, 0.09836065573770492, 0.12244897959183673, 0.14634146341463414, 0.17142857142857143, 0.18181818181818182, 0.16666666666666666, 0.1724137931034483, 0.17857142857142858, 0.19230769230769232, 0.2, 0.20833333333333334, 0.22727272727272727, 0.23809523809523808, 0.25, 0.2631578947368421, 0.2777777777777778, 0.29411764705882354, 0.3125, 0.3333333333333333, 0.35714285714285715, 0.38461538461538464, 0.4166666666666667, 0.45454545454545453, 0.5, 0.5555555555555556, 0.625, 0.7142857142857143, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""recall"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.6666666666666666, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0], ""thresholds"": [0.0, 0.0025, 0.005, 0.0075, 0.01, 0.0125, 0.015, 0.0174999999999999, 0.0175, 0.02, 0.0225, 0.025, 0.03, 0.035, 0.0425, 0.045, 0.05, 0.055, 0.0625, 0.0675, 0.08, 0.1025, 0.1124999999999999, 0.1149999999999999, 0.13, 0.14, 0.17, 0.1775, 0.2475, 0.4875, 0.5349999999999999, 0.6775, 0.8275, 0.89], ""recall_LB"": [0.5407418735600996, 0.5407418735600996, 0.5407418735600996, 0.5407418735600996, 0.5407418735600996, 0.5407418735600996, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.22277809550354957, 0.11811724875702524, 0.04327186829288956, 0.004210744514489595, 0.0], ""recall_UB"": [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9567281317071105, 0.8818827512429748, 0.7772219044964505, 0.6412345789974864, 0.4592581264399004]}",1.0,0.1110401671084955,0.0,0.8187499999999996,0.0,0.22277809550354957,2,0.03357955021865448,1.0,"{""fpr"": [0.0, 0.0, 0.0, 0.018518518518518517, 0.1574074074074074, 0.17592592592592593, 0.19444444444444445, 0.21296296296296297, 0.23148148148148148, 0.25, 0.26851851851851855, 0.32407407407407407, 0.39814814814814814, 0.5092592592592593, 0.6851851851851852, 1.0], ""tpr"": [0.0, 0.16666666666666666, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], ""thresholds"": [1.8900000000000001, 0.89, 0.4875, 0.2475, 0.035, 0.03, 0.0225, 0.02, 0.0174999999999999, 0.015, 0.0125, 0.01, 0.0075, 0.005, 0.0025, 0.0], ""TPR_LB"": [0.0, 0.0, 0.22277809550354957, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.3587654210025136, 0.5407418735600996, 0.5407418735600996, 0.5407418735600996, 0.5407418735600996, 0.5407418735600996, 0.5407418735600996], ""TPR_UB"": [0.4592581264399004, 0.4592581264399004, 0.9567281317071105, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 0.9957892554855104, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]}",0.9431048475363633,1.0,,,0.9567281317071105,,0.9977904628251113,0.935862460622547,,0.9778993782514909,4,0.3909722222222224,0.6267349892318127,,1.0,0.0,0.9908256880733944,0.2373123123123129,,0.3976353643835142,,108,0.0,1.0,0.625,0.6666666666666666,0.6481481481481481,108,0.9555329665949135,1.0,,,,,0.37247706422018356,0.9664204497813456,1.0,0.04327186829288956,0.3333333333333333,0,,0.3303728070175439,0.6666666666666666,1,0.03508771929824561,-0.3525935349906468,11.529180882175295,-1.3189099204514076,-0.49066124279931844,-0.8227465247034875,-0.1556127422310602,0.3921699091896319,0.1780652686899713,0.392701152028474,-0.2750809061488674,-0.2750809061488674,0.07864488808227464,-0.41106612685560057,-13.822837025888822,-1.608896914685551,q20-40,,,,,,,,,,,,,,,,,,,,-0.07876820494823644,0.0936857385444371,-0.07156249845640927,-0.08092824269084264,-0.05144991212653771,-0.02198852878607029,-0.7406511475031066,,-0.22776798103941498,-0.06504672983147253,-0.06690003565905267,0.22168887548781502,-0.07695164945857458,-0.061828129122821096,-0.06425224331527146,-0.12078130587248903,-0.047315639264348786,,,-0.04486291204499293,-0.06504672983147253,-0.2279615754672195,,,-0.7788804885210331,,-0.06504672983147253,,,,,
