,description,size,kolmogorov_smirnoff_confidence_score_statistic,kolmogorov_smirnoff_malignancy_score_statistic,kolmogorov_smirnoff_outlier_score_statistic,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture,worst_area,worst_compactness,worst_concave_points,worst_concavity,worst_fractal_dimension,worst_perimeter,worst_radius,worst_smoothness,worst_symmetry,worst_texture
1113,mean_compactness:q00-20  mean_concave_points:q00-20  mean_fractal_dimension:q00-20,21,0.30804657629475146,0.4981751824817518,0.4981751824817518,,q00-20,q00-20,,q00-20,,,,,,,,,,,,,,,
1114,mean_compactness:q00-20  mean_concave_points:q00-20  mean_fractal_dimension:q20-40,25,-0.3179411764705882,0.5422794117647058,0.5422794117647058,,q00-20,q00-20,,q20-40,,,,,,,,,,,,,,,
1115,mean_compactness:q80-100  mean_concave_points:q80-100  mean_perimeter:q80-100,47,-0.4315235999021766,-0.7854406130268199,-0.7854406130268199,,q80-100,q80-100,,,q80-100,,,,,,,,,,,,,,
1116,mean_compactness:q80-100  mean_concave_points:q80-100  mean_perimeter:q60-80,26,0.17091656041932285,-0.6908202294942627,-0.6908202294942627,,q80-100,q80-100,,,q60-80,,,,,,,,,,,,,,
1117,mean_compactness:q60-80  mean_concave_points:q80-100  mean_perimeter:q80-100,24,-0.3948012232415902,-0.7863914373088685,-0.7863914373088685,,q60-80,q80-100,,,q80-100,,,,,,,,,,,,,,
1118,mean_compactness:q60-80  mean_concave_points:q60-80  mean_perimeter:q60-80,20,0.30154826958105646,-0.5802367941712204,-0.5802367941712204,,q60-80,q60-80,,,q60-80,,,,,,,,,,,,,,
1119,mean_compactness:q00-20  mean_concave_points:q00-20  mean_perimeter:q20-40,23,-0.34615384615384615,0.5311355311355311,0.5311355311355311,,q00-20,q00-20,,,q20-40,,,,,,,,,,,,,,
1120,mean_compactness:q00-20  mean_concave_points:q00-20  mean_perimeter:q00-20,39,-0.3045476536042574,0.5932268988872762,0.5932268988872762,,q00-20,q00-20,,,q00-20,,,,,,,,,,,,,,
1121,mean_compactness:q80-100  mean_concave_points:q80-100  mean_radius:q80-100,45,-0.42268871925360474,-0.7824427480916031,-0.7824427480916031,,q80-100,q80-100,,,,q80-100,,,,,,,,,,,,,
1122,mean_compactness:q80-100  mean_concave_points:q80-100  mean_radius:q60-80,27,-0.14363810304769714,-0.6935902692360257,-0.6935902692360257,,q80-100,q80-100,,,,q60-80,,,,,,,,,,,,,
1123,mean_compactness:q60-80  mean_concave_points:q80-100  mean_radius:q80-100,24,-0.3948012232415902,-0.7863914373088685,-0.7863914373088685,,q60-80,q80-100,,,,q80-100,,,,,,,,,,,,,
1124,mean_compactness:q00-20  mean_concave_points:q00-20  mean_radius:q20-40,20,-0.3442622950819672,0.5282331511839709,0.5282331511839709,,q00-20,q00-20,,,,q20-40,,,,,,,,,,,,,
1125,mean_compactness:q00-20  mean_concave_points:q00-20  mean_radius:q00-20,39,-0.3045476536042574,0.5932268988872762,0.5932268988872762,,q00-20,q00-20,,,,q00-20,,,,,,,,,,,,,
1126,mean_compactness:q80-100  mean_concave_points:q80-100  mean_smoothness:q80-100,46,-0.2392551334275501,-0.7201346745365367,-0.7201346745365367,,q80-100,q80-100,,,,,q80-100,,,,,,,,,,,,
1127,mean_compactness:q80-100  mean_concave_points:q80-100  mean_smoothness:q60-80,23,-0.19700589265806656,-0.7472527472527473,-0.7472527472527473,,q80-100,q80-100,,,,,q60-80,,,,,,,,,,,,
1128,mean_compactness:q00-20  mean_concave_points:q00-20  mean_smoothness:q00-20,51,-0.24426527367703837,0.538307214777803,0.538307214777803,,q00-20,q00-20,,,,,q00-20,,,,,,,,,,,,
1129,mean_compactness:q80-100  mean_concave_points:q80-100  mean_symmetry:q80-100,40,-0.2024102079395085,-0.7353497164461248,-0.7353497164461248,,q80-100,q80-100,,,,,,q80-100,,,,,,,,,,,
1130,mean_compactness:q80-100  mean_concave_points:q80-100  mean_symmetry:q60-80,21,-0.275634341327772,-0.6658846020159889,-0.6658846020159889,,q80-100,q80-100,,,,,,q60-80,,,,,,,,,,,
1131,mean_compactness:q80-100  mean_concave_points:q60-80  mean_symmetry:q80-100,20,0.690528233151184,-0.5482695810564663,-0.5482695810564663,,q80-100,q60-80,,,,,,q80-100,,,,,,,,,,,
1132,mean_compactness:q00-20  mean_concave_points:q00-20  mean_symmetry:q00-20,32,-0.23172718808193668,0.5400372439478585,0.5400372439478585,,q00-20,q00-20,,,,,,q00-20,,,,,,,,,,,
1133,mean_compactness:q00-20  mean_concave_points:q00-20  mean_symmetry:q20-40,22,-0.27447232840285857,0.4990859232175503,0.4990859232175503,,q00-20,q00-20,,,,,,q20-40,,,,,,,,,,,
1134,mean_compactness:q80-100  mean_concave_points:q80-100  mean_texture:q60-80,20,-0.3540983606557377,-0.735063752276867,-0.735063752276867,,q80-100,q80-100,,,,,,,q60-80,,,,,,,,,,
1135,mean_compactness:q80-100  mean_concave_points:q80-100  mean_texture:q80-100,32,-0.3123836126629423,-0.7318435754189944,-0.7318435754189944,,q80-100,q80-100,,,,,,,q80-100,,,,,,,,,,
1136,mean_compactness:q00-20  mean_concave_points:q00-20  mean_texture:q00-20,21,-0.3250782064650678,0.5912408759124088,0.5912408759124088,,q00-20,q00-20,,,,,,,q00-20,,,,,,,,,,
1137,mean_compactness:q80-100  mean_concave_points:q80-100  worst_area:q80-100,52,-0.43643059068590984,-0.7931483410206814,-0.7931483410206814,,q80-100,q80-100,,,,,,,,q80-100,,,,,,,,,
1138,mean_compactness:q80-100  mean_concave_points:q80-100  worst_area:q60-80,21,0.3994612443517553,-0.7153284671532847,-0.7153284671532847,,q80-100,q80-100,,,,,,,,q60-80,,,,,,,,,
1139,mean_compactness:q60-80  mean_concave_points:q80-100  worst_area:q80-100,24,-0.3948012232415902,-0.7863914373088685,-0.7863914373088685,,q60-80,q80-100,,,,,,,,q80-100,,,,,,,,,
1140,mean_compactness:q60-80  mean_concave_points:q60-80  worst_area:q60-80,23,0.4052396878483835,-0.5902213728300685,-0.5902213728300685,,q60-80,q60-80,,,,,,,,q60-80,,,,,,,,,
1141,mean_compactness:q00-20  mean_concave_points:q00-20  worst_area:q20-40,25,-0.375,0.5330882352941176,0.5330882352941176,,q00-20,q00-20,,,,,,,,q20-40,,,,,,,,,
1142,mean_compactness:q00-20  mean_concave_points:q00-20  worst_area:q00-20,36,-0.30055242860120907,0.5876068376068376,0.5876068376068376,,q00-20,q00-20,,,,,,,,q00-20,,,,,,,,,
1143,mean_compactness:q80-100  mean_concave_points:q80-100  worst_compactness:q80-100,60,-0.23025540275049117,-0.7643091028159791,-0.7643091028159791,,q80-100,q80-100,,,,,,,,,q80-100,,,,,,,,
1144,mean_compactness:q80-100  mean_concave_points:q60-80  worst_compactness:q80-100,23,0.5266762223283963,-0.5512820512820513,-0.5512820512820513,,q80-100,q60-80,,,,,,,,,q80-100,,,,,,,,
1145,mean_compactness:q00-20  mean_concave_points:q00-20  worst_compactness:q00-20,60,-0.28988212180746564,0.5806483300589391,0.5806483300589391,,q00-20,q00-20,,,,,,,,,q00-20,,,,,,,,
1146,mean_compactness:q80-100  mean_concave_points:q80-100  worst_concave_points:q80-100,65,-0.2677045177045177,-0.7718253968253969,-0.7718253968253969,,q80-100,q80-100,,,,,,,,,,q80-100,,,,,,,
1147,mean_compactness:q20-40  mean_concave_points:q20-40  worst_concave_points:q20-40,21,-0.17118526242613835,0.4981751824817518,0.4981751824817518,,q20-40,q20-40,,,,,,,,,,q20-40,,,,,,,
1148,mean_compactness:q60-80  mean_concave_points:q60-80  worst_concave_points:q60-80,28,0.34459994718774756,-0.47999735938737786,-0.47999735938737786,,q60-80,q60-80,,,,,,,,,,q60-80,,,,,,,
1149,mean_compactness:q40-60  mean_concave_points:q40-60  worst_concave_points:q40-60,26,0.27546394673466496,0.35359116022099446,0.35359116022099446,,q40-60,q40-60,,,,,,,,,,q40-60,,,,,,,
1150,mean_compactness:q40-60  mean_concave_points:q20-40  worst_concave_points:q20-40,22,-0.24621904603623068,0.5118829981718465,0.5118829981718465,,q40-60,q20-40,,,,,,,,,,q20-40,,,,,,,
1151,mean_compactness:q00-20  mean_concave_points:q00-20  worst_concave_points:q00-20,67,-0.2710352619373253,0.5776892430278885,0.5776892430278885,,q00-20,q00-20,,,,,,,,,,q00-20,,,,,,,
1152,mean_compactness:q80-100  mean_concave_points:q80-100  worst_concavity:q80-100,66,-0.25622025423218264,-0.7733598409542743,-0.7733598409542743,,q80-100,q80-100,,,,,,,,,,,q80-100,,,,,,
1153,mean_compactness:q80-100  mean_concave_points:q60-80  worst_concavity:q80-100,20,0.535063752276867,-0.5482695810564663,-0.5482695810564663,,q80-100,q60-80,,,,,,,,,,,q80-100,,,,,,
1154,mean_compactness:q60-80  mean_concave_points:q80-100  worst_concavity:q60-80,21,-0.41736183524504694,-0.7697254084115398,-0.7697254084115398,,q60-80,q80-100,,,,,,,,,,,q60-80,,,,,,
1155,mean_compactness:q60-80  mean_concave_points:q60-80  worst_concavity:q60-80,20,0.29262295081967216,-0.5701275045537341,-0.5701275045537341,,q60-80,q60-80,,,,,,,,,,,q60-80,,,,,,
1156,mean_compactness:q00-20  mean_concave_points:q00-20  worst_concavity:q00-20,57,-0.27371162280701755,0.56640625,0.56640625,,q00-20,q00-20,,,,,,,,,,,q00-20,,,,,,
1157,mean_compactness:q80-100  mean_concave_points:q80-100  worst_fractal_dimension:q80-100,42,-0.1348603957712117,-0.7381404174573055,-0.7381404174573055,,q80-100,q80-100,,,,,,,,,,,,q80-100,,,,,
1158,mean_compactness:q80-100  mean_concave_points:q80-100  worst_fractal_dimension:q60-80,22,-0.39197274389230513,-0.7477148080438757,-0.7477148080438757,,q80-100,q80-100,,,,,,,,,,,,q60-80,,,,,
1159,mean_compactness:q80-100  mean_concave_points:q60-80  worst_fractal_dimension:q80-100,26,0.6014307975633942,-0.5543278084714549,-0.5543278084714549,,q80-100,q60-80,,,,,,,,,,,,q80-100,,,,,
1160,mean_compactness:q00-20  mean_concave_points:q00-20  worst_fractal_dimension:q20-40,23,-0.2744067526676222,0.517439082656474,0.517439082656474,,q00-20,q00-20,,,,,,,,,,,,q20-40,,,,,
1161,mean_compactness:q00-20  mean_concave_points:q00-20  worst_fractal_dimension:q00-20,33,-0.2728968792401628,0.5410447761194029,0.5410447761194029,,q00-20,q00-20,,,,,,,,,,,,q00-20,,,,,
1162,mean_compactness:q80-100  mean_concave_points:q80-100  worst_perimeter:q80-100,52,-0.43029311114417496,-0.7931483410206814,-0.7931483410206814,,q80-100,q80-100,,,,,,,,,,,,,q80-100,,,,
1163,mean_compactness:q80-100  mean_concave_points:q80-100  worst_perimeter:q60-80,23,0.3146201624462494,-0.6726389552476509,-0.6726389552476509,,q80-100,q80-100,,,,,,,,,,,,,q60-80,,,,
1164,mean_compactness:q60-80  mean_concave_points:q80-100  worst_perimeter:q80-100,24,-0.3948012232415902,-0.7863914373088685,-0.7863914373088685,,q60-80,q80-100,,,,,,,,,,,,,q80-100,,,,
1165,mean_compactness:q60-80  mean_concave_points:q60-80  worst_perimeter:q60-80,23,0.41264532568880397,-0.5902213728300685,-0.5902213728300685,,q60-80,q60-80,,,,,,,,,,,,,q60-80,,,,
1166,mean_compactness:q00-20  mean_concave_points:q00-20  worst_perimeter:q00-20,40,-0.3058128544423441,0.5950378071833649,0.5950378071833649,,q00-20,q00-20,,,,,,,,,,,,,q00-20,,,,
1167,mean_compactness:q00-20  mean_concave_points:q00-20  worst_perimeter:q20-40,25,-0.2802941176470588,0.5330882352941176,0.5330882352941176,,q00-20,q00-20,,,,,,,,,,,,,q20-40,,,,
1168,mean_compactness:q80-100  mean_concave_points:q80-100  worst_radius:q80-100,50,-0.4254720616570328,-0.789980732177264,-0.789980732177264,,q80-100,q80-100,,,,,,,,,,,,,,q80-100,,,
1169,mean_compactness:q80-100  mean_concave_points:q80-100  worst_radius:q60-80,24,0.32087155963302755,-0.6757645259938838,-0.6757645259938838,,q80-100,q80-100,,,,,,,,,,,,,,q60-80,,,
1170,mean_compactness:q60-80  mean_concave_points:q80-100  worst_radius:q80-100,24,-0.3948012232415902,-0.7863914373088685,-0.7863914373088685,,q60-80,q80-100,,,,,,,,,,,,,,q80-100,,,
1171,mean_compactness:q60-80  mean_concave_points:q60-80  worst_radius:q60-80,21,0.3994612443517553,-0.583767813694821,-0.583767813694821,,q60-80,q60-80,,,,,,,,,,,,,,q60-80,,,
1172,mean_compactness:q00-20  mean_concave_points:q00-20  worst_radius:q00-20,37,-0.3019203413940256,0.5895143263564316,0.5895143263564316,,q00-20,q00-20,,,,,,,,,,,,,,q00-20,,,
1173,mean_compactness:q00-20  mean_concave_points:q00-20  worst_radius:q20-40,26,-0.29508428955942767,0.5340699815837937,0.5340699815837937,,q00-20,q00-20,,,,,,,,,,,,,,q20-40,,,
1174,mean_compactness:q80-100  mean_concave_points:q80-100  worst_smoothness:q80-100,38,-0.18123699078203984,-0.7325800376647834,-0.7325800376647834,,q80-100,q80-100,,,,,,,,,,,,,,,q80-100,,
1175,mean_compactness:q80-100  mean_concave_points:q80-100  worst_smoothness:q60-80,20,-0.37641165755919853,-0.6913479052823315,-0.6913479052823315,,q80-100,q80-100,,,,,,,,,,,,,,,q60-80,,
1176,mean_compactness:q00-20  mean_concave_points:q00-20  worst_smoothness:q00-20,45,-0.23295165394402034,0.5293044953350297,0.5293044953350297,,q00-20,q00-20,,,,,,,,,,,,,,,q00-20,,
1177,mean_compactness:q80-100  mean_concave_points:q80-100  worst_symmetry:q80-100,38,-0.23971652294578252,-0.740162553275845,-0.740162553275845,,q80-100,q80-100,,,,,,,,,,,,,,,,q80-100,
1178,mean_compactness:q00-20  mean_concave_points:q00-20  worst_symmetry:q40-60,21,-0.27337504344803615,0.541797010775113,0.541797010775113,,q00-20,q00-20,,,,,,,,,,,,,,,,q40-60,
1179,mean_compactness:q00-20  mean_concave_points:q00-20  worst_symmetry:q00-20,27,-0.2563208965422988,0.5350553505535055,0.5350553505535055,,q00-20,q00-20,,,,,,,,,,,,,,,,q00-20,
1180,mean_compactness:q80-100  mean_concave_points:q80-100  worst_texture:q60-80,23,-0.22917662048096832,-0.7490842490842491,-0.7490842490842491,,q80-100,q80-100,,,,,,,,,,,,,,,,,q60-80
1181,mean_compactness:q80-100  mean_concave_points:q80-100  worst_texture:q80-100,28,-0.3894903617639292,-0.7350805386849749,-0.7350805386849749,,q80-100,q80-100,,,,,,,,,,,,,,,,,q80-100
1182,mean_compactness:q00-20  mean_concave_points:q00-20  worst_texture:q00-20,20,-0.38105646630236795,0.6102003642987249,0.6102003642987249,,q00-20,q00-20,,,,,,,,,,,,,,,,,q00-20
1183,mean_compactness:q00-20  mean_concave_points:q00-20  worst_texture:q20-40,22,-0.27787934186471663,0.5301645338208409,0.5301645338208409,,q00-20,q00-20,,,,,,,,,,,,,,,,,q20-40
1184,mean_compactness:q80-100  mean_concavity:q80-100  mean_fractal_dimension:q80-100,41,0.24182372505543237,-0.5837952697708795,-0.5837952697708795,,q80-100,,q80-100,q80-100,,,,,,,,,,,,,,,
1185,mean_compactness:q80-100  mean_concavity:q80-100  mean_fractal_dimension:q40-60,21,-0.4239659367396594,-0.7682481751824818,-0.7682481751824818,,q80-100,,q80-100,q40-60,,,,,,,,,,,,,,,
1186,mean_compactness:q20-40  mean_concavity:q20-40  mean_fractal_dimension:q20-40,20,-0.16484517304189436,0.5164845173041894,0.5164845173041894,,q20-40,,q20-40,q20-40,,,,,,,,,,,,,,,
1187,mean_compactness:q00-20  mean_concavity:q00-20  mean_fractal_dimension:q00-20,24,0.2786697247706422,0.4574159021406728,0.4574159021406728,,q00-20,,q00-20,q00-20,,,,,,,,,,,,,,,
1188,mean_compactness:q00-20  mean_concavity:q00-20  mean_fractal_dimension:q20-40,28,-0.3377343543702139,0.5490493794560338,0.5490493794560338,,q00-20,,q00-20,q20-40,,,,,,,,,,,,,,,
1189,mean_compactness:q80-100  mean_concavity:q80-100  mean_perimeter:q80-100,49,-0.4398351648351648,-0.7884615384615384,-0.7884615384615384,,q80-100,,q80-100,,q80-100,,,,,,,,,,,,,,
1190,mean_compactness:q80-100  mean_concavity:q80-100  mean_perimeter:q60-80,28,0.19177449168207025,-0.6962635331396884,-0.6962635331396884,,q80-100,,q80-100,,q60-80,,,,,,,,,,,,,,
1191,mean_compactness:q20-40  mean_concavity:q20-40  mean_perimeter:q20-40,24,-0.3400611620795107,0.6267584097859327,0.6267584097859327,,q20-40,,q20-40,,q20-40,,,,,,,,,,,,,,
1192,mean_compactness:q60-80  mean_concavity:q60-80  mean_perimeter:q80-100,24,-0.33035168195718656,-0.7596330275229358,-0.7596330275229358,,q60-80,,q60-80,,q80-100,,,,,,,,,,,,,,
1193,mean_compactness:q60-80  mean_concavity:q60-80  mean_perimeter:q60-80,22,0.3156057836130962,-0.5648994515539305,-0.5648994515539305,,q60-80,,q60-80,,q60-80,,,,,,,,,,,,,,
1194,mean_compactness:q00-20  mean_concavity:q00-20  mean_perimeter:q20-40,27,-0.34870848708487084,0.5350553505535055,0.5350553505535055,,q00-20,,q00-20,,q20-40,,,,,,,,,,,,,,
1195,mean_compactness:q00-20  mean_concavity:q00-20  mean_perimeter:q00-20,35,-0.2991439272338149,0.5856607811663992,0.5856607811663992,,q00-20,,q00-20,,q00-20,,,,,,,,,,,,,,
1196,mean_compactness:q80-100  mean_concavity:q80-100  mean_radius:q80-100,47,-0.4315235999021766,-0.7854406130268199,-0.7854406130268199,,q80-100,,q80-100,,,q80-100,,,,,,,,,,,,,
1197,mean_compactness:q80-100  mean_concavity:q80-100  mean_radius:q60-80,28,0.1542117771322947,-0.6962635331396884,-0.6962635331396884,,q80-100,,q80-100,,,q60-80,,,,,,,,,,,,,
1198,mean_compactness:q20-40  mean_concavity:q20-40  mean_radius:q20-40,25,-0.35463235294117645,0.6318382352941176,0.6318382352941176,,q20-40,,q20-40,,,q20-40,,,,,,,,,,,,,
1199,mean_compactness:q60-80  mean_concavity:q60-80  mean_radius:q80-100,25,-0.34316176470588233,-0.7610294117647058,-0.7610294117647058,,q60-80,,q60-80,,,q80-100,,,,,,,,,,,,,
1200,mean_compactness:q60-80  mean_concavity:q60-80  mean_radius:q60-80,20,0.3097449908925319,-0.5628415300546448,-0.5628415300546448,,q60-80,,q60-80,,,q60-80,,,,,,,,,,,,,
1201,mean_compactness:q00-20  mean_concavity:q00-20  mean_radius:q20-40,25,-0.3474264705882353,0.5330882352941176,0.5330882352941176,,q00-20,,q00-20,,,q20-40,,,,,,,,,,,,,
1202,mean_compactness:q00-20  mean_concavity:q00-20  mean_radius:q00-20,34,-0.2976910390324354,0.5836723474436504,0.5836723474436504,,q00-20,,q00-20,,,q00-20,,,,,,,,,,,,,
1203,mean_compactness:q80-100  mean_concavity:q80-100  mean_smoothness:q80-100,51,-0.19005980770686653,-0.7120523885229768,-0.7120523885229768,,q80-100,,q80-100,,,,q80-100,,,,,,,,,,,,
1204,mean_compactness:q80-100  mean_concavity:q80-100  mean_smoothness:q60-80,26,-0.189332766680833,-0.6707748972942343,-0.6707748972942343,,q80-100,,q80-100,,,,q60-80,,,,,,,,,,,,
1205,mean_compactness:q00-20  mean_concavity:q00-20  mean_smoothness:q00-20,51,-0.24426527367703837,0.527027027027027,0.527027027027027,,q00-20,,q00-20,,,,q00-20,,,,,,,,,,,,
1206,mean_compactness:q80-100  mean_concavity:q80-100  mean_symmetry:q80-100,51,0.11741994094935271,-0.6258990082519494,-0.6258990082519494,,q80-100,,q80-100,,,,,q80-100,,,,,,,,,,,
1207,mean_compactness:q80-100  mean_concavity:q80-100  mean_symmetry:q60-80,20,-0.3540983606557377,-0.7140255009107468,-0.7140255009107468,,q80-100,,q80-100,,,,,q60-80,,,,,,,,,,,
1208,mean_compactness:q60-80  mean_concavity:q60-80  mean_symmetry:q40-60,21,0.15762947514772332,-0.5034758428919013,-0.5034758428919013,,q60-80,,q60-80,,,,,q40-60,,,,,,,,,,,
1209,mean_compactness:q60-80  mean_concavity:q60-80  mean_symmetry:q60-80,20,0.25792349726775954,-0.5683060109289617,-0.5683060109289617,,q60-80,,q60-80,,,,,q60-80,,,,,,,,,,,
1210,mean_compactness:q00-20  mean_concavity:q00-20  mean_symmetry:q00-20,35,-0.18673087212413056,0.4976457998929909,0.4976457998929909,,q00-20,,q00-20,,,,,q00-20,,,,,,,,,,,
1211,mean_compactness:q00-20  mean_concavity:q00-20  mean_symmetry:q20-40,23,-0.2660455486542443,0.5,0.5,,q00-20,,q00-20,,,,,q20-40,,,,,,,,,,,
1212,mean_compactness:q80-100  mean_concavity:q80-100  mean_texture:q60-80,21,-0.3250782064650678,-0.6604101494612443,-0.6604101494612443,,q80-100,,q80-100,,,,,,q60-80,,,,,,,,,,
1213,mean_compactness:q80-100  mean_concavity:q80-100  mean_texture:q80-100,37,-0.29363950416581996,-0.7387218045112782,-0.7387218045112782,,q80-100,,q80-100,,,,,,q80-100,,,,,,,,,,
1214,mean_compactness:q60-80  mean_concavity:q60-80  mean_texture:q60-80,23,0.12995699952221693,-0.532967032967033,-0.532967032967033,,q60-80,,q60-80,,,,,,q60-80,,,,,,,,,,
1215,mean_compactness:q00-20  mean_concavity:q00-20  mean_texture:q00-20,25,-0.3331617647058824,0.5661764705882353,0.5661764705882353,,q00-20,,q00-20,,,,,,q00-20,,,,,,,,,,
1216,mean_compactness:q80-100  mean_concavity:q80-100  worst_area:q80-100,54,-0.4467817331895002,-0.7970154620640058,-0.7970154620640058,,q80-100,,q80-100,,,,,,,q80-100,,,,,,,,,
1217,mean_compactness:q80-100  mean_concavity:q80-100  worst_area:q60-80,21,0.3994612443517553,-0.7153284671532847,-0.7153284671532847,,q80-100,,q80-100,,,,,,,q60-80,,,,,,,,,
1218,mean_compactness:q20-40  mean_concavity:q20-40  worst_area:q20-40,23,-0.36964484790571744,0.5733397037744864,0.5733397037744864,,q20-40,,q20-40,,,,,,,q20-40,,,,,,,,,
1219,mean_compactness:q60-80  mean_concavity:q60-80  worst_area:q80-100,24,-0.4173547400611621,-0.7748470948012233,-0.7748470948012233,,q60-80,,q60-80,,,,,,,q80-100,,,,,,,,,
1220,mean_compactness:q60-80  mean_concavity:q60-80  worst_area:q60-80,22,0.35516037892637525,-0.5943992022602625,-0.5943992022602625,,q60-80,,q60-80,,,,,,,q60-80,,,,,,,,,
1221,mean_compactness:q00-20  mean_concavity:q00-20  worst_area:q20-40,27,-0.3763837638376384,0.5350553505535055,0.5350553505535055,,q00-20,,q00-20,,,,,,,q20-40,,,,,,,,,
1222,mean_compactness:q00-20  mean_concavity:q00-20  worst_area:q00-20,34,-0.2976910390324354,0.5836723474436504,0.5836723474436504,,q00-20,,q00-20,,,,,,,q00-20,,,,,,,,,
1223,mean_compactness:q80-100  mean_concavity:q80-100  worst_compactness:q80-100,72,-0.14936843281913703,-0.7009836798569193,-0.7009836798569193,,q80-100,,q80-100,,,,,,,,q80-100,,,,,,,,
1224,mean_compactness:q20-40  mean_concavity:q20-40  worst_compactness:q20-40,27,-0.22529725297252973,0.42011753450867845,0.42011753450867845,,q20-40,,q20-40,,,,,,,,q20-40,,,,,,,,
1225,mean_compactness:q60-80  mean_concavity:q60-80  worst_compactness:q80-100,22,0.2600963935516038,-0.5685557586837294,-0.5685557586837294,,q60-80,,q60-80,,,,,,,,q80-100,,,,,,,,
1226,mean_compactness:q60-80  mean_concavity:q60-80  worst_compactness:q60-80,33,0.13642017186793307,-0.441711895070104,-0.441711895070104,,q60-80,,q60-80,,,,,,,,q60-80,,,,,,,,
1227,mean_compactness:q00-20  mean_concavity:q00-20  worst_compactness:q00-20,70,-0.2592327512167191,0.5468365302032636,0.5468365302032636,,q00-20,,q00-20,,,,,,,,q00-20,,,,,,,,
1228,mean_compactness:q80-100  mean_concavity:q80-100  worst_concave_points:q80-100,71,-0.25236155891170314,-0.7489394196504328,-0.7489394196504328,,q80-100,,q80-100,,,,,,,,,q80-100,,,,,,,
1229,mean_compactness:q20-40  mean_concavity:q20-40  worst_concave_points:q40-60,22,-0.19245471165032407,0.47473824164866213,0.47473824164866213,,q20-40,,q20-40,,,,,,,,,q40-60,,,,,,,
1230,mean_compactness:q20-40  mean_concavity:q20-40  worst_concave_points:q20-40,25,-0.1872794117647059,0.4480147058823529,0.4480147058823529,,q20-40,,q20-40,,,,,,,,,q20-40,,,,,,,
1231,mean_compactness:q60-80  mean_concavity:q60-80  worst_concave_points:q80-100,20,-0.2156648451730419,-0.6867030965391621,-0.6867030965391621,,q60-80,,q60-80,,,,,,,,,q80-100,,,,,,,
1232,mean_compactness:q60-80  mean_concavity:q60-80  worst_concave_points:q60-80,34,0.23749312809235845,-0.5425508521165475,-0.5425508521165475,,q60-80,,q60-80,,,,,,,,,q60-80,,,,,,,
