,description,size,specificity,AUC_LB,fp,pn,fn,pp,ConfusionMatrix,tn,p,sensitivity_UB,tp,specificity_LB,AUC,n,sensitivity_LB,sensitivity,AUC_UB,specificity_UB
0,,175252,0.718949769059768,0.7396574525927493,48801,125191,354,50061,True,124837,1614,0.8006413315839374,1260,0.7168289446024718,0.7498094570205903,173638,0.7596709328368485,0.7806691449814126,0.7599614614484316,0.7210632812117445
